Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Maxwell Lewis,SF/PF,BKN,0.00,3000,0.00,0.03,0.00,0.00
De'Anthony Melton,PG,BKN,0.00,3000,0.00,0.03,0.00,0.00
Wendell Moore Jr.,PG/SG,DET,13.00,3000,10.52,0.68,5.88,9.56
Cole Swider,C,DET,0.00,3000,0.00,0.03,0.00,0.00
Alondes Williams,PG/SG,DET,0.00,3000,0.00,0.03,0.00,0.00
Daniss Jenkins,PG,DET,0.00,3000,0.00,0.03,0.00,0.00
Marcus Sasser,PG,DET,0.00,3000,0.00,0.03,0.00,0.00
Simone Fontecchio,PF,DET,0.00,3000,0.00,0.03,0.00,0.00
Bobi Klintman,PF,DET,0.00,3000,0.00,0.03,0.00,0.00
Ronald Holland II,SF/PF,DET,14.00,3000,10.83,0.85,5.91,10.48
Jett Howard,SF/PF,ORL,12.00,3000,9.11,0.01,5.02,9.69
Caleb Houstan,SF/PF,ORL,13.00,3000,8.28,0.60,4.29,8.22
Cory Joseph,PG,ORL,11.00,3000,8.04,0.01,4.47,7.35
Mac McClung,PG,ORL,0.00,3000,0.00,0.03,0.00,0.00
Moritz Wagner,C,ORL,0.00,3000,0.00,0.03,0.00,0.00
Kel'el Ware,C,MIA,13.00,3000,12.41,1.35,7.07,12.12
Isaiah Stevens,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Keshad Johnson,SF/PF,MIA,0.00,3000,0.00,0.03,0.00,0.00
Josh Christopher,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Pelle Larsson,SF,MIA,12.00,3000,8.49,0.01,4.68,8.90
Dru Smith,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Josh Richardson,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Trey Jemison,C,NOP,0.00,3000,0.00,0.03,0.00,0.00
Antonio Reeves,SG/SF,NOP,0.00,3000,0.00,0.03,0.00,0.00
Jamal Cain,SF,NOP,0.00,3000,0.00,0.03,0.00,0.00
Javonte Green,SF/PF,NOP,18.00,3000,13.25,0.99,6.20,11.49
Karlo Matkovic,PF/C,NOP,0.00,3000,0.00,0.03,0.00,0.00
Steven Adams,C,HOU,10.00,3000,9.63,0.01,5.92,8.67
Aaron Holiday,PG,HOU,0.00,3000,0.00,0.03,0.00,0.00
Nate Williams,PG/SF,HOU,0.00,3000,0.00,0.03,0.00,
Reed Sheppard,PG/SG,HOU,12.00,3000,8.92,0.01,4.91,9.03
Jack McVeigh,SG,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jeff Green,PF/C,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jock Landale,C,HOU,0.00,3000,0.00,0.03,0.00,0.00
N'Faly Dante,C,HOU,0.00,3000,0.00,0.03,0.00,0.00
Markieff Morris,PF/C,DAL,0.00,3000,0.00,0.03,0.00,0.00
Jazian Gortman,PG,DAL,0.00,3000,0.00,0.03,0.00,0.00
Kessler Edwards,SF/PF,DAL,0.00,3000,0.00,0.03,0.00,0.00
Dante Exum,SF,DAL,0.00,3000,0.00,0.03,0.00,0.00
Drew Eubanks,C,UTA,0.00,3000,0.00,0.03,0.00,0.00
Micah Potter,PF/C,UTA,12.00,3000,9.29,0.01,5.06,8.39
Landry Shamet,SG,NYK,15.00,3000,11.46,1.27,5.84,10.54
Matt Ryan,SG/SF,NYK,0.00,3000,0.00,0.03,0.00,0.00
Jericho Sims,C,NYK,1.00,3000,0.74,0.01,0.52,0.69
Pacome Dadiet,SG/SF,NYK,0.00,3000,0.00,0.03,0.00,0.00
Jacob Toppin,PF,NYK,1.00,3000,0.85,0.01,0.61,0.73
Tyler Kolek,PG,NYK,1.00,3000,0.88,0.01,0.64,0.92
Cameron Payne,PG/SG,NYK,20.00,3000,20.19,10.64,9.26,19.16
Ariel Hukporti,C,NYK,0.00,3000,0.00,0.03,0.00,0.00
Kevin McCullar Jr.,SF,NYK,0.00,3000,0.00,0.03,0.00,0.00
Patty Mills,PG,UTA,0.00,3000,0.00,0.03,0.00,0.00
David Jones Garcia,SG/SF,UTA,0.00,3000,0.00,0.03,0.00,
Oscar Tshiebwe,C,UTA,0.00,3000,0.00,0.03,0.00,0.00
Taylor Hendricks,PF,UTA,0.00,3000,0.00,0.03,0.00,0.00
