Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Bam Adebayo,C,MIA,35.00,8100,45.45,2.80,13.62,42.00
Jalen Williams,PF,OKC,32.00,8100,43.34,11.60,15.02,40.60
Jimmy Butler,SF/PF,MIA,0.00,8000,0.00,0.00,0.00,0.00
Jaylen Brown,SG/SF,BOS,36.00,8000,46.29,0.40,13.23,36.50
Kawhi Leonard,PF/C,LAC,0.00,7900,0.00,0.00,0.00,0.00
Chet Holmgren,PF,OKC,0.00,7800,0.00,0.00,0.00,0.00
Evan Mobley,PF/C,CLE,27.00,7600,34.11,12.90,14.30,39.10
Jalen Suggs,PG,ORL,33.00,7600,40.47,8.70,12.71,36.60
Kristaps Porzingis,C,BOS,0.00,7500,0.00,0.00,0.00,0.00
Jordan Poole,PG/SG,WAS,35.00,7500,38.21,0.40,10.57,31.30
Tyler Herro,PG/SG,MIA,36.00,7400,43.49,14.40,11.82,41.50
Cameron Johnson,SF/PF,BKN,35.00,7400,35.57,9.50,9.63,35.80
Jakob Poeltl,C,TOR,0.00,7400,0.00,0.00,0.00,0.00
Julius Randle,PF/C,MIN,33.00,7300,39.45,11.40,12.92,40.40
Zach LaVine,SG/SF,CHI,35.00,7300,38.17,6.80,10.44,39.30
Ivica Zubac,C,LAC,33.00,7300,39.80,11.40,12.94,40.20
Jaren Jackson Jr.,PF/C,MEM,28.00,7200,33.78,3.40,13.67,36.90
Darius Garland,PG,CLE,29.00,7100,33.37,3.40,12.35,36.90
Desmond Bane,SG/SF,MEM,28.00,7100,29.70,0.40,11.02,31.90
Isaiah Hartenstein,C,OKC,30.00,7100,37.63,13.10,13.49,38.40
Norman Powell,SG/SF,LAC,36.00,7000,37.25,24.30,9.70,36.80
Josh Hart,SF/PF,NYK,37.00,7000,35.64,6.50,8.02,34.20
Fred VanVleet,PG,HOU,37.00,6900,36.85,4.60,8.68,37.90
John Collins,PF/C,UTA,0.00,6900,0.00,0.00,0.00,0.00
Cam Thomas,SG/SF,BKN,0.00,6900,0.00,0.00,0.00,0.00
Miles Bridges,PF,CHA,31.00,6800,33.00,0.60,11.20,32.50
Josh Giddey,PG,CHI,0.00,6800,0.00,0.00,0.00,0.00
Dyson Daniels,PG/SG,ATL,33.00,6700,28.19,0.20,7.63,28.20
Lauri Markkanen,SF/PF,UTA,33.00,6700,37.55,35.30,11.68,36.00
Rudy Gobert,C,MIN,34.00,6600,33.37,3.40,9.25,36.00
PJ Washington,PF,DAL,33.00,6600,28.83,0.80,7.87,31.00
Derrick White,PG/SG,BOS,36.00,6600,38.32,0.20,9.21,30.60
Anfernee Simons,PG,POR,31.00,6500,29.95,1.70,9.87,32.20
Deandre Ayton,C,POR,33.00,6500,35.72,0.20,11.39,30.60
Kyle Kuzma,PF,WAS,0.00,6500,0.00,0.00,0.00,0.00
Jalen Green,SG,HOU,35.00,6400,34.98,10.60,9.71,34.10
Goga Bitadze,C,ORL,28.00,6400,33.88,9.30,13.14,33.40
Jeremy Sochan,PF,SAS,31.00,6400,30.79,1.90,10.21,31.40
Immanuel Quickley,PG,TOR,0.00,6400,0.00,0.00,0.00,0.00
Bobby Portis,PF/C,MIL,32.00,6300,46.29,75.60,15.70,44.90
Ayo Dosunmu,PG/SG,CHI,34.00,6300,31.11,0.00,8.08,29.10
Jarrett Allen,C,CLE,26.00,6200,28.39,2.30,11.70,31.50
Bilal Coulibaly,SF,WAS,0.00,6200,0.00,0.00,0.00,0.00
Mikal Bridges,SG/SF,NYK,38.00,6200,32.17,3.00,6.48,32.20
Coby White,PG/SG,CHI,35.00,6100,35.21,9.30,9.13,36.10
Walker Kessler,C,UTA,30.00,6100,32.14,10.60,10.84,33.20
Kelly Oubre Jr.,SG,PHI,35.00,6100,25.05,0.40,6.12,26.30
OG Anunoby,SF/PF,NYK,37.00,6100,34.13,12.70,7.61,31.30
De'Andre Hunter,SF/PF,ATL,30.00,6000,28.13,0.60,9.67,25.50
Khris Middleton,SG/SF,MIL,24.00,6000,31.57,30.60,14.11,32.20
Keyonte George,PG,UTA,0.00,6000,0.00,0.00,0.00,0.00
Chris Paul,PG,SAS,28.00,6000,26.89,0.90,9.46,27.70
Ben Simmons,PG,BKN,31.00,5900,29.81,8.40,9.54,29.10
Gradey Dick,SG,TOR,32.00,5900,26.09,0.00,7.70,25.50
Amen Thompson,SG/SF,HOU,35.00,5800,36.25,3.60,10.09,29.90
Dereck Lively II,C,DAL,28.00,5800,28.91,0.60,10.56,29.50
Payton Pritchard,PG/SG,BOS,29.00,5800,28.76,0.00,9.54,24.00
Shaedon Sharpe,PG/SG,POR,33.00,5700,29.01,0.20,8.54,28.10
Jerami Grant,PF,POR,32.00,5700,26.02,0.40,7.59,28.90
Nic Claxton,C,BKN,26.00,5700,27.23,0.80,11.25,27.10
Klay Thompson,SG/SF,DAL,28.00,5600,25.40,0.20,8.80,24.30
Scotty Pippen Jr.,PG,MEM,17.00,5600,17.82,0.00,9.47,30.00
Andre Drummond,C,PHI,12.00,5600,11.95,0.00,7.37,12.70
Jabari Smith Jr.,PF/C,HOU,35.00,5500,29.39,2.50,7.16,28.10
Brook Lopez,C,MIL,32.00,5500,29.34,13.70,8.11,32.20
Collin Sexton,PG/SG,UTA,33.00,5500,35.15,6.60,10.83,28.90
Justin Champagnie,SF/PF,WAS,31.00,5500,27.64,0.00,8.29,25.10
Clint Capela,C,ATL,28.00,5400,32.74,4.40,12.69,27.90
Devin Vassell,SG/SF,SAS,33.00,5400,29.56,13.90,8.56,29.80
Alexandre Sarr,PF/C,WAS,0.00,5400,0.00,0.00,0.00,0.00
Jordan Clarkson,SG,UTA,30.00,5300,32.08,7.80,11.11,28.30
Caris LeVert,PG/SG,CLE,24.00,5300,23.29,0.00,9.65,21.60
Deni Avdija,SF/PF,POR,27.00,5300,26.15,0.90,10.06,22.90
Santi Aldama,PF,MEM,24.00,5300,24.69,0.20,10.39,21.00
Kelly Olynyk,C,TOR,21.00,5300,22.74,8.40,11.05,21.70
Nick Richards,C,CHA,16.00,5200,16.04,0.00,8.89,18.50
Cody Martin,SG/SF,CHA,25.00,5200,19.86,0.20,7.48,21.30
Carlton Carrington,PG/SG,WAS,31.00,5200,22.27,0.00,6.21,26.40
Ochai Agbaji,PF,TOR,30.00,5200,20.07,0.40,5.91,19.60
Ziaire Williams,SG/SF,BKN,0.00,5100,0.00,0.00,0.00,0.00
Jrue Holiday,PG,BOS,29.00,5100,26.53,1.30,8.67,24.80
Saddiq Bey,SF,WAS,0.00,5100,0.00,0.00,0.00,0.00
Dillon Brooks,SF,HOU,0.00,5000,0.00,0.00,0.00,0.00
Spencer Dinwiddie,PG,DAL,17.00,5000,14.00,0.00,6.95,15.20
Malcolm Brogdon,PG/SG,WAS,27.00,5000,27.70,1.10,10.88,27.60
Jonathan Mogbo,PF/C,TOR,24.00,5000,20.86,0.00,8.47,20.70
Mark Williams,C,CHA,21.00,4900,25.48,0.00,13.11,21.90
Max Strus,SG/SF,CLE,21.00,4900,16.41,0.00,6.91,15.50
Toumani Camara,SG/SF,POR,32.00,4900,22.20,0.20,5.90,23.10
Naji Marshall,SF/PF,DAL,21.00,4900,18.59,0.00,8.46,16.20
Terry Rozier,PG/SG,MIA,0.00,4900,0.00,0.00,0.00,0.00
Dorian Finney-Smith,PF,BKN,0.00,4900,0.00,0.00,0.00,0.00
Bogdan Bogdanovic,SG/SF,ATL,0.00,4800,0.00,0.00,0.00,0.00
Tari Eason,SF/PF,HOU,0.00,4800,0.00,0.00,0.00,0.00
Zach Edey,C,MEM,27.00,4800,27.38,3.20,10.51,23.30
Anthony Black,PG/SG,ORL,22.00,4800,19.70,0.20,8.60,20.40
Wendell Carter Jr.,PF/C,ORL,24.00,4800,22.51,3.60,9.19,24.80
Mike Conley,PG,MIN,27.00,4700,25.49,4.40,9.11,25.30
Josh Green,SF/PF,CHA,27.00,4700,16.12,0.00,5.24,16.40
Cole Anthony,PG/SG,ORL,16.00,4700,19.64,0.00,11.30,18.00
Moritz Wagner,C,ORL,0.00,4700,0.00,0.00,0.00,0.00
Julian Champagnie,SG/SF,SAS,23.00,4700,18.22,0.00,7.36,19.60
Guerschon Yabusele,PF/C,PHI,14.00,4700,10.32,0.00,5.57,14.10
Tidjane Salaun,PF,CHA,22.00,4600,16.39,0.00,6.71,13.90
Kevin Porter Jr.,PG,LAC,24.00,4600,25.97,4.20,11.40,23.40
Jalen Wilson,SF,BKN,27.00,4600,20.10,0.00,7.03,19.00
Al Horford,PF/C,BOS,23.00,4600,21.57,0.00,8.66,18.90
Luguentz Dort,SG/SF,OKC,31.00,4600,24.18,0.00,6.74,22.10
Jaden McDaniels,SF,MIN,29.00,4500,23.32,14.80,7.49,24.80
Larry Nance Jr.,PF/C,ATL,25.00,4500,23.89,3.40,9.37,22.40
Vasilije Micic,PG,CHA,16.00,4500,13.43,0.00,6.97,13.20
Quentin Grimes,SG/SF,DAL,18.00,4500,14.67,0.00,7.02,13.80
Noah Clowney,PF/C,BKN,29.00,4500,24.22,5.90,7.89,14.70
Kentavious Caldwell-Pope,SG,ORL,31.00,4500,21.49,0.20,5.88,19.50
Stephon Castle,PG/SG,SAS,21.00,4500,17.70,0.00,8.15,18.60
Jonas Valanciunas,C,WAS,20.00,4500,26.89,0.00,14.57,38.60
Onyeka Okongwu,C,ATL,0.00,4400,0.00,0.00,0.00,0.00
Naz Reid,PF/C,MIN,23.00,4400,23.78,20.70,10.31,26.90
Georges Niang,SF/PF,CLE,22.00,4400,17.00,0.00,7.01,14.40
Scoot Henderson,PG,POR,24.00,4400,21.22,1.90,8.93,20.40
Bruce Brown,SG/SF,TOR,0.00,4400,0.00,0.00,0.00,0.00
AJ Green,PG/SG,MIL,28.00,4300,21.00,5.10,6.49,20.80
Daniel Gafford,C,DAL,15.00,4300,17.56,0.60,10.32,22.60
Jake LaRavia,SF/PF,MEM,22.00,4300,19.62,0.20,8.51,20.00
Trendon Watford,PF,BKN,0.00,4300,0.00,0.00,0.00,0.00
Shake Milton,PG/SG,BKN,26.00,4300,20.21,0.20,7.53,15.80
Ja'Kobe Walter,SG/SF,TOR,24.00,4300,17.70,0.00,6.93,16.60
Patrick Williams,PF,CHI,25.00,4200,22.19,0.00,8.43,17.30
Robert Williams,PF/C,POR,0.00,4200,0.00,0.00,0.00,0.00
Dru Smith,PG,MIA,26.00,4200,19.65,0.60,6.87,23.90
Tristan da Silva,SF/PF,ORL,28.00,4200,20.70,3.00,6.78,20.00
Keldon Johnson,SF/PF,SAS,20.00,4200,18.28,0.20,8.83,19.80
Cason Wallace,PG/SG,OKC,24.00,4200,17.95,0.00,6.66,19.30
Corey Kispert,SG/SF,WAS,26.00,4200,20.42,0.60,7.41,20.60
Bruno Fernando,C,TOR,0.00,4200,0.00,0.00,0.00,0.00
Donte DiVincenzo,PG/SG,MIN,25.00,4100,22.84,11.80,8.68,18.70
Tre Mann,PG,CHA,0.00,4100,0.00,0.00,0.00,0.00
Gary Trent Jr.,SG/SF,MIL,28.00,4100,23.26,25.60,7.56,21.40
Marcus Smart,PG/SG,MEM,0.00,4100,0.00,0.00,0.00,0.00
Keon Johnson,PG/SG,BKN,25.00,4100,19.97,0.20,7.58,19.60
Duncan Robinson,SG,MIA,28.00,4100,24.82,0.20,8.45,20.90
Harrison Barnes,SF/PF,SAS,24.00,4100,16.34,0.00,6.35,19.60
Charles Bassey,C,SAS,15.00,4100,17.56,0.00,10.26,3.60
Caleb Martin,SF/PF,PHI,21.00,4100,13.50,0.20,5.82,18.30
Isaac Okoro,SF/PF,CLE,0.00,4000,0.00,0.00,0.00,0.00
Donovan Clingan,C,POR,15.00,4000,15.53,0.00,8.60,18.70
Kris Dunn,PG/SG,LAC,27.00,4000,21.84,11.60,7.45,23.00
Brandon Clarke,PF/C,MEM,21.00,4000,20.31,0.80,9.55,19.00
Sam Hauser,SF/PF,BOS,19.00,4000,16.37,0.00,7.37,16.37
KJ Martin,PF,PHI,24.00,4000,14.06,0.00,5.35,14.60
Alex Caruso,SG/SF,OKC,17.00,4000,15.79,0.60,7.71,19.60
Chris Boucher,PF,TOR,16.00,4000,17.17,0.00,9.50,14.90
Davion Mitchell,PG/SG,TOR,0.00,4000,0.00,0.00,0.00,6.90
Lonzo Ball,PG/SG,CHI,0.00,3900,0.00,0.00,0.00,0.00
Taurean Prince,SF/PF,MIL,24.00,3900,17.24,0.40,6.31,20.00
Ty Jerome,PG,CLE,20.00,3900,20.80,0.00,10.03,14.90
Dalano Banton,PG/SG,POR,13.00,3900,13.41,0.00,8.01,8.60
Jaylen Wells,SG/SF,MEM,21.00,3900,15.38,0.20,6.63,19.90
Vince Williams Jr.,PF,MEM,0.00,3900,0.00,0.00,0.00,0.00
Day'Ron Sharpe,C,BKN,19.00,3900,20.75,0.90,10.93,15.70
Mitchell Robinson,C,NYK,0.00,3900,0.00,0.00,0.00,0.00
Jalen Smith,C,CHI,14.00,3800,15.97,0.00,9.11,16.50
Talen Horton-Tucker,SF,CHI,14.00,3800,14.24,0.00,8.05,18.80
Jaden Hardy,PG/SG,DAL,0.00,3800,0.00,0.00,0.00,0.00
Bojan Bogdanovic,SG,BKN,0.00,3800,0.00,0.00,0.00,0.00
Jaime Jaquez Jr.,SF/PF,MIA,26.00,3800,24.79,0.00,9.76,19.90
Jamal Shead,PG,TOR,23.00,3800,17.66,0.00,7.17,7.50
Miles McBride,PG/SG,NYK,20.00,3800,16.37,1.30,7.28,19.40
Nickeil Alexander-Walker,SG/SF,MIN,20.00,3700,16.08,1.90,7.18,19.40
Dean Wade,SF/PF,CLE,0.00,3700,0.00,0.00,0.00,0.00
Luke Kornet,C,BOS,0.00,3700,0.00,0.00,0.00,0.80
Ricky Council IV,SG/SF,PHI,15.00,3700,11.08,0.00,6.03,6.40
Zaccharie Risacher,SF,ATL,19.00,3600,15.25,1.90,7.22,18.20
Andre Jackson Jr.,SG/SF,MIL,20.00,3600,15.12,0.00,6.41,17.40
Derrick Jones Jr.,PF,LAC,22.00,3600,16.99,0.20,7.12,17.80
Tyrese Martin,SG/SF,BKN,22.00,3600,16.93,1.10,7.03,19.90
Zach Collins,C,SAS,0.00,3600,0.00,0.00,0.00,2.10
Keaton Wallace,PG,ATL,12.00,3500,8.45,0.00,4.61,8.45
Isaiah Wong,PG/SG,CHA,15.00,3500,12.90,0.00,7.00,7.00
Ryan Rollins,PG,MIL,30.00,3500,31.40,56.60,10.18,28.60
Matas Buzelis,SF/PF,CHI,13.00,3500,11.77,0.00,6.53,14.10
Sam Merrill,SG,CLE,27.00,3500,19.78,0.00,6.56,12.30
Luke Kennard,SG/SF,MEM,17.00,3500,12.57,0.00,6.00,13.00
Amir Coffey,SF/PF,LAC,22.00,3500,15.27,0.90,6.23,17.00
Jonathan Isaac,PF/C,ORL,17.00,3500,17.87,4.00,9.15,17.90
Precious Achiuwa,PF/C,NYK,18.00,3500,16.53,1.50,8.20,17.90
DaQuan Jeffries,PF,CHA,18.00,3400,13.42,0.00,6.33,5.30
Delon Wright,PG,MIL,17.00,3400,13.48,0.20,6.34,16.40
Terance Mann,SG/SF,LAC,0.00,3400,0.00,0.00,0.00,0.00
Haywood Highsmith,SF/PF,MIA,25.00,3400,16.78,0.00,5.90,11.50
Gary Harris,SG/SF,ORL,0.00,3400,0.00,0.00,0.00,0.00
Vit Krejci,PG/SG,ATL,13.00,3300,8.04,0.00,4.15,10.50
Moussa Diabate,C,CHA,0.00,3300,0.00,0.00,0.00,9.70
Aaron Holiday,PG,HOU,16.00,3300,12.10,0.00,6.05,14.20
Svi Mykhailiuk,SG/SF,UTA,22.00,3300,18.30,7.00,7.57,16.90
Nikola Jovic,PF/C,MIA,22.00,3300,20.00,0.00,8.67,15.10
Neemias Queta,C,BOS,0.00,3300,0.00,0.00,0.00,2.50
Trevelin Queen,PG,ORL,20.00,3300,15.25,0.00,6.71,4.80
Kyle Lowry,PG/SG,PHI,10.00,3300,6.44,0.00,3.67,8.60
Kyshawn George,SF/PF,WAS,26.00,3300,19.63,0.60,6.93,21.20
Isaiah Joe,SG/SF,OKC,21.00,3300,17.93,0.20,7.64,14.70
David Roddy,PF,ATL,0.00,3200,0.00,0.00,0.00,0.00
Steven Adams,C,HOU,10.00,3200,9.12,0.00,5.58,7.30
Julian Phillips,PF,CHI,18.00,3200,13.22,0.00,6.07,6.30
Brice Sensabaugh,SF/PF,UTA,16.00,3200,13.94,0.00,7.12,13.00
Jaylon Tyson,SG/SF,CLE,10.00,3200,7.38,0.00,4.30,1.70
Maxi Kleber,PF/C,DAL,7.00,3200,3.84,0.00,2.25,4.90
John Konchar,SG/SF,MEM,7.00,3200,5.18,0.00,3.12,5.18
Nicolas Batum,PF/C,LAC,20.00,3200,12.62,0.40,5.21,16.00
Kevin Love,C,MIA,12.00,3200,15.02,0.00,9.34,11.80
Cory Joseph,PG,ORL,6.00,3200,4.25,0.00,2.64,7.90
Tre Jones,PG,SAS,12.00,3200,9.57,0.00,5.45,10.70
Kenrich Williams,PF/C,OKC,13.00,3200,12.02,0.00,6.64,14.80
Reed Sheppard,PG/SG,HOU,15.00,3100,11.05,0.00,5.63,12.10
Johnny Juzang,SG/SF,UTA,14.00,3100,10.39,0.00,5.37,11.30
Mo Bamba,C,LAC,13.00,3100,13.64,0.00,7.82,16.00
Pelle Larsson,SF,MIA,20.00,3100,14.28,0.00,6.26,11.40
Eric Gordon,SG/SF,PHI,0.00,3100,0.00,0.00,0.00,0.00
Aaron Wiggins,SF/PF,OKC,15.00,3100,13.64,5.90,7.18,16.90
Josh Minott,SF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Garrison Mathews,SG/SF,ATL,6.00,3000,4.08,0.00,2.55,4.08
Mouhamed Gueye,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Dominick Barlow,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Kobe Bufkin,PG,ATL,0.00,3000,0.00,0.00,0.00,0.00
Cody Zeller,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Jesse Edwards,C,MIN,0.00,3000,0.00,0.00,0.00,0.00
PJ Dozier,PF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Daishen Nix,PG,MIN,0.00,3000,0.00,0.00,0.00,0.00
Leonard Miller,PF/C,MIN,0.00,3000,0.00,0.00,0.00,0.00
Terrence Shannon Jr.,SG/SF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Jaylen Clark,SG,MIN,0.00,3000,0.00,0.00,0.00,0.00
Rob Dillingham,PG,MIN,14.00,3000,12.01,0.00,6.48,5.10
Luka Garza,C,MIN,0.00,3000,0.00,0.00,0.00,0.00
Joe Ingles,PF,MIN,0.00,3000,0.00,0.00,0.00,0.00
Jeff Green,PF/C,HOU,0.00,3000,0.00,0.00,0.00,8.20
Jack McVeigh,SG,HOU,0.00,3000,0.00,0.00,0.00,0.00
N'Faly Dante,C,HOU,0.00,3000,0.00,0.00,0.00,0.00
Cam Whitmore,SF/PF,HOU,10.00,3000,10.59,0.00,6.87,10.30
Seth Curry,SG,CHA,15.00,3000,9.75,0.00,4.86,5.10
Taj Gibson,C,CHA,0.00,3000,0.00,0.00,0.00,4.00
KJ Simpson,PG,CHA,0.00,3000,0.00,0.00,0.00,0.00
Nick Smith Jr.,SG/SF,CHA,0.00,3000,0.00,0.00,0.00,0.00
Grant Williams,C,CHA,0.00,3000,0.00,0.00,0.00,0.00
Nate Williams,PG/SF,HOU,0.00,3000,0.00,0.00,0.00,0.00
Jock Landale,C,HOU,3.00,3000,2.72,0.00,1.96,2.72
Jae'Sean Tate,SF/PF,HOU,10.00,3000,7.72,0.00,4.57,10.40
Jevon Carter,PG/SG,CHI,0.00,3000,0.00,0.00,0.00,5.20
DJ Steward,PG,CHI,0.00,3000,0.00,0.00,0.00,0.00
Chris Duarte,SG,CHI,0.00,3000,0.00,0.00,0.00,0.00
Adama Sanogo,C,CHI,0.00,3000,0.00,0.00,0.00,0.00
E.J. Liddell,C,CHI,0.00,3000,0.00,0.00,0.00,0.00
Dalen Terry,SF,CHI,19.00,3000,14.25,0.00,6.42,10.40
Torrey Craig,PF,CHI,0.00,3000,0.00,0.00,0.00,4.60
Stanley Umude,SG,MIL,0.00,3000,0.00,0.00,0.00,0.00
Pat Connaughton,SF/PF,MIL,0.00,3000,0.00,0.00,0.00,4.70
AJ Johnson,SG,MIL,0.00,3000,0.00,0.00,0.00,0.00
Tyler Smith,PF,MIL,0.00,3000,0.00,0.00,0.00,0.00
Chris Livingston,SF,MIL,0.00,3000,0.00,0.00,0.00,0.00
Marjon Beauchamp,PG/SF,MIL,5.00,3000,4.62,0.00,3.12,2.80
Liam Robbins,C,MIL,0.00,3000,0.00,0.00,0.00,0.00
Kyle Filipowski,PF/C,UTA,16.00,3000,14.25,5.30,7.42,17.60
Tristan Thompson,C,CLE,5.00,3000,4.65,0.00,3.18,1.70
JT Thor,PF,CLE,0.00,3000,0.00,0.00,0.00,1.30
Emoni Bates,PG,CLE,0.00,3000,0.00,0.00,0.00,0.00
Craig Porter Jr.,PG,CLE,0.00,3000,0.00,0.00,0.00,1.50
Luke Travers,SF,CLE,0.00,3000,0.00,0.00,0.00,0.00
Oscar Tshiebwe,C,UTA,0.00,3000,0.00,0.00,0.00,0.00
Cody Williams,SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Patty Mills,PG,UTA,0.00,3000,0.00,0.00,0.00,3.40
Isaiah Collier,PG,UTA,15.00,3000,11.09,0.00,5.61,12.00
Drew Eubanks,C,UTA,11.00,3000,10.14,0.00,6.08,13.50
Micah Potter,PF/C,UTA,20.00,3000,15.44,0.20,6.65,5.40
David Jones Garcia,SG/SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Taylor Hendricks,PF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Jabari Walker,PF/C,POR,0.00,3000,0.00,0.00,0.00,0.00
Markieff Morris,PF/C,DAL,0.00,3000,0.00,0.00,0.00,0.00
Jazian Gortman,PG,DAL,0.00,3000,0.00,0.00,0.00,0.00
Dwight Powell,C,DAL,0.00,3000,0.00,0.00,0.00,3.20
Kessler Edwards,SG/SF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Olivier-Maxence Prosper,SF/PF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Brandon Williams,PG,DAL,0.00,3000,0.00,0.00,0.00,0.00
Dante Exum,SF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Rayan Rupert,SG/SF,POR,0.00,3000,0.00,0.00,0.00,0.00
Kris Murray,SF,POR,0.00,3000,0.00,0.00,0.00,0.00
Justin Minaya,PF,POR,0.00,3000,0.00,0.00,0.00,0.00
Duop Reath,C,POR,0.00,3000,0.00,0.00,0.00,0.00
Bryce McGowens,SG,POR,0.00,3000,0.00,0.00,0.00,0.00
Taze Moore,SG,POR,0.00,3000,0.00,0.00,0.00,0.00
Matisse Thybulle,PF,POR,0.00,3000,0.00,0.00,0.00,0.00
Bones Hyland,PG,LAC,9.00,3000,9.98,0.00,6.45,9.98
Yuki Kawamura,PG,MEM,0.00,3000,0.00,0.00,0.00,0.00
Colin Castleton,C,MEM,0.00,3000,0.00,0.00,0.00,0.00
Cam Spencer,SG,MEM,0.00,3000,0.00,0.00,0.00,0.00
Jay Huff,C,MEM,0.00,3000,0.00,0.00,0.00,0.00
Gregory Jackson,PF,MEM,0.00,3000,0.00,0.00,0.00,0.00
Cam Christie,SG,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kai Jones,PF/C,LAC,0.00,3000,0.00,0.00,0.00,0.00
Jordan Miller,SG/SF,LAC,0.00,3000,0.00,0.00,0.00,1.80
Trentyn Flowers,SG,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kobe Brown,PF/C,LAC,0.00,3000,0.00,0.00,0.00,0.00
P.J. Tucker,PF,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kel'el Ware,C,MIA,0.00,3000,0.00,0.00,0.00,5.20
Keshad Johnson,SF,MIA,0.00,3000,0.00,0.00,0.00,0.00
Alec Burks,PG/SG,MIA,10.00,3000,8.57,0.00,5.14,2.30
Josh Christopher,PG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Josh Richardson,PG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Dariq Whitehead,SG,BKN,0.00,3000,0.00,0.00,0.00,2.40
Jaylen Martin,SF,BKN,0.00,3000,0.00,0.00,0.00,15.90
Reece Beekman,PG,BKN,0.00,3000,0.00,0.00,0.00,6.60
De'Anthony Melton,PG,BKN,0.00,3000,0.00,0.00,0.00,0.00
Drew Peterson,PF,BOS,0.00,3000,0.00,0.00,0.00,0.00
Jordan Walsh,SG/SF,BOS,0.00,3000,0.00,0.00,0.00,3.10
Jett Howard,SF/PF,ORL,9.00,3000,7.01,0.00,4.15,8.80
Caleb Houstan,SF/PF,ORL,6.00,3000,3.50,0.00,2.12,7.50
Mac McClung,PG,ORL,0.00,3000,0.00,0.00,0.00,0.00
Baylor Scheierman,SG/SF,BOS,0.00,3000,0.00,0.00,0.00,0.00
Anton Watson,SF,BOS,0.00,3000,0.00,0.00,0.00,0.00
JD Davison,PG,BOS,0.00,3000,0.00,0.00,0.00,0.00
Jaden Springer,SG/SF,BOS,0.00,3000,0.00,0.00,0.00,11.20
Xavier Tillman,PF/C,BOS,0.00,3000,0.00,0.00,0.00,0.00
Sandro Mamukelashvili,PF/C,SAS,0.00,3000,0.00,0.00,0.00,0.00
Pete Nance,PF/C,PHI,0.00,3000,0.00,0.00,0.00,0.00
Reggie Jackson,PG,PHI,0.00,3000,0.00,0.00,0.00,1.70
