Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL,,Instructions
4566735813,NBA $40K Four Point Play [20 Entry Max],171826788,$4,,,,,,,,,,1. Column A lists all of your contest entries for this draftgroup
4566735814,NBA $40K Four Point Play [20 Entry Max],171826788,$4,,,,,,,,,,2. Your current lineup is listed next to each entry (blank for reservations)
4566735815,NBA $40K Four Point Play [20 Entry Max],171826788,$4,,,,,,,,,,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
4566735816,NBA $40K Four Point Play [20 Entry Max],171826788,$4,,,,,,,,,,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
4566735817,NBA $40K Four Point Play [20 Entry Max],171826788,$4,,,,,,,,,,5. For faster processing only include entries you are changing in the file you upload
4566735818,NBA $40K Four Point Play [20 Entry Max],171826788,$4,,,,,,,,,,
,,,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,PG/SG,Shake Milton (37030565),Shake Milton,37030565,PG/SG/G/UTIL,4700,CLE@BKN 12/16/2024 07:30PM ET,BKN,12.60
,,,,,,,,,,,,,SF/PF,Josh Green (37030574),Josh Green,37030574,SF/PF/F/UTIL,4600,PHI@CHA 12/16/2024 07:00PM ET,CHA,16.06
,,,,,,,,,,,,,SG/SF,Malik Beasley (37030569),Malik Beasley,37030569,SG/SF/F/G/UTIL,4600,MIA@DET 12/16/2024 07:00PM ET,DET,25.09
,,,,,,,,,,,,,PF,Peyton Watson (37030578),Peyton Watson,37030578,PF/F/UTIL,4600,DEN@SAC 12/16/2024 10:00PM ET,DEN,18.77
,,,,,,,,,,,,,PF,Tidjane Salaun (37030588),Tidjane Salaun,37030588,PF/F/UTIL,4500,PHI@CHA 12/16/2024 07:00PM ET,CHA,13.34
,,,,,,,,,,,,,PG/SG,Terry Rozier (37030591),Terry Rozier,37030591,PG/SG/G/UTIL,4500,MIA@DET 12/16/2024 07:00PM ET,MIA,23.20
,,,,,,,,,,,,,SG/SF,Bruce Brown (37030581),Bruce Brown,37030581,SG/SF/F/G/UTIL,4500,CHI@TOR 12/16/2024 07:30PM ET,TOR,0
,,,,,,,,,,,,,C,Jalen Smith (37030586),Jalen Smith,37030586,C/UTIL,4500,CHI@TOR 12/16/2024 07:30PM ET,CHI,18.73
,,,,,,,,,,,,,PF,Trendon Watford (37030602),Trendon Watford,37030602,PF/F/UTIL,4400,CLE@BKN 12/16/2024 07:30PM ET,BKN,16.46
,,,,,,,,,,,,,PF/C,Jonathan Mogbo (37030595),Jonathan Mogbo,37030595,PF/C/F/UTIL,4400,CHI@TOR 12/16/2024 07:30PM ET,TOR,16.23
,,,,,,,,,,,,,SG,Ja'Kobe Walter (37030605),Ja'Kobe Walter,37030605,SG/G/UTIL,4400,CHI@TOR 12/16/2024 07:30PM ET,TOR,15.08
,,,,,,,,,,,,,PG,Kevin Porter Jr. (37030599),Kevin Porter Jr.,37030599,PG/G/UTIL,4400,UTA@LAC 12/16/2024 10:30PM ET,LAC,19.99
,,,,,,,,,,,,,PF,KJ Martin (37030608),KJ Martin,37030608,PF/F/UTIL,4300,PHI@CHA 12/16/2024 07:00PM ET,PHI,13.7
,,,,,,,,,,,,,SF/PF,Georges Niang (37030615),Georges Niang,37030615,SF/PF/F/UTIL,4300,CLE@BKN 12/16/2024 07:30PM ET,CLE,16.62
,,,,,,,,,,,,,PG/SG,Davion Mitchell (37030611),Davion Mitchell,37030611,PG/SG/G/UTIL,4300,CHI@TOR 12/16/2024 07:30PM ET,TOR,19.04
,,,,,,,,,,,,,SG/SF,Ricky Council IV (37030619),Ricky Council IV,37030619,SG/SF/F/G/UTIL,4200,PHI@CHA 12/16/2024 07:00PM ET,PHI,9.74
,,,,,,,,,,,,,PF,Patrick Williams (37030628),Patrick Williams,37030628,PF/F/UTIL,4200,CHI@TOR 12/16/2024 07:30PM ET,CHI,21.86
,,,,,,,,,,,,,PG/SG,Kris Dunn (37030624),Kris Dunn,37030624,PG/SG/G/UTIL,4200,UTA@LAC 12/16/2024 10:30PM ET,LAC,18.95
,,,,,,,,,,,,,PG/SG,Tre Mann (37030634),Tre Mann,37030634,PG/SG/G/UTIL,4100,PHI@CHA 12/16/2024 07:00PM ET,CHA,23.88
,,,,,,,,,,,,,SF/PF,Caleb Martin (37030638),Caleb Martin,37030638,SF/PF/F/UTIL,4100,PHI@CHA 12/16/2024 07:00PM ET,PHI,20.18
,,,,,,,,,,,,,SG,Duncan Robinson (37030631),Duncan Robinson,37030631,SG/G/UTIL,4100,MIA@DET 12/16/2024 07:00PM ET,MIA,19.40
,,,,,,,,,,,,,C,Isaiah Stewart (37030645),Isaiah Stewart,37030645,C/UTIL,4100,MIA@DET 12/16/2024 07:00PM ET,DET,19.67
,,,,,,,,,,,,,PF,Derrick Jones Jr. (37030642),Derrick Jones Jr.,37030642,PF/F/UTIL,4100,UTA@LAC 12/16/2024 10:30PM ET,LAC,18.72
,,,,,,,,,,,,,SG/SF,Tyrese Martin (37030647),Tyrese Martin,37030647,SG/SF/F/G/UTIL,4000,CLE@BKN 12/16/2024 07:30PM ET,BKN,13.5
,,,,,,,,,,,,,SF/PF,Isaac Okoro (37030660),Isaac Okoro,37030660,SF/PF/F/UTIL,4000,CLE@BKN 12/16/2024 07:30PM ET,CLE,14.67
,,,,,,,,,,,,,PG/SG,Lonzo Ball (37030652),Lonzo Ball,37030652,PG/SG/G/UTIL,4000,CHI@TOR 12/16/2024 07:30PM ET,CHI,17.89
,,,,,,,,,,,,,PG/SG,Kyle Lowry (37030667),Kyle Lowry,37030667,PG/SG/G/UTIL,3900,PHI@CHA 12/16/2024 07:00PM ET,PHI,15.08
,,,,,,,,,,,,,SF/PF,Ausar Thompson (37030671),Ausar Thompson,37030671,SF/PF/F/UTIL,3900,MIA@DET 12/16/2024 07:00PM ET,DET,14.08
,,,,,,,,,,,,,SG,Bojan Bogdanovic (37030664),Bojan Bogdanovic,37030664,SG/G/UTIL,3900,CLE@BKN 12/16/2024 07:30PM ET,BKN,0
,,,,,,,,,,,,,SF/PF,Amir Coffey (37030656),Amir Coffey,37030656,SF/PF/F/UTIL,3900,UTA@LAC 12/16/2024 10:30PM ET,LAC,17.08
,,,,,,,,,,,,,PG,Dru Smith (37030688),Dru Smith,37030688,PG/G/UTIL,3800,MIA@DET 12/16/2024 07:00PM ET,MIA,14.48
,,,,,,,,,,,,,SF/PF,Dean Wade (37030680),Dean Wade,37030680,SF/PF/F/UTIL,3800,CLE@BKN 12/16/2024 07:30PM ET,CLE,16.62
,,,,,,,,,,,,,SF/PF,Matas Buzelis (37030684),Matas Buzelis,37030684,SF/PF/F/UTIL,3800,CHI@TOR 12/16/2024 07:30PM ET,CHI,11.68
,,,,,,,,,,,,,SG/SF,Julian Strawther (37030675),Julian Strawther,37030675,SG/SF/F/G/UTIL,3800,DEN@SAC 12/16/2024 10:00PM ET,DEN,16.44
,,,,,,,,,,,,,SF/PF,Jaime Jaquez Jr. (37030694),Jaime Jaquez Jr.,37030694,SF/PF/F/UTIL,3700,MIA@DET 12/16/2024 07:00PM ET,MIA,19.96
,,,,,,,,,,,,,SF/PF,Haywood Highsmith (37030702),Haywood Highsmith,37030702,SF/PF/F/UTIL,3700,MIA@DET 12/16/2024 07:00PM ET,MIA,16.88
,,,,,,,,,,,,,SG,Sam Merrill (37030691),Sam Merrill,37030691,SG/G/UTIL,3700,CLE@BKN 12/16/2024 07:30PM ET,CLE,14.56
,,,,,,,,,,,,,C,Day'Ron Sharpe (37030706),Day'Ron Sharpe,37030706,C/UTIL,3700,CLE@BKN 12/16/2024 07:30PM ET,BKN,14.38
,,,,,,,,,,,,,PG,Ty Jerome (37030708),Ty Jerome,37030708,PG/G/UTIL,3700,CLE@BKN 12/16/2024 07:30PM ET,CLE,21.12
,,,,,,,,,,,,,PF/C,Kyle Filipowski (37030698),Kyle Filipowski,37030698,PF/C/F/UTIL,3700,UTA@LAC 12/16/2024 10:30PM ET,UTA,16.36
,,,,,,,,,,,,,PG,Isaiah Wong (37030719),Isaiah Wong,37030719,PG/G/UTIL,3600,PHI@CHA 12/16/2024 07:00PM ET,CHA,19.25
,,,,,,,,,,,,,SG/SF,Tim Hardaway Jr. (37030711),Tim Hardaway Jr.,37030711,SG/SF/F/G/UTIL,3600,MIA@DET 12/16/2024 07:00PM ET,DET,15.74
,,,,,,,,,,,,,PF,Chris Boucher (37030716),Chris Boucher,37030716,PF/F/UTIL,3600,CHI@TOR 12/16/2024 07:30PM ET,TOR,19.16
,,,,,,,,,,,,,PF/C,Noah Clowney (37030733),Noah Clowney,37030733,PF/C/F/UTIL,3500,CLE@BKN 12/16/2024 07:30PM ET,BKN,15.14
,,,,,,,,,,,,,SF,Talen Horton-Tucker (37030727),Talen Horton-Tucker,37030727,SF/F/UTIL,3500,CHI@TOR 12/16/2024 07:30PM ET,CHI,12.55
,,,,,,,,,,,,,SG/SF,Jordan Miller (37030722),Jordan Miller,37030722,SG/SF/F/G/UTIL,3500,UTA@LAC 12/16/2024 10:30PM ET,LAC,12.92
,,,,,,,,,,,,,PG,Bones Hyland (37030730),Bones Hyland,37030730,PG/G/UTIL,3500,UTA@LAC 12/16/2024 10:30PM ET,LAC,13.66
,,,,,,,,,,,,,C,Moussa Diabate (37030744),Moussa Diabate,37030744,C/UTIL,3400,PHI@CHA 12/16/2024 07:00PM ET,CHA,16.59
,,,,,,,,,,,,,SF,Ronald Holland II (37030737),Ronald Holland II,37030737,SF/F/UTIL,3400,MIA@DET 12/16/2024 07:00PM ET,DET,12.24
,,,,,,,,,,,,,PG/SG,Keon Ellis (37030740),Keon Ellis,37030740,PG/SG/G/UTIL,3400,DEN@SAC 12/16/2024 10:00PM ET,SAC,14.88
,,,,,,,,,,,,,SG/SF,Terance Mann (37030754),Terance Mann,37030754,SG/SF/F/G/UTIL,3400,UTA@LAC 12/16/2024 10:30PM ET,LAC,15.14
,,,,,,,,,,,,,PG,Reggie Jackson (37030746),Reggie Jackson,37030746,PG/G/UTIL,3300,PHI@CHA 12/16/2024 07:00PM ET,PHI,10.07
,,,,,,,,,,,,,C,Kevin Love (37030759),Kevin Love,37030759,C/UTIL,3300,MIA@DET 12/16/2024 07:00PM ET,MIA,17.10
,,,,,,,,,,,,,PG,Jamal Shead (37030761),Jamal Shead,37030761,PG/G/UTIL,3300,CHI@TOR 12/16/2024 07:30PM ET,TOR,10.49
,,,,,,,,,,,,,C,DeAndre Jordan (37030764),DeAndre Jordan,37030764,C/UTIL,3300,DEN@SAC 12/16/2024 10:00PM ET,DEN,9.5
,,,,,,,,,,,,,SG/SF,Johnny Juzang (37030785),Johnny Juzang,37030785,SG/SF/F/G/UTIL,3300,UTA@LAC 12/16/2024 10:30PM ET,UTA,12.4
,,,,,,,,,,,,,SG/SF,Eric Gordon (37030749),Eric Gordon,37030749,SG/SF/F/G/UTIL,3200,PHI@CHA 12/16/2024 07:00PM ET,PHI,9.73
,,,,,,,,,,,,,PF,DaQuan Jeffries (37030775),DaQuan Jeffries,37030775,PF/F/UTIL,3200,PHI@CHA 12/16/2024 07:00PM ET,CHA,19.08
,,,,,,,,,,,,,PG,Marcus Sasser (37030770),Marcus Sasser,37030770,PG/G/UTIL,3200,MIA@DET 12/16/2024 07:00PM ET,DET,12.41
,,,,,,,,,,,,,PF,Simone Fontecchio (37030790),Simone Fontecchio,37030790,PF/F/UTIL,3200,MIA@DET 12/16/2024 07:00PM ET,DET,12.51
,,,,,,,,,,,,,C,Bruno Fernando (37030773),Bruno Fernando,37030773,C/UTIL,3200,CHI@TOR 12/16/2024 07:30PM ET,TOR,10.41
,,,,,,,,,,,,,PF,Julian Phillips (37030782),Julian Phillips,37030782,PF/F/UTIL,3200,CHI@TOR 12/16/2024 07:30PM ET,CHI,9.85
,,,,,,,,,,,,,PF/C,Nicolas Batum (37030778),Nicolas Batum,37030778,PF/C/F/UTIL,3200,UTA@LAC 12/16/2024 10:30PM ET,LAC,11.12
,,,,,,,,,,,,,PG,KJ Simpson (37030797),KJ Simpson,37030797,PG/G/UTIL,3100,PHI@CHA 12/16/2024 07:00PM ET,CHA,10.19
,,,,,,,,,,,,,PF/C,Nikola Jovic (37030793),Nikola Jovic,37030793,PF/C/F/UTIL,3100,MIA@DET 12/16/2024 07:00PM ET,MIA,17.1
,,,,,,,,,,,,,C,Adama Sanogo (37030800),Adama Sanogo,37030800,C/UTIL,3100,CHI@TOR 12/16/2024 07:30PM ET,CHI,4.12
,,,,,,,,,,,,,SF,Jamison Battle (37030805),Jamison Battle,37030805,SF/F/UTIL,3100,CHI@TOR 12/16/2024 07:30PM ET,TOR,10.81
,,,,,,,,,,,,,SF/PF,Brice Sensabaugh (37030766),Brice Sensabaugh,37030766,SF/PF/F/UTIL,3100,UTA@LAC 12/16/2024 10:30PM ET,UTA,13.58
,,,,,,,,,,,,,PG,Isaiah Collier (37030802),Isaiah Collier,37030802,PG/G/UTIL,3100,UTA@LAC 12/16/2024 10:30PM ET,UTA,11.48
,,,,,,,,,,,,,C,Taj Gibson (37030816),Taj Gibson,37030816,C/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,CHA,8.41
,,,,,,,,,,,,,PG,Jared McCain (37030818),Jared McCain,37030818,PG/G/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,PHI,23.94
,,,,,,,,,,,,,SG/SF,Nick Smith Jr. (37030890),Nick Smith Jr.,37030890,SG/SF/F/G/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,CHA,6.25
,,,,,,,,,,,,,SG,Seth Curry (37030895),Seth Curry,37030895,SG/G/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,CHA,8.18
,,,,,,,,,,,,,C,Grant Williams (37030898),Grant Williams,37030898,C/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,CHA,24.09
,,,,,,,,,,,,,PF/C,Pete Nance (37030986),Pete Nance,37030986,PF/C/F/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,PHI,0
,,,,,,,,,,,,,SF,Justin Edwards (37030990),Justin Edwards,37030990,SF/F/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,PHI,4
,,,,,,,,,,,,,PG,Jeff Dowtin (37030993),Jeff Dowtin,37030993,PG/G/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,PHI,5.69
,,,,,,,,,,,,,C,Adem Bona (37030996),Adem Bona,37030996,C/UTIL,3000,PHI@CHA 12/16/2024 07:00PM ET,PHI,4.29
,,,,,,,,,,,,,C,Cole Swider (37030855),Cole Swider,37030855,C/UTIL,3000,MIA@DET 12/16/2024 07:00PM ET,DET,2
,,,,,,,,,,,,,PG/SG,Alondes Williams (37030857),Alondes Williams,37030857,PG/SG/G/UTIL,3000,MIA@DET 12/16/2024 07:00PM ET,DET,7
