Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Harrison Barnes,SF/PF,SAS,26.00,4300,19.27,0.00,6.97,20.10
Corey Kispert,SG/SF,WAS,20.00,4300,15.82,0.00,7.11,14.20
Keon Johnson,PG/SG,BKN,23.00,4200,18.84,0.60,7.63,18.70
Luke Kornet,C,BOS,5.00,4200,5.28,0.00,3.62,0.90
Georges Niang,SF/PF,CLE,22.00,4200,16.59,0.00,6.88,14.20
Brandin Podziemski,PG/SG,GSW,21.00,4200,18.35,0.00,8.17,12.60
Marcus Smart,PG/SG,MEM,23.00,4100,21.21,13.90,8.85,28.60
Day'Ron Sharpe,C,BKN,18.00,4100,20.32,0.00,11.04,16.20
Jalen Smith,C,CHI,14.00,4100,15.67,0.00,8.96,20.40
Zach Collins,C,SAS,0.00,4100,0.00,0.00,0.00,2.10
Dru Smith,PG,MIA,30.00,4100,21.46,4.40,6.30,27.80
Tristan da Silva,SF/PF,ORL,33.00,4100,26.15,0.60,6.83,20.70
AJ Green,PG/SG,MIL,23.00,4100,16.96,0.00,6.40,19.40
Brandon Clarke,PF/C,MEM,22.00,4000,22.47,1.10,10.33,20.00
Lonzo Ball,PG/SG,CHI,21.00,4000,20.68,0.00,9.07,18.70
Caleb Martin,SF/PF,PHI,16.00,4000,11.66,0.00,5.86,11.66
Isaac Okoro,SF/PF,CLE,0.00,4000,0.00,0.00,0.00,0.00
Duncan Robinson,SG,MIA,25.00,4000,21.27,0.60,8.28,21.90
Kentavious Caldwell-Pope,SG,ORL,33.00,4000,23.32,0.80,5.68,19.50
Miles McBride,PG/SG,NYK,22.00,4000,17.29,0.80,7.23,19.30
Vince Williams Jr.,PF,MEM,0.00,3900,0.00,0.00,0.00,0.00
Bojan Bogdanovic,SG,BKN,0.00,3900,0.00,0.00,0.00,0.00
Patrick Williams,PF,CHI,24.00,3900,19.92,0.00,7.76,16.90
KJ Martin,PF,PHI,29.00,3900,19.98,0.00,6.32,17.40
Kris Dunn,PG/SG,LAC,24.00,3900,19.67,3.40,7.62,21.90
Dalano Banton,PG/SG,POR,0.00,3900,0.00,0.00,0.00,8.50
Mitchell Robinson,C,NYK,0.00,3900,0.00,0.00,0.00,0.00
Jake LaRavia,SF/PF,MEM,19.00,3800,17.56,0.40,8.43,22.10
Neemias Queta,C,BOS,0.00,3800,0.00,0.00,0.00,2.80
Jaden Hardy,PG/SG,DAL,0.00,3800,0.00,0.00,0.00,0.00
Derrick Jones Jr.,PF,LAC,25.00,3800,18.94,0.60,7.14,19.70
Charles Bassey,C,SAS,10.00,3800,11.99,0.00,7.80,3.70
Jaime Jaquez Jr.,SF/PF,MIA,23.00,3800,20.81,53.20,9.12,29.50
Tim Hardaway Jr.,SG/SF,DET,25.00,3800,15.43,0.00,5.50,14.10
Kevon Looney,C,GSW,14.00,3800,15.07,0.80,8.62,25.30
Jaylen Wells,SG/SF,MEM,26.00,3700,19.94,6.60,7.20,21.80
Ricky Council IV,SG/SF,PHI,9.00,3700,7.79,0.00,4.96,8.50
Amir Coffey,SF/PF,LAC,25.00,3700,17.85,0.00,6.62,16.10
Cole Anthony,PG/SG,ORL,19.00,3700,21.69,0.00,11.07,16.40
Precious Achiuwa,PF/C,NYK,18.00,3700,16.06,0.20,7.91,17.80
Mason Plumlee,C,PHX,6.00,3700,5.84,0.00,3.95,6.30
Nickeil Alexander-Walker,SG/SF,MIN,22.00,3700,17.38,1.90,7.30,19.00
Zaccharie Risacher,SF,ATL,22.00,3600,19.96,0.40,8.71,22.40
Scotty Pippen Jr.,PG,MEM,24.00,3600,26.94,52.10,11.77,31.50
Matas Buzelis,SF/PF,CHI,13.00,3600,11.47,0.00,6.34,10.50
Dean Wade,SF/PF,CLE,21.00,3600,15.29,0.90,6.30,16.90
Kyle Lowry,PG/SG,PHI,11.00,3600,7.62,0.00,4.23,12.40
Haywood Highsmith,SF/PF,MIA,24.00,3600,15.87,0.20,5.84,16.10
Jeremiah Robinson-Earl,PF/C,NOP,0.00,3600,0.00,0.00,0.00,2.50
Kyshawn George,SF/PF,WAS,20.00,3600,14.97,0.00,6.52,14.20
Delon Wright,PG,MIL,16.00,3600,12.76,0.00,6.16,14.90
Gary Trent Jr.,SG/SF,MIL,23.00,3600,18.20,0.40,7.11,15.80
Isaiah Stewart,C,DET,0.00,3600,0.00,0.00,0.00,0.00
Ryan Dunn,PF,PHX,19.00,3600,14.50,0.00,6.56,12.90
Donte DiVincenzo,PG/SG,MIN,22.00,3600,18.90,6.50,7.91,18.30
Tyrese Martin,SG/SF,BKN,18.00,3500,14.35,0.00,6.77,14.00
Sam Merrill,SG,CLE,22.00,3500,15.84,0.00,6.42,11.50
Bones Hyland,PG,LAC,0.00,3500,0.00,0.00,0.00,0.00
Jonathan Isaac,PF/C,ORL,18.00,3500,19.25,0.00,9.66,16.90
Paul Reed,C,DET,17.00,3500,18.24,0.00,9.74,16.10
Lindy Waters III,SG/SF,GSW,14.00,3500,10.32,0.00,5.32,8.30
Kyle Filipowski,PF/C,UTA,0.00,3400,0.00,0.00,0.00,0.00
Drew Peterson,PF,BOS,0.00,3400,0.00,0.00,0.00,0.00
Ty Jerome,PG,CLE,16.00,3400,16.09,0.00,8.77,14.70
Terance Mann,SG/SF,LAC,0.00,3400,0.00,0.00,0.00,0.00
Gary Harris,SG/SF,ORL,0.00,3400,0.00,0.00,0.00,0.00
Jared Butler,PG,WAS,0.00,3400,0.00,0.00,0.00,0.00
Taurean Prince,SF/PF,MIL,25.00,3400,18.00,2.70,6.31,19.10
Trayce Jackson-Davis,C,GSW,20.00,3400,21.18,0.00,10.48,12.30
Maxi Kleber,PF/C,DAL,11.00,3300,6.25,0.00,3.33,6.30
Jabari Walker,PF/C,POR,0.00,3300,0.00,0.00,0.00,0.00
Javonte Green,SF/PF,NOP,11.00,3300,7.96,0.00,4.49,10.00
Marvin Bagley III,C,WAS,0.00,3300,0.00,0.00,0.00,7.50
Andre Jackson Jr.,SG/SF,MIL,24.00,3300,17.98,0.20,6.62,17.40
Oso Ighodaro,PF/C,PHX,6.00,3300,4.54,0.00,2.92,4.40
Simone Fontecchio,PF,DET,17.00,3300,11.84,0.00,5.65,11.40
Luke Kennard,SG/SF,MEM,19.00,3200,15.11,0.00,6.87,13.70
Vit Krejci,PG/SG,ATL,26.00,3200,18.54,0.00,6.29,12.80
Jordan Walsh,SG/SF,BOS,6.00,3200,4.39,0.00,2.69,3.30
Kevin Love,C,MIA,0.00,3200,0.00,0.00,0.00,0.00
Daniel Theis,C,NOP,0.00,3200,0.00,0.00,0.00,0.00
Johnny Davis,SG/SF,WAS,0.00,3200,0.00,0.00,0.00,0.00
Monte Morris,PG,PHX,15.00,3200,13.19,0.00,7.00,13.40
Ronald Holland II,SF,DET,12.00,3200,9.10,0.00,5.15,10.90
Josh Minott,SF,MIN,0.00,3200,0.00,0.00,0.00,0.00
Kyle Anderson,SF/PF,GSW,22.00,3200,20.39,0.00,8.93,5.00
Cam Spencer,SG,MEM,0.00,3100,0.00,0.00,0.00,0.00
Brice Sensabaugh,SF/PF,UTA,16.00,3100,13.59,0.00,6.92,12.70
Julian Phillips,PF,CHI,12.00,3100,8.46,0.00,4.60,8.20
Eric Gordon,SG/SF,PHI,20.00,3100,12.82,0.00,5.47,12.10
Tristan Thompson,C,CLE,0.00,3100,0.00,0.00,0.00,0.00
Nicolas Batum,PF/C,LAC,23.00,3100,14.81,0.00,5.54,15.30
Mo Bamba,C,LAC,15.00,3100,15.67,0.20,8.54,15.30
Olivier-Maxence Prosper,SF/PF,DAL,10.00,3100,8.18,0.00,4.84,8.18
Nikola Jovic,PF/C,MIA,24.00,3100,21.75,5.90,8.94,16.90
Cameron Payne,PG/SG,NYK,15.00,3100,13.20,0.20,6.94,15.40
Marcus Sasser,PG,DET,0.00,3100,0.00,0.00,0.00,2.50
Gary Payton II,SF,GSW,10.00,3100,8.70,0.00,5.23,7.10
Garrison Mathews,SG/SF,ATL,0.00,3000,0.00,0.00,0.00,8.50
Keaton Wallace,PG,ATL,10.00,3000,8.86,0.00,5.21,6.90
Mouhamed Gueye,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Dominick Barlow,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
David Roddy,PF,ATL,0.00,3000,0.00,0.00,0.00,0.00
Kobe Bufkin,PG,ATL,0.00,3000,0.00,0.00,0.00,0.00
Cody Zeller,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Yuki Kawamura,PG,MEM,0.00,3000,0.00,0.00,0.00,0.00
Colin Castleton,C,MEM,0.00,3000,0.00,0.00,0.00,0.00
John Konchar,SG/SF,MEM,0.00,3000,0.00,0.00,0.00,0.00
Jay Huff,C,MEM,0.00,3000,0.00,0.00,0.00,0.00
Gregory Jackson,PF,MEM,0.00,3000,0.00,0.00,0.00,0.00
Johnny Juzang,SG/SF,UTA,14.00,3000,10.25,0.00,5.31,11.00
Dariq Whitehead,SG,BKN,0.00,3000,0.00,0.00,0.00,0.00
Jaylen Martin,SF,BKN,0.00,3000,0.00,0.00,0.00,0.00
Reece Beekman,PG,BKN,6.00,3000,4.33,0.00,2.76,4.33
De'Anthony Melton,PG,BKN,0.00,3000,0.00,0.00,0.00,0.00
Oscar Tshiebwe,C,UTA,0.00,3000,0.00,0.00,0.00,0.00
Cody Williams,SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Patty Mills,PG,UTA,5.00,3000,3.25,0.00,2.04,3.30
Isaiah Collier,PG,UTA,15.00,3000,11.24,8.90,5.72,15.60
Drew Eubanks,C,UTA,12.00,3000,11.21,0.00,6.60,7.90
Micah Potter,PF/C,UTA,0.00,3000,0.00,0.00,0.00,5.20
David Jones Garcia,SG/SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Svi Mykhailiuk,SG/SF,UTA,24.00,3000,19.14,0.00,7.33,2.40
Taylor Hendricks,PF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Jevon Carter,PG/SG,CHI,0.00,3000,0.00,0.00,0.00,1.70
DJ Steward,PG,CHI,0.00,3000,0.00,0.00,0.00,0.00
Chris Duarte,SG,CHI,0.00,3000,0.00,0.00,0.00,0.00
Adama Sanogo,C,CHI,0.00,3000,0.00,0.00,0.00,0.00
Torrey Craig,PF,CHI,0.00,3000,0.00,0.00,0.00,0.00
E.J. Liddell,C,CHI,0.00,3000,0.00,0.00,0.00,0.00
Dalen Terry,SF,CHI,0.00,3000,0.00,0.00,0.00,3.40
Baylor Scheierman,SG/SF,BOS,0.00,3000,0.00,0.00,0.00,0.00
Anton Watson,SF,BOS,0.00,3000,0.00,0.00,0.00,0.00
JD Davison,PG,BOS,0.00,3000,0.00,0.00,0.00,0.00
Jaden Springer,SG/SF,BOS,6.00,3000,5.73,0.00,3.77,12.20
Xavier Tillman,PF/C,BOS,0.00,3000,0.00,0.00,0.00,0.00
Pete Nance,PF/C,PHI,0.00,3000,0.00,0.00,0.00,0.00
Reggie Jackson,PG,PHI,0.00,3000,0.00,0.00,0.00,1.80
JT Thor,PF,CLE,0.00,3000,0.00,0.00,0.00,0.00
Emoni Bates,PG,CLE,0.00,3000,0.00,0.00,0.00,0.00
Craig Porter Jr.,PG,CLE,0.00,3000,0.00,0.00,0.00,0.00
Jaylon Tyson,SG/SF,CLE,7.00,3000,4.89,0.00,3.03,4.89
Luke Travers,SF,CLE,0.00,3000,0.00,0.00,0.00,0.00
Justin Edwards,SF,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jeff Dowtin,PG,PHI,0.00,3000,0.00,0.00,0.00,1.10
Adem Bona,C,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jared McCain,PG,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jordan Miller,SG/SF,LAC,0.00,3000,0.00,0.00,0.00,1.80
Markieff Morris,PF/C,DAL,0.00,3000,0.00,0.00,0.00,0.00
Jazian Gortman,PG,DAL,0.00,3000,0.00,0.00,0.00,0.00
Dwight Powell,C,DAL,0.00,3000,0.00,0.00,0.00,0.00
Kessler Edwards,SG/SF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Brandon Williams,PG,DAL,0.00,3000,0.00,0.00,0.00,0.00
Dante Exum,SF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Cam Christie,SG,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kai Jones,PF/C,LAC,3.00,3000,2.38,0.00,1.64,2.38
Trentyn Flowers,SG,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kobe Brown,PF/C,LAC,0.00,3000,0.00,0.00,0.00,0.00
P.J. Tucker,PF,LAC,0.00,3000,0.00,0.00,0.00,0.00
Blake Wesley,PG/SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Riley Minix,PF,SAS,0.00,3000,0.00,0.00,0.00,0.00
Harrison Ingram,PF,SAS,0.00,3000,0.00,0.00,0.00,0.00
Sidy Cissoko,SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
David Duke Jr.,SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Sandro Mamukelashvili,PF/C,SAS,0.00,3000,0.00,0.00,0.00,0.00
Malaki Branham,PG/SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Tre Jones,PG,SAS,9.00,3000,7.94,0.00,4.87,10.90
Rayan Rupert,SG/SF,POR,0.00,3000,0.00,0.00,0.00,0.00
Kris Murray,SF,POR,0.00,3000,0.00,0.00,0.00,0.00
Justin Minaya,PF,POR,0.00,3000,0.00,0.00,0.00,0.00
Duop Reath,C,POR,0.00,3000,0.00,0.00,0.00,0.00
Bryce McGowens,SG,POR,0.00,3000,0.00,0.00,0.00,0.00
Taze Moore,SG,POR,0.00,3000,0.00,0.00,0.00,0.00
Matisse Thybulle,PF,POR,0.00,3000,0.00,0.00,0.00,0.00
Josh Richardson,PG/SG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Jett Howard,SF/PF,ORL,14.00,3000,10.52,0.00,5.44,11.70
Caleb Houstan,SF/PF,ORL,8.00,3000,5.01,0.00,2.93,5.01
Cory Joseph,PG,ORL,8.00,3000,6.21,0.00,3.74,9.00
Mac McClung,PG,ORL,0.00,3000,0.00,0.00,0.00,0.00
Trevelin Queen,PG,ORL,0.00,3000,0.00,0.00,0.00,0.00
Keshad Johnson,SF,MIA,0.00,3000,0.00,0.00,0.00,0.00
Alec Burks,PG/SG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Josh Christopher,PG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Kel'el Ware,C,MIA,9.00,3000,8.09,0.00,5.05,5.20
Pelle Larsson,SF,MIA,8.00,3000,5.69,0.00,3.49,5.40
Jericho Sims,C,NYK,0.00,3000,0.00,0.00,0.00,0.00
Trey Jemison,C,NOP,12.00,3000,9.86,0.00,5.59,1.60
Antonio Reeves,SG/SF,NOP,0.00,3000,0.00,0.00,0.00,0.00
Jamal Cain,SF,NOP,0.00,3000,0.00,0.00,0.00,0.00
Karlo Matkovic,PF/C,NOP,0.00,3000,0.00,0.00,0.00,0.00
Boo Buie,PG,NYK,0.00,3000,0.00,0.00,0.00,0.00
Matt Ryan,SG/SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Pacome Dadiet,SG/SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Jacob Toppin,SF/PF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Tyler Kolek,PG,NYK,0.00,3000,0.00,0.00,0.00,0.00
Ariel Hukporti,C,NYK,0.00,3000,0.00,0.00,0.00,0.00
Kevin McCullar Jr.,SF,NYK,0.00,3000,0.00,0.00,0.00,0.00
Stanley Umude,SG,MIL,0.00,3000,0.00,0.00,0.00,0.00
Chris Livingston,SF,MIL,0.00,3000,0.00,0.00,0.00,0.00
