Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Ricky Council IV,SG/SF,PHI,10.00,3900,7.52,0.00,4.60,7.00
Haywood Highsmith,SF/PF,MIA,17.00,3800,11.03,0.60,5.10,13.90
Kyle Lowry,PG/SG,PHI,13.00,3800,8.87,0.40,4.71,12.10
Dean Wade,SF/PF,CLE,18.00,3700,12.57,12.50,5.66,17.90
Gary Trent Jr.,SG/SF,MIL,23.00,3600,15.55,7.80,6.05,14.80
Sam Merrill,SG,CLE,18.00,3600,12.66,0.00,5.81,11.60
AJ Green,PG/SG,MIL,28.00,3600,17.97,12.90,5.55,18.10
Ty Jerome,PG,CLE,12.00,3500,11.50,0.20,6.87,14.90
Taurean Prince,SF/PF,MIL,22.00,3500,13.60,6.60,5.34,15.10
Isaiah Joe,SG/SF,OKC,19.00,3400,14.60,7.60,6.62,13.80
Isaiah Wong,PG,CHA,14.00,3400,12.36,1.50,6.85,8.80
Andre Jackson Jr.,SG/SF,MIL,20.00,3300,13.02,14.30,5.53,14.30
Kevin Love,C,MIA,9.00,3300,11.01,0.60,7.36,15.30
Kenrich Williams,PF/C,OKC,14.00,3200,11.59,0.90,6.18,13.90
Eric Gordon,SG/SF,PHI,17.00,3200,9.71,0.20,4.51,9.00
Moussa Diabate,C,CHA,18.00,3200,15.23,9.10,7.21,17.20
Aaron Wiggins,SF/PF,OKC,19.00,3100,16.02,32.10,7.57,15.80
Nikola Jovic,PF/C,MIA,10.00,3100,8.97,0.00,5.44,8.30
Ajay Mitchell,PG,OKC,10.00,3100,7.26,0.20,4.29,9.00
DaQuan Jeffries,PF,CHA,7.00,3100,5.62,0.00,3.56,7.80
Tristan Thompson,C,CLE,0.00,3000,0.00,0.00,0.00,0.00
JT Thor,PF,CLE,0.00,3000,0.00,0.00,0.00,0.00
Emoni Bates,PG,CLE,0.00,3000,0.00,0.00,0.00,0.00
Jaylon Tyson,SG/SF,CLE,0.00,3000,0.00,0.00,0.00,0.00
Craig Porter Jr.,PG,CLE,0.00,3000,0.00,0.00,0.00,0.00
Luke Travers,SF,CLE,0.00,3000,0.00,0.00,0.00,0.00
Stanley Umude,SG,MIL,0.00,3000,0.00,0.00,0.00,0.00
Delon Wright,PG,MIL,18.00,3000,12.81,20.30,5.84,12.70
Pat Connaughton,SF/PF,MIL,0.00,3000,0.00,0.00,0.00,5.20
Ryan Rollins,PG,MIL,10.00,3000,9.51,0.00,5.90,9.51
AJ Johnson,SG,MIL,0.00,3000,0.00,0.00,0.00,0.00
Tyler Smith,PF,MIL,0.00,3000,0.00,0.00,0.00,0.00
Chris Livingston,SF,MIL,0.00,3000,0.00,0.00,0.00,0.00
Marjon Beauchamp,PG/SF,MIL,0.00,3000,0.00,0.00,0.00,0.00
Liam Robbins,C,MIL,0.00,3000,0.00,0.00,0.00,0.00
Branden Carlson,C,OKC,0.00,3000,0.00,0.00,0.00,0.00
Keshad Johnson,SF,MIA,0.00,3000,0.00,0.00,0.00,0.00
Alec Burks,PG/SG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Josh Christopher,PG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Kel'el Ware,C,MIA,0.00,3000,0.00,0.00,0.00,0.00
Josh Richardson,PG/SG,MIA,0.00,3000,0.00,0.00,0.00,0.00
Pelle Larsson,SF,MIA,15.00,3000,10.36,0.20,5.28,8.40
Dillon Jones,PF,OKC,0.00,3000,0.00,0.00,0.00,0.00
Ousmane Dieng,C,OKC,0.00,3000,0.00,0.00,0.00,0.00
Adam Flagler,PG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Alex Ducas,SF,OKC,0.00,3000,0.00,0.00,0.00,0.00
Nikola Topic,PG,OKC,0.00,3000,0.00,0.00,0.00,0.00
Jaylin Williams,C,OKC,0.00,3000,0.00,0.00,0.00,0.00
KJ Simpson,PG,CHA,0.00,3000,0.00,0.00,0.00,0.00
Reggie Jackson,PG,PHI,0.00,3000,0.00,0.00,0.00,0.00
Pete Nance,PF/C,PHI,0.00,3000,0.00,0.00,0.00,0.00
Justin Edwards,SF,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jeff Dowtin,PG,PHI,0.00,3000,0.00,0.00,0.00,0.00
Jared McCain,PG,PHI,0.00,3000,0.00,0.00,0.00,0.00
Adem Bona,C,PHI,0.00,3000,0.00,0.00,0.00,0.00
Taj Gibson,C,CHA,0.00,3000,0.00,0.00,0.00,3.10
Nick Smith Jr.,SG/SF,CHA,0.00,3000,0.00,0.00,0.00,0.00
Seth Curry,SG,CHA,25.00,3000,18.61,44.50,6.83,16.90
Grant Williams,C,CHA,0.00,3000,0.00,0.00,0.00,0.00
