Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
CJ McCollum,PG/SG,NOP,34.00,7000,36.43,6.48,10.57,35.30
Bobby Portis,PF/C,MIL,32.00,7000,45.35,33.98,15.41,37.50
Desmond Bane,SG/SF,MEM,29.00,6900,33.23,4.79,11.99,33.30
Fred VanVleet,PG,HOU,37.00,6900,37.17,11.63,8.77,36.50
Josh Giddey,PG,CHI,0.00,6800,0.00,0.07,0.00,0.00
Miles Bridges,PF,CHA,31.00,6800,35.20,5.81,11.94,30.20
Dyson Daniels,PG/SG,ATL,33.00,6700,30.54,3.77,8.29,32.50
Cam Thomas,SG/SF,BKN,0.00,6700,0.00,0.07,0.00,0.00
Trey Murphy III,SG/SF,NOP,36.00,6600,35.24,10.14,8.75,31.10
Goga Bitadze,C,ORL,27.00,6500,33.64,5.38,13.65,30.60
Khris Middleton,SG/SF,MIL,24.00,6500,30.78,3.80,13.83,28.30
Ayo Dosunmu,PG/SG,CHI,0.00,6400,0.00,0.06,0.00,0.00
Kyle Kuzma,PF,WAS,0.00,6400,0.00,0.06,0.00,0.00
Immanuel Quickley,PG,TOR,0.00,6400,0.00,0.06,0.00,0.00
Bilal Coulibaly,SF,WAS,34.00,6300,33.02,5.30,8.65,29.20
Myles Turner,C,IND,34.00,6300,35.84,18.26,10.14,32.60
Jalen Green,SG,HOU,34.00,6300,32.92,5.28,9.51,31.90
Coby White,PG/SG,CHI,34.00,6200,33.31,10.18,8.97,33.50
De'Andre Hunter,SF/PF,ATL,30.00,6100,30.33,5.15,10.37,29.40
Bennedict Mathurin,SG/SF,IND,33.00,6100,27.63,2.92,7.93,28.90
Amen Thompson,SG/SF,HOU,36.00,6000,36.90,30.16,9.67,34.40
Yves Missi,C,NOP,32.00,5900,30.55,6.02,9.35,29.80
Ben Simmons,PG,BKN,31.00,5900,28.71,3.30,9.07,32.00
Gradey Dick,SG,TOR,32.00,5800,29.01,3.90,8.64,26.20
Jabari Smith Jr.,PF/C,HOU,34.00,5800,29.15,5.94,7.66,29.20
Jose Alvarado,PG,NOP,0.00,5700,0.00,0.06,0.00,0.00
Brook Lopez,C,MIL,32.00,5700,28.37,3.68,7.81,28.80
Nic Claxton,C,BKN,28.00,5600,29.97,8.12,11.61,27.90
Jonas Valanciunas,C,WAS,16.00,5500,23.40,2.12,14.09,24.00
Herbert Jones,SF/PF,NOP,34.00,5500,26.67,2.65,6.65,18.00
Alexandre Sarr,PF/C,WAS,29.00,5400,30.37,14.64,10.25,27.90
Malcolm Brogdon,PG/SG,WAS,24.00,5300,27.95,4.28,12.22,26.40
Wendell Carter Jr.,PF/C,ORL,27.00,5300,26.45,2.83,9.81,26.10
Clint Capela,C,ATL,24.00,5200,28.58,11.16,12.64,29.00
Justin Champagnie,SF/PF,WAS,25.00,5200,23.47,1.74,8.97,21.50
Carlton Carrington,PG/SG,WAS,31.00,5200,25.19,2.09,7.05,23.00
Ziaire Williams,SG/SF,BKN,0.00,5200,0.00,0.05,0.00,0.00
Cody Martin,SG/SF,CHA,24.00,5100,19.93,2.38,7.73,18.60
Santi Aldama,PF,MEM,28.00,5100,29.55,22.13,10.65,23.00
Zach Edey,C,MEM,27.00,5100,28.12,12.45,10.71,28.80
Andrew Nembhard,PG/SG,IND,33.00,5100,26.46,4.56,7.37,23.80
Larry Nance Jr.,PF/C,ATL,23.00,5000,23.13,1.95,9.64,24.40
T.J. McConnell,PG,IND,20.00,5000,22.60,2.05,11.78,24.00
Dillon Brooks,SG/SF,HOU,0.00,5000,0.00,0.05,0.00,0.00
Saddiq Bey,SF,WAS,0.00,4900,0.00,0.05,0.00,0.00
Mark Williams,C,CHA,21.00,4900,26.64,9.89,13.59,23.50
Terry Rozier,PG/SG,MIA,28.00,4900,23.55,2.28,8.37,23.10
Dorian Finney-Smith,PF,BKN,0.00,4900,0.00,0.05,0.00,0.00
Bogdan Bogdanovic,SG/SF,ATL,0.00,4800,0.00,0.05,0.00,0.00
Kelly Olynyk,C,TOR,24.00,4800,26.49,11.30,11.41,23.60
Scotty Pippen Jr.,PG,MEM,17.00,4800,19.13,1.76,10.23,20.80
Tari Eason,SF/PF,HOU,0.00,4800,0.00,0.05,0.00,0.00
Nick Richards,C,CHA,16.00,4700,17.20,3.08,9.59,16.90
Ochai Agbaji,PF,TOR,31.00,4700,22.16,2.71,6.23,19.90
Anthony Black,PG,ORL,23.00,4700,20.78,1.86,8.77,19.30
Obi Toppin,PF/C,IND,18.00,4600,17.15,2.65,8.67,19.50
Cole Anthony,PG/SG,ORL,14.00,4600,17.31,2.82,10.47,16.40
Josh Green,SF/PF,CHA,27.00,4500,16.64,2.54,5.34,15.80
Jonathan Mogbo,PF/C,TOR,17.00,4500,15.34,1.92,7.75,22.50
Ryan Rollins,PG,MIL,26.00,4500,25.17,8.76,9.42,29.90
Bruce Brown,SG/SF,TOR,0.00,4400,0.00,0.04,0.00,0.00
Luguentz Dort,SG/SF,OKC,32.00,4400,22.63,5.34,6.03,20.10
Jordan Hawkins,PG/SG,NOP,25.00,4400,20.43,2.45,7.82,15.10
Noah Clowney,PF/C,BKN,33.00,4400,28.35,32.41,7.69,15.10
Jalen Wilson,SF,BKN,30.00,4400,22.22,3.91,6.86,18.10
Onyeka Okongwu,C,ATL,0.00,4300,0.00,0.04,0.00,0.00
Ja'Kobe Walter,SG/SF,TOR,0.00,4300,0.00,0.04,0.00,0.00
Cason Wallace,PG/SG,OKC,28.00,4300,19.83,2.49,6.36,19.20
Kentavious Caldwell-Pope,SG/SF,ORL,31.00,4300,21.92,4.20,5.99,19.50
Duncan Robinson,SG,MIA,28.00,4300,22.43,2.48,7.71,21.10
Tristan da Silva,SF/PF,ORL,29.00,4300,22.02,4.19,6.92,18.70
Trendon Watford,PF,BKN,0.00,4300,0.00,0.04,0.00,0.00
Jake LaRavia,SF/PF,MEM,22.00,4200,20.29,2.55,8.78,19.90
Bruno Fernando,C,TOR,0.00,4200,0.00,0.04,0.00,0.00
Dru Smith,PG,MIA,0.00,4200,0.00,0.04,0.00,0.00
Brandon Boston Jr.,PG/SF,NOP,13.00,4200,11.31,3.09,6.41,17.90
Gary Trent Jr.,SG/SF,MIL,27.00,4200,21.95,2.98,7.46,16.30
AJ Green,PG/SG,MIL,27.00,4200,19.49,2.60,6.32,17.70
Patrick Williams,PF,CHI,25.00,4100,22.25,4.47,8.44,19.10
Tre Mann,PG,CHA,0.00,4100,0.00,0.04,0.00,0.00
Tidjane Salaun,PF,CHA,22.00,4100,17.21,2.27,7.03,12.20
Marcus Smart,PG/SG,MEM,0.00,4100,0.00,0.04,0.00,0.00
Jaime Jaquez Jr.,SF/PF,MIA,25.00,4100,20.93,2.88,8.46,24.00
Garrison Mathews,SG/SF,ATL,21.00,4000,15.40,2.31,6.39,15.40
Vasilije Micic,PG,CHA,15.00,4000,13.76,2.65,7.33,10.40
Corey Kispert,SG/SF,WAS,26.00,4000,22.67,4.88,8.22,15.20
Chris Boucher,PF,TOR,18.00,4000,20.41,2.76,10.68,16.30
Jaylen Wells,SG/SF,MEM,27.00,4000,20.36,4.15,7.03,19.90
Alex Caruso,SG/SF,OKC,0.00,4000,0.00,0.04,0.00,0.00
Cam Whitmore,SF/PF,HOU,21.00,4000,21.97,8.38,10.63,10.40
Keon Johnson,PG/SG,BKN,27.00,4000,21.75,4.90,7.66,20.20
Lonzo Ball,PG/SG,CHI,0.00,3900,0.00,0.04,0.00,0.00
Jalen Smith,C,CHI,16.00,3900,18.90,0.77,10.41,20.20
Vince Williams Jr.,PF,MEM,0.00,3900,0.00,0.04,0.00,0.00
Aaron Nesmith,SF/PF,IND,0.00,3900,0.00,0.04,0.00,0.00
Kyshawn George,SF/PF,WAS,21.00,3800,16.83,1.80,7.04,18.40
Ben Sheppard,SG/SF,IND,13.00,3800,7.82,2.77,4.02,10.30
Nikola Jovic,PF/C,MIA,22.00,3800,18.39,3.01,8.00,19.90
Shake Milton,PG/SG,BKN,21.00,3800,16.43,1.93,7.36,16.20
Bojan Bogdanovic,SG,BKN,0.00,3800,0.00,0.04,0.00,0.00
Talen Horton-Tucker,SF,CHI,20.00,3700,20.45,7.38,9.76,27.10
Jamal Shead,PG,TOR,0.00,3700,0.00,0.04,0.00,0.00
Tyrese Martin,SG/SF,BKN,21.00,3700,16.44,1.89,7.09,20.40
Day'Ron Sharpe,C,BKN,15.00,3700,16.22,2.48,9.50,16.20
Trevelin Queen,SG,ORL,26.00,3600,19.65,2.95,6.91,4.80
Jonathan Isaac,PF/C,ORL,18.00,3600,19.44,3.68,9.76,17.90
Taurean Prince,SF/PF,MIL,24.00,3600,16.77,1.58,6.14,14.60
Andre Jackson Jr.,SG/SF,MIL,20.00,3600,14.44,2.66,6.10,15.80
Delon Wright,PG,MIL,20.00,3600,15.64,1.86,6.70,11.70
Zaccharie Risacher,SF,ATL,19.00,3500,16.15,1.32,7.60,19.90
Marvin Bagley III,C,WAS,0.00,3500,0.00,0.04,0.00,0.00
Davion Mitchell,PG/SG,TOR,20.00,3500,14.58,3.11,6.31,7.50
Brandon Clarke,PF/C,MEM,16.00,3500,15.94,1.60,8.64,18.90
Ajay Mitchell,PG,OKC,17.00,3500,12.81,2.55,6.34,15.00
Matas Buzelis,SF/PF,CHI,0.00,3400,0.00,0.03,0.00,0.00
Moussa Diabate,C,CHA,0.00,3400,0.00,0.03,0.00,10.80
Isaiah Joe,SG/SF,OKC,20.00,3400,15.35,2.12,6.80,15.80
Gary Harris,SG/SF,ORL,0.00,3400,0.00,0.03,0.00,0.00
Isaiah Wong,PG/SG,CHA,15.00,3300,14.35,1.82,7.83,2.40
Luke Kennard,SG/SF,MEM,16.00,3300,11.93,2.67,5.81,13.00
Jarace Walker,SF/PF,IND,10.00,3300,7.91,2.31,4.61,10.60
Kenrich Williams,PF/C,OKC,14.00,3300,12.29,2.43,6.67,13.30
Vit Krejci,PG/SG,ATL,16.00,3200,10.60,2.26,5.03,11.40
Julian Phillips,PF,CHI,22.00,3200,16.21,2.53,6.57,19.70
John Konchar,SG/SF,MEM,0.00,3200,0.00,0.03,0.00,2.80
Haywood Highsmith,SF/PF,MIA,25.00,3200,15.65,2.90,5.52,12.80
Alec Burks,PG/SG,MIA,9.00,3200,6.84,2.83,4.16,9.10
Javonte Green,SF/PF,NOP,11.00,3200,7.84,2.40,4.40,10.40
Steven Adams,C,HOU,10.00,3200,9.18,2.68,5.62,6.00
Dalen Terry,SF,CHI,26.00,3100,20.00,8.73,7.12,16.00
DaQuan Jeffries,PF,CHA,0.00,3100,0.00,0.03,0.00,2.70
Aaron Wiggins,SF/PF,OKC,18.00,3100,15.11,1.09,7.38,14.50
Kel'el Ware,C,MIA,13.00,3100,12.09,2.35,6.90,8.60
Reed Sheppard,PG/SG,HOU,15.00,3100,11.03,2.67,5.59,11.50
Keaton Wallace,PG,ATL,0.00,3000,0.00,0.03,0.00,0.00
David Roddy,PF,ATL,0.00,3000,0.00,0.03,0.00,0.00
Mouhamed Gueye,C,ATL,0.00,3000,0.00,0.03,0.00,0.00
Dominick Barlow,C,ATL,0.00,3000,0.00,0.03,0.00,0.00
Kobe Bufkin,PG,ATL,0.00,3000,0.00,0.03,0.00,0.00
Cody Zeller,C,ATL,0.00,3000,0.00,0.03,0.00,0.00
Jevon Carter,PG/SG,CHI,15.00,3000,12.67,2.14,6.49,9.10
DJ Steward,PG,CHI,0.00,3000,0.00,0.03,0.00,0.00
Chris Duarte,SG,CHI,14.00,3000,12.39,2.29,6.69,9.90
Adama Sanogo,C,CHI,0.00,3000,0.00,0.03,0.00,0.00
E.J. Liddell,C,CHI,0.00,3000,0.00,0.03,0.00,0.00
Torrey Craig,PF,CHI,0.00,3000,0.00,0.03,0.00,8.60
Jared Butler,PG,WAS,0.00,3000,0.00,0.03,0.00,0.00
Johnny Davis,SG/SF,WAS,0.00,3000,0.00,0.03,0.00,0.00
Anthony Gill,C,WAS,0.00,3000,0.00,0.03,0.00,1.70
Patrick Baldwin Jr.,PF,WAS,0.00,3000,0.00,0.03,0.00,5.50
Richaun Holmes,C,WAS,0.00,3000,0.00,0.03,0.00,1.90
Tristan Vukcevic,C,WAS,0.00,3000,0.00,0.03,0.00,0.00
Taj Gibson,C,CHA,0.00,3000,0.00,0.03,0.00,1.60
KJ Simpson,PG,CHA,0.00,3000,0.00,0.03,0.00,0.00
Nick Smith Jr.,SG/SF,CHA,0.00,3000,0.00,0.03,0.00,0.00
Seth Curry,SG,CHA,0.00,3000,0.00,0.03,0.00,2.60
Grant Williams,C,CHA,0.00,3000,0.00,0.03,0.00,0.00
Jay Huff,C,MEM,0.00,3000,0.00,0.03,0.00,0.00
Yuki Kawamura,PG,MEM,0.00,3000,0.00,0.03,0.00,0.00
Colin Castleton,C,MEM,0.00,3000,0.00,0.03,0.00,0.00
Cam Spencer,SG,MEM,0.00,3000,0.00,0.03,0.00,0.00
Gregory Jackson,PF,MEM,0.00,3000,0.00,0.03,0.00,0.00
Garrett Temple,SG,TOR,0.00,3000,0.00,0.03,0.00,0.00
Ulrich Chomche,C,TOR,0.00,3000,0.00,0.03,0.00,0.00
Jamison Battle,SF,TOR,23.00,3000,17.97,3.78,7.09,13.10
AJ Lawson,PG,TOR,5.00,3000,4.06,2.50,2.68,4.06
James Johnson,PF/C,IND,0.00,3000,0.00,0.03,0.00,0.00
Quenton Jackson,PG/SG,IND,0.00,3000,0.00,0.03,0.00,0.00
Tristen Newton,PG,IND,0.00,3000,0.00,0.03,0.00,0.00
Thomas Bryant,C,IND,10.00,3000,10.17,3.13,6.36,7.30
Enrique Freeman,PF/C,IND,0.00,3000,0.00,0.03,0.00,0.00
Johnny Furphy,SG/SF,IND,0.00,3000,0.00,0.03,0.00,0.00
Isaiah Jackson,C,IND,0.00,3000,0.00,0.03,0.00,0.00
James Wiseman,C,IND,0.00,3000,0.00,0.03,0.00,0.00
Dillon Jones,PF,OKC,0.00,3000,0.00,0.03,0.00,1.50
Ousmane Dieng,PF/C,OKC,0.00,3000,0.00,0.03,0.00,1.80
Branden Carlson,C,OKC,0.00,3000,0.00,0.03,0.00,0.00
Jaylin Williams,C,OKC,10.00,3000,9.68,3.10,5.88,9.60
Adam Flagler,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Alex Ducas,SG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Nikola Topic,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Moritz Wagner,C,ORL,0.00,3000,0.00,0.03,0.00,0.00
Cory Joseph,PG,ORL,0.00,3000,0.00,0.03,0.00,7.80
Jett Howard,SF/PF,ORL,12.00,3000,9.68,2.84,5.38,8.80
Caleb Houstan,SF/PF,ORL,0.00,3000,0.00,0.03,0.00,3.60
Mac McClung,PG,ORL,0.00,3000,0.00,0.03,0.00,0.00
Keshad Johnson,SF,MIA,0.00,3000,0.00,0.03,0.00,0.00
Josh Christopher,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Pelle Larsson,SF,MIA,18.00,3000,11.72,2.52,5.49,12.20
Kevin Love,C,MIA,0.00,3000,0.00,0.03,0.00,5.90
Josh Richardson,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Jeremiah Robinson-Earl,PF/C,NOP,8.00,3000,6.79,2.51,4.26,5.20
Trey Jemison,C,NOP,0.00,3000,0.00,0.03,0.00,2.40
Aaron Holiday,PG,HOU,0.00,3000,0.00,0.03,0.00,2.50
Daniel Theis,C,NOP,12.00,3000,9.87,3.12,5.53,9.80
Antonio Reeves,SG/SF,NOP,0.00,3000,0.00,0.03,0.00,0.00
Jamal Cain,SF,NOP,0.00,3000,0.00,0.03,0.00,0.70
Karlo Matkovic,PF/C,NOP,0.00,3000,0.00,0.03,0.00,0.00
Nate Williams,PG/SF,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jack McVeigh,SG,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jeff Green,PF/C,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jock Landale,C,HOU,5.00,3000,4.41,2.87,3.03,6.60
N'Faly Dante,C,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jae'Sean Tate,PF,HOU,14.00,3000,10.56,2.97,5.63,10.50
Stanley Umude,SG,MIL,3.00,3000,2.41,2.31,1.65,2.41
Pat Connaughton,SF/PF,MIL,0.00,3000,0.00,0.03,0.00,0.00
Tyler Smith,PF,MIL,0.00,3000,0.00,0.03,0.00,0.00
Marjon Beauchamp,PG/SF,MIL,5.00,3000,4.33,2.92,2.90,4.33
Liam Robbins,C,MIL,0.00,3000,0.00,0.03,0.00,0.00
AJ Johnson,SG,MIL,0.00,3000,0.00,0.03,0.00,0.00
Chris Livingston,SF,MIL,0.00,3000,0.00,0.03,0.00,0.00
Dariq Whitehead,SG,BKN,0.00,3000,0.00,0.03,0.00,2.40
Reece Beekman,PG,BKN,0.00,3000,0.00,0.03,0.00,6.80
Jaylen Martin,SF,BKN,0.00,3000,0.00,0.03,0.00,16.40
De'Anthony Melton,PG,BKN,0.00,3000,0.00,0.03,0.00,0.00
