Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Tyrese Haliburton,PG,IND,35.00,8400,40.76,2.10,11.31,40.20
Jalen Williams,PF,OKC,34.00,8300,40.25,2.50,12.69,38.20
Jalen Brunson,PG,NYK,35.00,8300,39.43,3.40,12.28,40.20
Kyrie Irving,PG/SG,DAL,0.00,8200,0.00,0.00,0.00,0.00
Brandon Ingram,PG,NOP,0.00,8100,0.00,0.00,0.00,0.00
Kawhi Leonard,PF/C,LAC,0.00,8000,0.00,0.00,0.00,0.00
Pascal Siakam,PF,IND,34.00,7900,35.56,0.90,10.47,37.60
Jalen Suggs,PG,ORL,33.00,7800,38.48,0.60,12.00,38.00
Chet Holmgren,PF,OKC,0.00,7800,0.00,0.00,0.00,0.00
Julius Randle,PF/C,MIN,35.00,7700,38.49,4.40,11.34,38.80
Kristaps Porzingis,C,BOS,32.00,7600,40.03,0.20,13.58,34.10
Zach LaVine,SG/SF,CHI,35.00,7500,35.33,1.10,9.55,36.60
Jakob Poeltl,C,TOR,0.00,7500,0.00,0.00,0.00,0.00
Bradley Beal,SG/SF,PHX,34.00,7500,33.12,1.30,9.13,29.90
John Collins,PF/C,UTA,31.00,7400,34.10,3.40,11.85,38.00
Jordan Poole,PG/SG,WAS,33.00,7300,38.23,22.00,11.65,38.10
Jaren Jackson Jr.,PF/C,MEM,31.00,7200,37.16,24.30,13.33,39.20
CJ McCollum,PG/SG,NOP,37.00,7200,36.92,2.80,9.08,36.20
Ivica Zubac,C,LAC,33.00,7100,38.89,4.00,12.62,37.20
Cameron Johnson,SF/PF,BKN,34.00,7100,37.07,17.10,10.60,34.10
Cam Thomas,SG/SF,BKN,0.00,7000,0.00,0.00,0.00,0.00
Fred VanVleet,PG,HOU,37.00,7000,39.06,9.30,9.18,35.50
Bennedict Mathurin,SG/SF,IND,30.00,7000,26.31,1.30,8.80,28.00
Josh Hart,SF/PF,NYK,37.00,7000,32.53,0.00,7.35,31.70
Josh Giddey,PG,CHI,0.00,6900,0.00,0.00,0.00,0.00
Derrick White,PG/SG,BOS,36.00,6900,35.53,15.40,8.35,33.20
Norman Powell,SG/SF,LAC,34.00,6900,32.42,5.30,9.11,36.00
Coby White,PG/SG,CHI,34.00,6800,32.90,0.40,9.04,32.40
Desmond Bane,SG/SF,MEM,31.00,6800,32.23,6.60,10.49,33.50
Isaiah Hartenstein,C,OKC,32.00,6800,36.97,2.80,12.14,33.00
Lauri Markkanen,SF/PF,UTA,33.00,6700,33.58,5.10,10.28,34.10
Jaden Ivey,PG/SG,DET,0.00,6700,0.00,0.00,0.00,0.00
Jeremy Sochan,PF,SAS,31.00,6700,32.43,1.70,10.74,30.60
Trey Murphy III,SG/SF,NOP,36.00,6700,32.45,4.00,7.89,33.80
Myles Turner,C,IND,29.00,6700,30.28,0.00,10.73,31.50
Kyle Kuzma,PF,WAS,0.00,6600,0.00,0.00,0.00,0.00
Andrew Wiggins,SF/PF,GSW,32.00,6600,31.48,0.80,9.69,31.70
Rudy Gobert,C,MIN,35.00,6600,33.70,2.30,8.93,32.20
PJ Washington,PF,DAL,34.00,6500,32.73,7.60,8.61,37.10
Immanuel Quickley,PG,TOR,0.00,6500,0.00,0.00,0.00,0.00
Walker Kessler,C,UTA,30.00,6500,30.30,4.40,10.28,33.90
Ayo Dosunmu,PG/SG,CHI,32.00,6400,27.93,0.40,8.13,28.40
Dyson Daniels,SG,ATL,35.00,6400,31.03,3.40,7.58,31.60
Jusuf Nurkic,C,PHX,27.00,6400,31.03,0.40,12.12,27.10
Draymond Green,PF/C,GSW,31.00,6300,32.23,1.90,10.02,31.70
Chris Paul,PG,SAS,28.00,6300,30.44,1.70,10.82,29.40
Miles Bridges,PF,CHA,31.00,6200,37.40,8.90,12.80,36.70
Jonathan Kuminga,PF,GSW,26.00,6200,29.36,8.40,12.39,33.90
Jalen Green,SG,HOU,30.00,6200,29.81,10.60,10.19,32.90
OG Anunoby,SF/PF,NYK,37.00,6200,30.30,2.70,6.73,30.60
Keyonte George,PG,UTA,31.00,6100,29.49,5.30,9.48,31.10
Gradey Dick,SG,TOR,34.00,6000,30.85,0.20,8.40,27.50
Tobias Harris,PF,DET,31.00,6000,29.83,4.90,9.39,30.60
Dennis Schroder,PG/SG,GSW,31.00,6000,32.07,0.20,10.43,26.20
Tyus Jones,PG,PHX,31.00,6000,28.98,0.80,8.69,28.60
Mikal Bridges,SG/SF,NYK,38.00,6000,28.27,0.90,5.68,27.90
Payton Pritchard,PG/SG,BOS,28.00,5900,27.04,0.00,9.38,28.60
Goga Bitadze,C,ORL,29.00,5900,33.59,4.90,12.41,32.20
Justin Champagnie,SF,WAS,26.00,5800,24.08,0.00,8.97,16.80
Jose Alvarado,PG,NOP,0.00,5800,0.00,0.00,0.00,0.00
Bilal Coulibaly,SF,WAS,34.00,5700,29.29,7.40,7.45,31.00
Malcolm Brogdon,PG/SG,WAS,23.00,5600,24.51,0.20,10.98,21.00
Amen Thompson,SG/SF,HOU,26.00,5600,27.87,16.70,11.38,30.30
Carlton Carrington,PG/SG,WAS,23.00,5500,18.41,0.00,7.26,23.30
Nic Claxton,C,BKN,28.00,5500,30.29,9.30,11.62,30.20
Kelly Olynyk,C,TOR,17.00,5500,19.83,0.20,10.81,23.00
Jordan Clarkson,SG,UTA,28.00,5500,27.13,2.70,10.08,27.60
Jalen Duren,C,DET,29.00,5500,33.26,15.60,12.41,35.60
Santi Aldama,PF,MEM,26.00,5500,25.74,0.60,10.00,26.00
De'Andre Hunter,SF/PF,ATL,30.00,5500,28.59,9.90,9.71,25.80
Yves Missi,C,NOP,31.00,5500,29.74,10.10,9.63,30.30
Royce O'Neale,SF/PF,PHX,23.00,5500,20.24,0.00,8.17,23.30
Alexandre Sarr,PF/C,WAS,29.00,5400,29.78,9.50,10.15,27.90
Dereck Lively II,C,DAL,25.00,5400,27.08,5.10,11.07,31.60
Ben Simmons,PG,BKN,29.00,5400,28.88,16.30,9.91,27.80
Ochai Agbaji,PF,TOR,31.00,5400,22.46,0.00,6.35,23.50
Julian Champagnie,SG/SF,SAS,27.00,5400,23.08,0.20,8.07,22.40
Jabari Smith Jr.,PF/C,HOU,36.00,5400,30.97,3.60,7.05,30.10
Jrue Holiday,PG,BOS,31.00,5300,28.85,4.40,8.76,25.50
Naji Marshall,SF/PF,DAL,30.00,5300,29.18,4.60,9.67,25.80
Clint Capela,C,ATL,29.00,5300,33.82,14.10,12.53,29.20
Herbert Jones,SF/PF,NOP,37.00,5300,28.10,4.40,5.87,19.10
Cody Martin,SF,CHA,28.00,5200,23.84,0.40,7.90,24.30
Devin Vassell,SG/SF,SAS,30.00,5200,30.14,13.10,10.14,26.80
Saddiq Bey,SF,WAS,0.00,5100,0.00,0.00,0.00,0.00
Nick Richards,C,CHA,24.00,5100,27.18,0.00,12.13,23.10
Ziaire Williams,SG/SF,BKN,0.00,5100,0.00,0.00,0.00,0.00
Al Horford,PF/C,BOS,23.00,5000,19.92,0.00,7.94,19.92
Josh Green,SF/PF,CHA,29.00,5000,20.24,0.00,6.13,18.70
Collin Sexton,PG/SG,UTA,26.00,5000,24.69,1.90,10.01,23.90
Buddy Hield,SG,GSW,22.00,5000,20.50,0.00,8.78,19.80
Stephon Castle,PG/SG,SAS,22.00,5000,20.17,0.00,8.93,22.40
T.J. McConnell,PG,IND,20.00,5000,23.35,0.80,12.08,26.80
Mike Conley,PG,MIN,29.00,5000,26.73,0.60,8.90,24.60
Jonas Valanciunas,C,WAS,14.00,4900,19.52,0.00,12.35,25.30
Mark Williams,C,CHA,17.00,4900,21.81,0.00,12.40,19.40
Klay Thompson,SG/SF,DAL,29.00,4900,29.03,19.90,9.83,31.60
Jonathan Mogbo,PF/C,TOR,27.00,4900,25.16,0.00,9.19,23.30
Dorian Finney-Smith,PF,BKN,30.00,4900,22.40,0.60,6.59,24.30
Malik Beasley,SG/SF,DET,27.00,4900,23.86,35.90,8.46,29.30
Brandon Boston Jr.,PG/SF,NOP,29.00,4900,24.69,0.00,8.40,23.30
Wendell Carter Jr.,PF/C,ORL,28.00,4900,24.75,1.70,8.63,26.80
Kevin Porter Jr.,PG,LAC,22.00,4800,23.62,0.80,11.11,24.30
Jalen Wilson,SF,BKN,29.00,4800,22.41,0.20,7.15,22.10
Tari Eason,SF/PF,HOU,0.00,4800,0.00,26.80,0.00,30.00
Luguentz Dort,SG/SF,OKC,32.00,4800,23.79,0.00,6.43,21.40
Grayson Allen,SG,PHX,24.00,4800,20.30,0.20,7.95,21.40
Naz Reid,PF/C,MIN,23.00,4800,22.70,0.60,9.89,24.70
Keon Johnson,PG/SG,BKN,24.00,4700,20.19,4.90,7.94,20.90
Jordan Hawkins,PG/SG,NOP,14.00,4700,11.26,0.00,6.17,11.26
Moritz Wagner,C,ORL,22.00,4700,27.89,8.90,14.17,22.70
Obi Toppin,PF/C,IND,21.00,4700,20.45,0.80,9.43,17.90
Jaden McDaniels,SF,MIN,29.00,4700,22.03,0.80,7.08,22.10
Corey Kispert,SG/SF,WAS,26.00,4600,21.00,0.00,7.59,15.20
Bogdan Bogdanovic,SG/SF,ATL,26.00,4600,23.17,12.20,8.61,24.30
Keldon Johnson,SF/PF,SAS,20.00,4600,20.54,3.60,10.08,22.20
Anthony Black,PG/SG,ORL,24.00,4600,20.91,0.20,8.52,21.90
Sam Hauser,SF/PF,BOS,0.00,4500,0.00,0.00,0.00,0.00
Tidjane Salaun,PF,CHA,22.00,4500,17.16,0.00,7.01,15.70
Daniel Gafford,C,DAL,18.00,4500,22.27,2.10,12.24,26.10
Shake Milton,PG/SG,BKN,17.00,4500,14.09,0.00,7.07,18.20
Bruce Brown,SG/SF,TOR,0.00,4500,0.00,0.00,0.00,0.00
Onyeka Okongwu,C,ATL,0.00,4500,0.00,0.00,0.00,0.00
Harrison Barnes,SF/PF,SAS,30.00,4500,21.41,0.00,6.47,20.80
Dillon Brooks,SF,HOU,33.00,4500,24.64,9.10,6.40,23.40
Andrew Nembhard,PG/SG,IND,29.00,4500,23.99,14.60,7.95,23.10
Jalen Smith,C,CHI,14.00,4400,15.67,0.00,9.01,19.20
Luke Kornet,C,BOS,8.00,4400,7.49,0.00,4.79,10.70
Trendon Watford,PF,BKN,0.00,4400,0.00,0.00,0.00,0.00
Ja'Kobe Walter,SG/SF,TOR,28.00,4400,22.92,0.00,7.75,21.00
Ausar Thompson,SF/PF,DET,24.00,4400,23.69,1.30,9.93,18.50
Zach Collins,C,SAS,14.00,4400,15.01,0.00,8.65,8.80
Cason Wallace,PG/SG,OKC,29.00,4400,20.62,0.00,6.30,19.70
Lonzo Ball,PG/SG,CHI,23.00,4300,22.54,0.40,9.27,20.60
Zach Edey,C,MEM,25.00,4300,26.07,18.40,10.92,24.00
Patrick Williams,PF,CHI,25.00,4200,20.16,0.00,7.55,17.00
Kris Dunn,PG/SG,LAC,24.00,4200,19.70,0.20,7.64,21.10
Bruno Fernando,C,TOR,10.00,4200,11.73,0.00,7.65,5.70
Brandon Clarke,PF/C,MEM,20.00,4200,19.40,0.40,9.40,15.80
Brandin Podziemski,PG/SG,GSW,19.00,4200,16.77,0.00,7.85,15.40
Kentavious Caldwell-Pope,SG,ORL,32.00,4200,20.81,0.40,5.32,20.90
Ben Sheppard,PG/SF,IND,10.00,4200,6.61,0.00,3.75,6.61
Tre Mann,PG/SG,CHA,0.00,4100,0.00,0.00,0.00,0.00
Derrick Jones Jr.,PF,LAC,25.00,4100,20.32,0.00,7.90,20.32
Marcus Smart,PG/SG,MEM,0.00,4100,0.00,0.00,0.00,26.00
Vasilije Micic,PG,CHA,18.00,4000,17.47,0.00,8.60,13.20
Jared Butler,PG,WAS,0.00,4000,0.00,0.00,0.00,0.00
Amir Coffey,SF/PF,LAC,25.00,4000,17.42,0.00,6.42,18.10
Davion Mitchell,PG/SG,TOR,0.00,4000,0.00,0.00,0.00,0.00
Scotty Pippen Jr.,PG,MEM,17.00,4000,18.05,0.60,9.59,19.60
Kevon Looney,C,GSW,18.00,4000,19.52,0.00,10.03,20.90
Charles Bassey,C,SAS,0.00,4000,0.00,0.00,0.00,0.00
Alex Caruso,SG/SF,OKC,22.00,4000,18.23,0.20,7.60,18.50
Tristan da Silva,SF/PF,ORL,22.00,4000,15.86,0.40,6.55,22.20
Mason Plumlee,C,PHX,10.00,4000,9.76,0.00,6.01,9.10
Aaron Nesmith,SF/PF,IND,0.00,4000,0.00,0.00,0.00,0.00
Nickeil Alexander-Walker,SG/SF,MIN,21.00,4000,16.54,0.20,7.21,17.80
Talen Horton-Tucker,SF,CHI,16.00,3900,15.75,0.00,8.50,19.50
Matas Buzelis,SF/PF,CHI,18.00,3900,15.73,0.00,7.59,11.30
Neemias Queta,C,BOS,0.00,3900,0.00,0.00,0.00,14.80
Kyshawn George,SF/PF,WAS,18.00,3900,14.07,0.40,6.51,16.90
Quentin Grimes,SG/SF,DAL,32.00,3900,28.67,27.40,8.15,28.10
Bojan Bogdanovic,SG,BKN,0.00,3900,0.00,0.00,0.00,0.00
Tim Hardaway Jr.,SG/SF,DET,31.00,3900,20.38,0.60,5.59,18.00
Jaylen Wells,SG/SF,MEM,22.00,3900,15.71,0.80,6.50,18.70
Cole Anthony,PG/SG,ORL,13.00,3900,14.26,0.00,8.56,9.60
Mitchell Robinson,C,NYK,0.00,3900,0.00,0.00,0.00,0.00
Jaden Hardy,PG/SG,DAL,0.00,3800,0.00,0.00,0.00,0.00
Chris Boucher,PF,TOR,20.00,3800,23.18,0.00,11.63,17.20
Noah Clowney,PF/C,BKN,18.00,3800,16.07,0.60,7.82,9.70
Vince Williams Jr.,PF,MEM,0.00,3800,0.00,0.00,0.00,0.00
Zaccharie Risacher,SF,ATL,20.00,3800,16.54,0.80,7.58,19.20
Jeremiah Robinson-Earl,PF/C,NOP,0.00,3800,0.00,0.00,0.00,17.30
Donte DiVincenzo,PG/SG,MIN,21.00,3800,17.63,1.10,7.62,17.20
Miles McBride,PG/SG,NYK,22.00,3800,15.42,0.00,6.38,17.40
Spencer Dinwiddie,PG,DAL,34.00,3700,29.05,8.00,7.25,31.70
Tyrese Martin,SG/SF,BKN,13.00,3700,10.09,0.00,5.43,11.10
Jake LaRavia,SF/PF,MEM,20.00,3700,17.03,3.40,7.77,19.30
Jonathan Isaac,PF/C,ORL,18.00,3700,18.75,0.00,9.40,16.60
Jarace Walker,SF/PF,IND,20.00,3700,16.08,0.00,7.14,16.20
Day'Ron Sharpe,C,BKN,18.00,3600,20.06,12.30,10.79,20.20
Isaiah Stewart,C,DET,0.00,3600,0.00,0.00,0.00,0.00
Lindy Waters III,SF,GSW,11.00,3600,8.63,0.00,4.82,8.10
Marvin Bagley III,C,WAS,0.00,3500,0.00,0.00,0.00,11.10
Bones Hyland,PG,LAC,0.00,3500,0.00,0.00,0.00,3.80
Maxi Kleber,PF/C,DAL,14.00,3500,7.96,0.00,3.90,7.30
Jamal Shead,PG,TOR,26.00,3500,23.31,0.00,8.63,15.20
Trayce Jackson-Davis,C,GSW,11.00,3500,12.08,0.00,7.58,13.90
Precious Achiuwa,PF/C,NYK,18.00,3500,15.24,0.00,7.48,16.60
Johnny Davis,SG/SF,WAS,14.00,3400,9.88,0.00,5.10,9.88
Isaiah Wong,PG,CHA,0.00,3400,0.00,0.00,0.00,6.80
Terance Mann,SG/SF,LAC,0.00,3400,0.00,0.00,0.00,0.00
Ronald Holland II,SF,DET,15.00,3400,11.93,0.00,6.27,11.20
Kyle Filipowski,PF/C,UTA,0.00,3400,0.00,0.00,0.00,16.30
Isaiah Joe,SG/SF,OKC,20.00,3400,15.26,0.00,6.71,13.90
Gary Harris,SG/SF,ORL,0.00,3400,0.00,0.00,0.00,0.00
Oso Ighodaro,PF/C,PHX,6.00,3400,4.57,0.00,2.94,4.50
Nicolas Batum,PF/C,LAC,23.00,3300,14.52,0.00,5.42,16.60
Simone Fontecchio,PF,DET,15.00,3300,11.08,0.00,5.61,11.60
Cam Spencer,SG,MEM,0.00,3300,0.00,0.00,0.00,0.00
Gary Payton II,SF,GSW,7.00,3300,6.23,0.00,4.00,10.60
Blake Wesley,PG/SG,SAS,0.00,3300,0.00,0.00,0.00,0.00
Javonte Green,SF/PF,NOP,19.00,3300,13.67,0.00,6.21,15.00
Aaron Holiday,PG,HOU,8.00,3300,6.18,0.00,3.75,8.50
Monte Morris,PG,PHX,0.00,3300,0.00,0.00,0.00,3.40
Moussa Diabate,C,CHA,0.00,3200,0.00,0.00,0.00,1.80
Jordan Miller,SG/SF,LAC,7.00,3200,5.38,0.00,3.45,15.70
Marcus Sasser,PG,DET,15.00,3200,13.51,0.40,7.13,15.60
Johnny Juzang,SG/SF,UTA,15.00,3200,10.45,0.00,5.25,11.00
Larry Nance Jr.,PF/C,ATL,15.00,3200,14.21,24.50,7.58,19.60
Steven Adams,C,HOU,11.00,3200,10.42,0.00,6.22,0.70
Daniel Theis,C,NOP,0.00,3200,0.00,0.00,0.00,0.00
Kenrich Williams,PF/C,OKC,14.00,3200,11.52,0.20,6.14,14.00
Caleb Houstan,SF/PF,ORL,7.00,3200,4.11,0.00,2.45,2.60
Ryan Dunn,PF,PHX,12.00,3200,9.09,0.00,4.98,8.80
Cameron Payne,PG/SG,NYK,15.00,3200,12.21,0.00,6.42,10.10
Julian Phillips,PF,CHI,10.00,3100,6.85,0.00,3.89,7.50
DaQuan Jeffries,PF,CHA,15.00,3100,12.33,0.00,6.37,4.80
Mo Bamba,C,LAC,13.00,3100,13.43,0.20,7.69,15.30
Olivier-Maxence Prosper,SF/PF,DAL,14.00,3100,11.95,0.00,6.43,1.20
Brice Sensabaugh,SF/PF,UTA,16.00,3100,12.93,0.00,6.57,12.70
Luke Kennard,SG/SF,MEM,17.00,3100,13.02,0.00,6.24,13.02
Sandro Mamukelashvili,PF/C,SAS,0.00,3100,0.00,0.00,0.00,0.00
Vit Krejci,PG/SG,ATL,11.00,3100,7.09,0.00,3.88,10.60
Jett Howard,SF/PF,ORL,12.00,3100,9.01,0.00,4.95,9.10
Aaron Wiggins,SF/PF,OKC,11.00,3100,9.17,0.00,5.37,10.60
Josh Okogie,SF,PHX,0.00,3100,0.00,0.00,0.00,0.00
Jericho Sims,C,NYK,0.00,3100,0.00,0.00,0.00,0.00
Baylor Scheierman,SG/SF,BOS,0.00,3000,0.00,0.00,0.00,0.00
Xavier Tillman,PF/C,BOS,0.00,3000,0.00,0.00,0.00,0.00
Anton Watson,SF,BOS,0.00,3000,0.00,0.00,0.00,0.00
JD Davison,PG,BOS,0.00,3000,0.00,0.00,0.00,0.00
Drew Peterson,PF,BOS,0.00,3000,0.00,0.00,0.00,0.00
Jordan Walsh,SG/SF,BOS,10.00,3000,6.44,0.00,3.58,2.80
Jaden Springer,SG/SF,BOS,0.00,3000,0.00,0.00,0.00,2.20
Jevon Carter,PG/SG,CHI,0.00,3000,0.00,0.00,0.00,0.00
DJ Steward,PG,CHI,0.00,3000,0.00,0.00,0.00,0.00
Chris Duarte,SG,CHI,0.00,3000,0.00,0.00,0.00,0.00
Adama Sanogo,C,CHI,0.00,3000,0.00,0.00,0.00,0.00
Torrey Craig,PF,CHI,0.00,3000,0.00,0.00,0.00,8.00
E.J. Liddell,C,CHI,0.00,3000,0.00,0.00,0.00,0.00
Dalen Terry,SF,CHI,0.00,3000,0.00,0.00,0.00,0.00
Tristan Vukcevic,C,WAS,0.00,3000,0.00,0.00,0.00,0.00
KJ Simpson,PG,CHA,0.00,3000,0.00,0.00,0.00,14.40
Seth Curry,SG,CHA,26.00,3000,19.35,0.00,6.79,19.35
Anthony Gill,PF/C,WAS,0.00,3000,0.00,0.00,0.00,0.00
Richaun Holmes,C,WAS,0.00,3000,0.00,0.00,0.00,0.00
Patrick Baldwin Jr.,PF,WAS,0.00,3000,0.00,0.00,0.00,0.00
Taj Gibson,C,CHA,0.00,3000,0.00,0.00,0.00,0.00
Nick Smith Jr.,SG/SF,CHA,0.00,3000,0.00,0.00,0.00,0.00
Grant Williams,C,CHA,0.00,3000,0.00,0.00,0.00,0.00
Markieff Morris,PF/C,DAL,0.00,3000,0.00,0.00,0.00,0.00
Jazian Gortman,PG,DAL,10.00,3000,8.72,0.00,5.22,7.90
Dwight Powell,C,DAL,0.00,3000,0.00,0.00,0.00,0.00
Kessler Edwards,SG/SF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Brandon Williams,PG,DAL,0.00,3000,0.00,0.00,0.00,0.00
Dante Exum,SF,DAL,0.00,3000,0.00,0.00,0.00,0.00
Cam Christie,SG,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kai Jones,PF/C,LAC,0.00,3000,0.00,0.00,0.00,0.80
Trentyn Flowers,SG,LAC,0.00,3000,0.00,0.00,0.00,0.00
Kobe Brown,PF/C,LAC,0.00,3000,0.00,0.00,0.00,0.00
P.J. Tucker,PF,LAC,0.00,3000,0.00,0.00,0.00,0.00
Reece Beekman,PG,BKN,0.00,3000,0.00,0.00,0.00,0.00
Garrett Temple,SG,TOR,0.00,3000,0.00,0.00,0.00,0.00
AJ Lawson,PG,TOR,0.00,3000,0.00,0.00,0.00,0.00
Ulrich Chomche,C,TOR,0.00,3000,0.00,0.00,0.00,0.00
Jamison Battle,SF,TOR,15.00,3000,12.29,0.00,6.32,9.80
Dariq Whitehead,SG,BKN,0.00,3000,0.00,0.00,0.00,0.00
Jaylen Martin,SF,BKN,0.00,3000,0.00,0.00,0.00,0.00
De'Anthony Melton,PG,BKN,0.00,3000,0.00,0.00,0.00,0.00
Paul Reed,C,DET,17.00,3000,18.10,1.90,9.57,11.60
Cole Swider,C,DET,0.00,3000,0.00,0.00,0.00,0.00
Alondes Williams,PG/SG,DET,0.00,3000,0.00,0.00,0.00,0.00
Daniss Jenkins,PG,DET,0.00,3000,0.00,0.00,0.00,0.00
Wendell Moore Jr.,PG/SG,DET,0.00,3000,0.00,0.00,0.00,0.00
Bobi Klintman,PF,DET,0.00,3000,0.00,0.00,0.00,0.00
David Jones,SG/SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Oscar Tshiebwe,C,UTA,0.00,3000,0.00,0.00,0.00,0.00
Cody Williams,SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Patty Mills,PG,UTA,15.00,3000,9.15,0.00,4.47,9.15
Isaiah Collier,PG,UTA,0.00,3000,0.00,0.00,0.00,0.00
Drew Eubanks,C,UTA,15.00,3000,13.82,0.00,7.58,7.90
Micah Potter,PF/C,UTA,0.00,3000,0.00,0.00,0.00,0.00
Svi Mykhailiuk,SG/SF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Taylor Hendricks,PF,UTA,0.00,3000,0.00,0.00,0.00,0.00
Yuki Kawamura,PG,MEM,0.00,3000,0.00,0.00,0.00,0.00
Colin Castleton,C,MEM,0.00,3000,0.00,0.00,0.00,0.00
John Konchar,SG/SF,MEM,0.00,3000,0.00,0.00,0.00,0.00
Jay Huff,C,MEM,0.00,3000,0.00,0.00,0.00,0.00
Gregory Jackson,PF,MEM,0.00,3000,0.00,0.00,0.00,0.00
Gui Santos,SG,GSW,0.00,3000,0.00,0.00,0.00,0.00
Pat Spencer,PG,GSW,0.00,3000,0.00,0.00,0.00,0.00
Kyle Anderson,SF/PF,GSW,0.00,3000,0.00,0.00,0.00,3.30
Quinten Post,C,GSW,0.00,3000,0.00,0.00,0.00,0.00
Moses Moody,PG/SG,GSW,0.00,3000,0.00,0.00,0.00,0.00
Malaki Branham,PG/SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Riley Minix,PF,SAS,0.00,3000,0.00,0.00,0.00,0.00
Harrison Ingram,PF,SAS,0.00,3000,0.00,0.00,0.00,0.00
Sidy Cissoko,SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
David Duke Jr.,PG/SG,SAS,0.00,3000,0.00,0.00,0.00,0.00
Tre Jones,PG,SAS,5.00,3000,4.48,0.60,3.00,12.90
Garrison Mathews,SG/SF,ATL,0.00,3000,0.00,0.00,0.00,0.00
Keaton Wallace,PG,ATL,0.00,3000,0.00,0.00,0.00,0.00
Mouhamed Gueye,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Dominick Barlow,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
David Roddy,PF,ATL,0.00,3000,0.00,0.00,0.00,0.00
Kobe Bufkin,PG,ATL,0.00,3000,0.00,0.00,0.00,0.00
Cody Zeller,C,ATL,0.00,3000,0.00,0.00,0.00,0.00
Seth Lundy,SG,ATL,0.00,3000,0.00,0.00,0.00,0.00
Nate Williams,PG/SF,HOU,0.00,3000,0.00,0.00,0.00,0.00
Reed Sheppard,PG/SG,HOU,0.00,3000,0.00,0.00,0.00,0.00
Jack McVeigh,SG,HOU,0.00,3000,0.00,0.00,0.00,0.00
Jeff Green,PF/C,HOU,0.00,3000,0.00,0.00,0.00,4.10
Jock Landale,C,HOU,0.00,3000,0.00,0.00,0.00,0.00
N'Faly Dante,C,HOU,0.00,3000,0.00,0.00,0.00,0.00
Cam Whitmore,SF/PF,HOU,11.00,3000,11.67,0.00,7.30,11.67
Jae'Sean Tate,SF/PF,HOU,14.00,3000,11.20,0.00,5.99,11.20
Trey Jemison,C,NOP,0.00,3000,0.00,0.00,0.00,0.80
Antonio Reeves,SG/SF,NOP,0.00,3000,0.00,0.00,0.00,0.00
Jamal Cain,SF,NOP,0.00,3000,0.00,0.00,0.00,0.00
Karlo Matkovic,PF/C,NOP,0.00,3000,0.00,0.00,0.00,0.00
Ajay Mitchell,PG,OKC,10.00,3000,7.18,0.00,4.24,4.90
Cory Joseph,PG,ORL,0.00,3000,0.00,0.00,0.00,0.00
Mac McClung,PG,ORL,0.00,3000,0.00,0.00,0.00,0.00
