Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Dyson Daniels,PG/SG/G/UTIL,ATL,36.18,9.01,21.79%,0.14%,4.65%,3.02%,$-4.75,48
Mike Conley,PG/G/UTIL,MIN,21.48,8.96,15.12%,1.2%,2.72%,4.91%,$-4.80,48
Kyle Filipowski,C/PF/F/UTIL,UTA,23.22,9.38,19.55%,0.48%,7.39%,7.0%,$-4.85,48
Anthony Edwards,SG/G/UTIL,MIN,47.77,13.07,20.42%,0.3%,6.94%,3.81%,$-4.97,48
Jaren Jackson Jr.,C/PF/F/UTIL,MEM,42.94,14.78,14.38%,0.8%,7.48%,3.61%,$-5.03,48
Zach Edey,C/UTIL,MEM,20.15,9.6,15.51%,0.71%,0.34%,0.78%,$-5.09,48
Anthony Black,PG/G/UTIL,ORL,22.85,9.25,21.45%,0.0%,0.57%,0.78%,$-5.10,48
Walker Kessler,C/UTIL,UTA,35.94,12.4,20.01%,0.03%,5.15%,8.51%,$-5.13,48
Kristaps Porzingis,C/UTIL,BOS,37.928836805555555,14.004163661891639,16.29%,0.52%,3.29%,5.94%,$-5.21,47
Chris Paul,PG/G/UTIL,SAS,32.78,10.81,19.02%,0.22%,3.9%,4.45%,$-5.26,48
Drew Eubanks,C/UTIL,UTA,18.32,9.24,21.72%,0.0%,0.09%,0.12%,$-5.35,48
Nickeil Alexander-Walker,SF/SG/G/F/UTIL,MIN,19.45,7.54,18.2%,0.09%,8.41%,5.85%,$-5.40,48
Clint Capela,C/UTIL,ATL,27.87,13.31,19.66%,0.0%,1.63%,3.83%,$-5.42,48
Scottie Barnes,PG/SF/G/F/UTIL,TOR,41.246171875,13.550187954740817,14.69%,0.55%,3.4%,4.53%,$-5.44,47
Javonte Green,PF/SF/F/UTIL,NOP,18.14,6.94,14.17%,0.0%,0.16%,0.1%,$-5.46,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,29.33,10.29,17.13%,0.09%,3.26%,1.43%,$-5.47,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,18.53,9.54,14.64%,0.67%,0.54%,0.4%,$-5.50,48
Nikola Vucevic,C/UTIL,CHI,40.95,13.08,12.17%,0.98%,2.72%,3.36%,$-5.58,48
Coby White,PG/SG/G/UTIL,CHI,33.77,9.32,16.44%,0.19%,7.37%,5.22%,$-5.59,48
Cody Williams,SF/F/UTIL,UTA,21.07,5.35,19.88%,0.0%,0.09%,0.1%,$-5.63,48
Josh Giddey,PG/G/UTIL,CHI,38.16,12.25,15.4%,0.19%,4.76%,4.2%,$-5.64,48
Brook Lopez,C/UTIL,MIL,26.13,7.43,16.54%,0.0%,0.41%,1.28%,$-5.64,48
Ochai Agbaji,PF/SF/F/UTIL,TOR,11.073763020833333,5.408232337361958,19.45%,0.0%,0.09%,0.1%,$-5.66,47
Harrison Barnes,PF/SF/F/UTIL,SAS,22.37,6.85,13.34%,0.51%,6.26%,4.48%,$-5.71,48
Yves Missi,C/UTIL,NOP,24.25,8.9,14.78%,0.01%,1.38%,3.66%,$-5.75,48
Ryan Rollins,PG/G/UTIL,MIL,13.91,7.28,12.53%,0.0%,0.05%,0.09%,$-5.75,48
CJ McCollum,PG/SG/G/UTIL,NOP,38.1,10.65,15.21%,0.02%,4.44%,2.73%,$-5.87,48
Jaden McDaniels,SF/F/UTIL,MIN,24.45,7.12,15.79%,0.0%,2.72%,3.5%,$-5.90,48
Khris Middleton,SF/SG/G/F/UTIL,MIL,25.37,11.31,15.22%,0.02%,5.42%,3.07%,$-5.94,48
Jordan Hawkins,SG/G/UTIL,NOP,16.69,7.59,16.02%,0.0%,1.0%,1.71%,$-5.98,48
Stephen Curry,PG/G/UTIL,GSW,44.81,14.0,12.87%,0.35%,4.81%,3.65%,$-6.01,48
Jaden Hardy,PG/SG/G/UTIL,DAL,22.57,10.04,13.67%,0.04%,2.15%,1.88%,$-6.04,48
Miles Bridges,PF/F/UTIL,CHA,35.56,11.21,12.91%,0.02%,2.43%,1.73%,$-6.05,48
Paolo Banchero,PF/F/UTIL,ORL,41.88,16.96,13.39%,0.11%,9.27%,5.0%,$-6.10,48
Ja Morant,PG/G/UTIL,MEM,42.56,15.47,13.46%,0.0%,6.55%,4.97%,$-6.12,48
Desmond Bane,SG/G/UTIL,MEM,36.17,11.67,13.37%,0.02%,2.61%,2.14%,$-6.15,48
Cody Martin,SF/SG/G/F/UTIL,CHA,18.71,6.97,11.67%,0.05%,2.29%,1.53%,$-6.23,48
Jamal Murray,PG/SG/G/UTIL,DEN,34.56,10.02,12.26%,0.0%,4.17%,2.62%,$-6.29,48
Jose Alvarado,PG/G/UTIL,NOP,19.0,8.74,12.56%,0.01%,3.58%,6.27%,$-6.29,48
Zach LaVine,SF/SG/G/F/UTIL,CHI,40.4,11.8,11.64%,0.06%,6.85%,2.39%,$-6.29,48
Dennis Schroder,PG/SG/G/UTIL,GSW,27.19,9.83,11.24%,0.28%,1.86%,1.45%,$-6.30,48
Dominick Barlow,C/UTIL,ATL,17.82,8.9,10.88%,0.14%,2.06%,6.88%,$-6.32,48
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,13.5,6.69,15.18%,0.0%,0.11%,0.1%,$-6.39,48
Guerschon Yabusele,C/PF/F/UTIL,PHI,28.903125,6.735060199177877,11.32%,0.0%,2.79%,1.0%,$-6.45,36
Tre Jones,PG/G/UTIL,SAS,13.94,7.14,11.37%,0.0%,0.75%,1.17%,$-6.46,48
Fred VanVleet,PG/G/UTIL,HOU,35.51,8.06,10.37%,0.0%,1.02%,0.79%,$-6.47,48
Donte DiVincenzo,PG/SG/G/UTIL,MIN,26.86,9.28,11.43%,0.0%,1.68%,1.55%,$-6.47,48
LaMelo Ball,PG/G/UTIL,CHA,46.38,13.74,10.61%,0.04%,16.78%,6.68%,$-6.48,48
Isaiah Collier,PG/SG/G/UTIL,UTA,26.22,8.43,10.89%,0.05%,4.15%,3.27%,$-6.48,48
Brandon Miller,SF/SG/G/F/UTIL,CHA,33.49,9.45,11.77%,0.0%,1.29%,0.43%,$-6.48,48
Michael Porter Jr.,PF/SF/F/UTIL,DEN,29.52,9.5,10.47%,0.0%,3.06%,1.8%,$-6.57,48
Precious Achiuwa,C/PF/F/UTIL,NYK,17.39125,7.94585753835592,10.01%,0.01%,8.25%,14.51%,$-6.65,36
Damian Lillard,PG/G/UTIL,MIL,38.67,11.59,8.05%,0.07%,1.68%,1.59%,$-6.77,48
Aaron Gordon,PF/F/UTIL,DEN,18.15,8.7,8.98%,0.0%,0.43%,0.37%,$-6.83,48
Chris Boucher,C/PF/F/UTIL,TOR,20.191640624999998,10.619083932484427,7.9%,0.0%,1.95%,6.03%,$-6.95,47
Jrue Holiday,PG/SG/G/UTIL,BOS,26.193524305555556,8.023527172035168,7.72%,0.0%,1.04%,3.83%,$-6.98,47
Daeqwon Plowden,SF/SG/G/F/UTIL,ATL,7.13,4.45,7.13%,0.0%,0.16%,0.1%,$-7.08,48
Jalen Smith,C/UTIL,CHI,18.26,10.51,6.59%,0.0%,1.27%,4.36%,$-7.11,48
Payton Pritchard,PG/SG/G/UTIL,BOS,21.95577256944444,9.128859328576295,6.99%,0.0%,0.43%,0.95%,$-7.12,47
Matas Buzelis,PF/SF/F/UTIL,CHI,10.94,5.97,6.15%,0.0%,0.23%,0.1%,$-7.14,48
Jericho Sims,C/UTIL,NYK,16.97,6.230561307853692,6.98%,0.0%,0.43%,0.1%,$-7.15,36
Julian Champagnie,SF/SG/G/F/UTIL,SAS,16.33,7.53,6.58%,0.0%,1.29%,0.73%,$-7.16,48
Seth Curry,SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,6.89,4.4,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Nate Williams,PG/SF/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
De'Andre Hunter,PF/SF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.05%,0.06%,$-7.25,48
Tari Eason,PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
Landry Shamet,SF/SG/G/F/UTIL,NYK,4.6968749999999995,3.8089666294976006,0.0%,0.0%,0.05%,0.1%,$-7.25,36
Chris Livingston,SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Daniel Theis,C/UTIL,NOP,13.09,6.9,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Kyle Anderson,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
Brandon Williams,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Vince Williams Jr.,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
David Duke Jr.,SG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
N'Faly Dante,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Steven Adams,C/UTIL,HOU,12.27,6.99,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Delon Wright,PG/SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
AJ Johnson,SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Goga Bitadze,C/UTIL,ORL,0,0.0,0.0%,0.0%,0.05%,0.05%,$-7.25,48
Taj Gibson,C/UTIL,CHA,7.99,4.55,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Leonard Miller,C/PF/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Julian Strawther,SF/SG/G/F/UTIL,DEN,16.28,6.52,0.0%,0.0%,0.05%,0.06%,$-7.25,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Brandin Podziemski,PG/SG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
Cam Spencer,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Christian Braun,SF/SG/G/F/UTIL,DEN,18.36,7.0,5.43%,0.0%,0.52%,0.33%,$-7.37,48
Tyrese Maxey,PG/G/UTIL,PHI,35.725624999999994,10.510393569253864,2.77%,0.34%,2.43%,3.35%,$-7.39,36
Jeff Dowtin,PG/G/UTIL,PHI,10.755625,4.263015631689368,4.08%,0.0%,0.39%,0.1%,$-7.41,36
Lindy Waters III,SF/SG/G/F/UTIL,GSW,15.14,6.84,5.5%,0.0%,0.2%,0.1%,$-7.50,48
Luke Kennard,PG/SG/G/UTIL,MEM,17.77,7.72,4.54%,0.0%,0.54%,0.52%,$-7.51,48
RJ Barrett,SF/F/UTIL,TOR,38.168528645833334,12.40537964975179,3.26%,0.0%,0.48%,3.46%,$-7.54,47
Jaylen Brown,SF/SG/G/F/UTIL,BOS,42.05153645833333,11.665201866353712,4.06%,0.0%,0.79%,2.8%,$-7.54,47
Jett Howard,PF/SF/F/UTIL,ORL,0,0.0,1.57%,0.0%,0.14%,0.1%,$-7.59,48
Derrick White,PG/SG/G/UTIL,BOS,33.317165798611114,8.05313428337109,3.06%,0.0%,0.41%,2.72%,$-7.59,47
Jabari Smith Jr.,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.07%,0.05%,$-7.77,48
Jeremy Sochan,C/PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.07%,0.05%,$-7.77,48
Moses Moody,SF/SG/G/F/UTIL,GSW,10.27,5.87,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Collin Sexton,PG/SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.14%,0.07%,$-7.77,48
Josh Minott,SF/F/UTIL,MIN,5.5,3.66,0.0%,0.0%,0.07%,0.1%,$-7.77,48
John Collins,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.14%,0.06%,$-7.77,48
Cameron Payne,PG/SG/G/UTIL,NYK,5.4956249999999995,4.994539024109437,0.0%,0.0%,0.14%,0.1%,$-7.77,36
Franz Wagner,PF/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.14%,0.08%,$-7.77,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.07%,0.05%,$-7.77,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Tidjane Salaun,PF/F/UTIL,CHA,12.69,6.15,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Malaki Branham,PG/SG/G/UTIL,SAS,3.34,2.28,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Jamal Shead,PG/G/UTIL,TOR,13.489856770833335,6.868849829934165,0.0%,0.0%,0.07%,0.1%,$-7.77,47
Scotty Pippen Jr.,PG/G/UTIL,MEM,11.49,7.02,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Vasilije Micic,PG/G/UTIL,CHA,7.38,4.53,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Marcus Smart,SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Kessler Edwards,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Bruce Brown,SF/SG/G/F/UTIL,TOR,14.975946180555553,7.0464924979497034,0.0%,0.0%,0.07%,0.04%,$-7.77,47
Ayo Dosunmu,PG/SG/G/UTIL,CHI,23.37,8.77,1.51%,0.0%,0.91%,0.59%,$-7.79,48
Justin Edwards,SF/F/UTIL,PHI,9.031875,4.658206429893313,1.79%,0.0%,1.2%,0.1%,$-7.80,36
Gradey Dick,SG/G/UTIL,TOR,23.269283854166666,8.01365813492319,0.71%,0.0%,0.23%,5.91%,$-7.80,47
Jaylen Wells,SF/SG/G/F/UTIL,MEM,20.34,7.03,0.86%,0.0%,0.32%,0.14%,$-7.83,48
Ricky Council IV,PF/SF/F/UTIL,PHI,12.639999999999999,5.826962194794342,1.1%,0.0%,0.75%,0.38%,$-7.85,36
Patrick Williams,PF/F/UTIL,CHI,19.24,7.43,1.08%,0.0%,0.25%,0.2%,$-7.85,48
Dalen Terry,SF/F/UTIL,CHI,4.98,3.06,2.94%,0.0%,0.11%,0.1%,$-7.89,48
Pat Connaughton,PF/SF/F/UTIL,MIL,7.14,4.13,0.0%,0.0%,0.23%,0.1%,$-7.89,48
Josh Green,PF/SF/F/UTIL,CHA,16.34,4.78,0.39%,0.0%,0.16%,0.1%,$-7.89,48
Kyrie Irving,PG/SG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.23%,0.08%,$-7.89,48
Brandon Clarke,C/UTIL,MEM,17.4,8.86,0.02%,0.0%,0.16%,0.66%,$-7.93,48
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.16%,0.07%,$-7.93,48
Gui Santos,PF/F/UTIL,GSW,16.7,7.1,0.32%,0.0%,0.25%,0.1%,$-7.94,48
Luka Doncic,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,1.16%,0.1%,$-7.97,48
Trae Young,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.5%,0.09%,$-7.98,48
Jake LaRavia,PF/SF/F/UTIL,MEM,14.95,7.48,0.03%,0.0%,0.25%,0.25%,$-7.98,48
Kelly Oubre Jr.,SG/G/UTIL,PHI,25.3725,6.314644456407721,0.01%,0.0%,0.34%,1.55%,$-8.00,36
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,10.45,5.07,0.01%,0.0%,0.68%,0.43%,$-8.00,48
Draymond Green,C/PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,1.72%,1.12%,$-8.01,48
Eric Gordon,SG/G/UTIL,PHI,12.160625000000001,4.607756540760895,0.0%,0.0%,0.52%,3.76%,$-8.02,36
Al Horford,C/PF/F/UTIL,BOS,19.999887152777777,7.954443912251347,0.17%,0.0%,0.18%,0.3%,$-8.04,47
Zion Williamson,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.18%,0.08%,$-8.06,48
Caleb Houstan,PF/SF/F/UTIL,ORL,11.62,4.77,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Sam Hauser,PF/SF/F/UTIL,BOS,9.280868055555555,5.200982558010495,0.0%,0.0%,0.09%,0.1%,$-8.06,47
Trevelin Queen,PG/SG/G/UTIL,ORL,13.37,6.19,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Maxi Kleber,C/PF/F/UTIL,DAL,14.11,5.18,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Jalen Johnson,PF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.18%,0.08%,$-8.06,48
Talen Horton-Tucker,SF/SG/G/F/UTIL,CHI,7.77,5.02,0.0%,0.0%,0.2%,0.1%,$-8.16,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,8.96,4.99,0.0%,0.0%,0.2%,0.1%,$-8.16,48
Taurean Prince,PF/SF/F/UTIL,MIL,14.78,5.42,0.18%,0.0%,0.11%,0.1%,$-8.22,48
Blake Wesley,PG/SG/G/UTIL,SAS,3.47,2.39,0.0%,0.0%,0.11%,0.1%,$-8.24,48
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.11%,0.07%,$-8.24,48
Spencer Jones,SF/SG/G/F/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Riley Minix,PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Mac McClung,PG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Reed Sheppard,PG/SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Miles McBride,PG/SG/G/UTIL,NYK,21.954375,6.600527161491427,0.0%,0.0%,0.02%,1.01%,$-9.07,36
John Konchar,PF/SF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jonathan Kuminga,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.06%,$-9.07,48
Jesse Edwards,C/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Hunter Tyson,PF/SF/F/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Grant Williams,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Torrey Craig,PF/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Patty Mills,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Cory Joseph,PG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Luka Garza,C/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jalen Pickett,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Luke Kornet,C/UTIL,BOS,7.449622395833332,4.944387593099161,0.0%,0.0%,0.02%,0.1%,$-9.07,47
Jack McVeigh,SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Brandon Ingram,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.02%,0.08%,$-9.07,48
Dwight Powell,C/UTIL,DAL,4.62,3.08,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Olivier-Maxence Prosper,PF/SF/F/UTIL,DAL,14.83,8.04,0.0%,0.0%,0.02%,0.01%,$-9.07,48
Stanley Umude,SG/G/UTIL,MIL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Rob Dillingham,PG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jaylen Clark,SG/G/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Reggie Jackson,PG/G/UTIL,PHI,6.22125,4.927272505266211,0.0%,0.0%,0.02%,0.1%,$-9.07,36
Jonathan Mogbo,C/PF/F/UTIL,TOR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,47
Markieff Morris,C/PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
