Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Kristaps Porzingis,C/UTIL,BOS,39.56,14.19,26.32%,1.34%,3.6%,5.94%,$-2.17,48
Nikola Jokic,C/UTIL,DEN,62.44,20.82,24.09%,0.87%,18.7%,17.69%,$-2.40,48
PJ Washington,PF/F/UTIL,DAL,37.09,9.55,28.95%,1.27%,1.97%,1.49%,$-2.52,48
Tyrese Maxey,PG/G/UTIL,PHI,50.29,12.5,27.29%,1.29%,2.43%,3.35%,$-2.53,48
Andrew Wiggins,PF/SF/F/UTIL,GSW,33.05,9.21,21.71%,1.29%,6.35%,4.18%,$-2.66,48
Amen Thompson,SF/SG/G/F/UTIL,HOU,41.82,9.14,26.11%,0.8%,8.57%,3.86%,$-3.08,48
Dejounte Murray,PG/G/UTIL,NOP,44.35,13.17,27.56%,0.75%,5.08%,3.96%,$-3.25,48
Anthony Edwards,SG/G/UTIL,MIN,47.77,13.07,29.07%,0.62%,6.17%,3.81%,$-3.25,48
Mark Williams,C/UTIL,CHA,36.11,14.58,21.96%,0.43%,15.39%,31.68%,$-3.32,48
Russell Westbrook,PG/G/UTIL,DEN,37.99,11.98,23.07%,1.14%,5.12%,5.41%,$-3.35,48
RJ Barrett,SF/F/UTIL,TOR,39.81,12.57,23.82%,0.93%,4.87%,3.46%,$-3.53,48
Rudy Gobert,C/UTIL,MIN,33.37,9.29,21.65%,0.54%,3.7%,7.83%,$-3.85,48
Cole Anthony,PG/SG/G/UTIL,ORL,33.53,12.53,22.5%,0.52%,7.59%,5.69%,$-4.23,48
AJ Green,PG/SG/G/UTIL,MIL,16.39,5.56,25.02%,0.0%,0.09%,0.1%,$-4.32,48
Draymond Green,C/PF/F/UTIL,GSW,27.7,10.26,11.07%,1.69%,1.52%,1.12%,$-4.38,48
Jalen Green,SG/G/UTIL,HOU,38.69,9.78,23.02%,0.23%,4.87%,4.44%,$-4.49,48
David Roddy,PF/F/UTIL,ATL,19.92,8.44,21.61%,0.41%,11.61%,14.54%,$-4.56,48
Jakob Poeltl,C/UTIL,TOR,36.52,11.34,23.57%,0.17%,4.35%,8.98%,$-4.66,48
Ja Morant,PG/G/UTIL,MEM,42.56,15.47,16.2%,0.59%,6.1%,4.97%,$-4.72,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,29.33,10.29,11.79%,0.8%,2.56%,1.43%,$-4.96,48
CJ McCollum,PG/SG/G/UTIL,NOP,37.85,10.58,17.37%,0.34%,4.4%,2.73%,$-5.06,48
Jamal Shead,PG/G/UTIL,TOR,14.07,6.96,21.39%,0.0%,0.07%,0.1%,$-5.14,48
Trey Murphy III,SF/SG/G/F/UTIL,NOP,37.93,9.8,17.63%,0.27%,11.95%,5.78%,$-5.23,48
Naji Marshall,PF/SF/F/UTIL,DAL,27.03,10.02,16.72%,0.41%,4.83%,3.27%,$-5.24,48
Garrison Mathews,SF/SG/G/F/UTIL,ATL,20.75,8.37,17.04%,0.31%,22.9%,17.91%,$-5.25,48
Cam Whitmore,PF/SF/F/UTIL,HOU,20.62,10.07,16.04%,0.49%,8.09%,6.92%,$-5.33,48
Keldon Johnson,PF/SF/F/UTIL,SAS,24.11,10.32,16.09%,0.42%,9.75%,8.19%,$-5.34,48
Jaren Jackson Jr.,C/PF/F/UTIL,MEM,42.94,14.78,13.09%,0.62%,7.1%,3.61%,$-5.47,48
Tristan da Silva,PF/SF/F/UTIL,ORL,25.34,7.09,16.58%,0.27%,4.58%,3.68%,$-5.50,48
Chris Paul,PG/G/UTIL,SAS,32.78,10.81,14.11%,0.49%,3.74%,4.45%,$-5.52,48
Walker Kessler,C/UTIL,UTA,35.94,12.4,17.41%,0.02%,4.96%,8.51%,$-5.65,48
Dillon Brooks,PF/F/UTIL,HOU,27.5,6.09,14.57%,0.43%,2.68%,2.88%,$-5.71,48
Tristen Newton,PG/G/UTIL,MIN,0,0.0,27.67%,0.0%,0.02%,0.03%,$-5.74,48
Scottie Barnes,PG/SF/G/F/UTIL,TOR,43.02,13.73,13.67%,0.28%,9.32%,4.53%,$-5.78,48
Chris Boucher,C/PF/F/UTIL,TOR,21.06,10.76,14.47%,0.18%,6.89%,6.03%,$-5.79,48
Dyson Daniels,PG/SG/G/UTIL,ATL,36.18,9.01,14.51%,0.26%,4.92%,3.02%,$-5.81,48
Paolo Banchero,PF/F/UTIL,ORL,41.88,16.96,11.11%,0.36%,7.96%,5.0%,$-5.86,48
Coby White,PG/SG/G/UTIL,CHI,33.77,9.32,12.21%,0.23%,6.73%,5.22%,$-5.95,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,22.68,5.97,13.04%,0.01%,0.23%,0.36%,$-5.99,48
Josh Green,PF/SF/F/UTIL,CHA,16.34,4.78,13.99%,0.0%,0.14%,0.1%,$-6.00,48
Kyle Filipowski,C/PF/F/UTIL,UTA,23.22,9.38,13.31%,0.21%,7.5%,7.0%,$-6.02,48
Desmond Bane,SG/G/UTIL,MEM,36.17,11.67,14.23%,0.04%,2.61%,2.14%,$-6.06,48
Harrison Barnes,PF/SF/F/UTIL,SAS,22.37,6.85,12.28%,0.28%,5.01%,4.48%,$-6.09,48
Gradey Dick,SG/G/UTIL,TOR,24.27,8.12,14.14%,0.01%,4.85%,5.91%,$-6.15,48
Jaden McDaniels,SF/F/UTIL,MIN,24.45,7.12,12.16%,0.18%,2.88%,3.5%,$-6.16,48
Josh Giddey,PG/G/UTIL,CHI,38.16,12.25,10.79%,0.33%,4.62%,4.2%,$-6.17,48
Trayce Jackson-Davis,C/UTIL,GSW,28.46,11.65,13.74%,0.0%,0.41%,0.69%,$-6.17,48
Vit Krejci,PG/SG/G/UTIL,ATL,23.51,7.53,12.14%,0.13%,29.36%,34.6%,$-6.19,48
Derrick White,PG/SG/G/UTIL,BOS,34.75,8.16,13.04%,0.04%,3.94%,2.72%,$-6.24,48
Santi Aldama,PF/F/UTIL,MEM,20.76,9.87,12.73%,0.01%,3.97%,4.11%,$-6.25,48
Khris Middleton,SF/SG/G/F/UTIL,MIL,25.37,11.31,10.0%,0.34%,4.76%,3.07%,$-6.31,48
Nickeil Alexander-Walker,SF/SG/G/F/UTIL,MIN,19.45,7.54,11.71%,0.1%,7.78%,5.85%,$-6.31,48
Dominick Barlow,C/UTIL,ATL,17.82,8.9,12.13%,0.0%,2.34%,6.88%,$-6.35,48
Aaron Holiday,PG/G/UTIL,HOU,8.01,4.54,7.5%,0.0%,0.05%,0.1%,$-6.35,48
Isaiah Collier,PG/SG/G/UTIL,UTA,26.22,8.43,11.19%,0.01%,3.94%,3.27%,$-6.47,48
Stephen Curry,PG/G/UTIL,GSW,43.95,13.75,10.41%,0.1%,4.26%,3.65%,$-6.48,48
Nikola Vucevic,C/UTIL,CHI,40.95,13.08,8.47%,0.4%,2.22%,3.36%,$-6.49,48
Jrue Holiday,PG/SG/G/UTIL,BOS,27.32,8.13,10.47%,0.03%,4.31%,3.83%,$-6.58,48
Dennis Schroder,PG/SG/G/UTIL,GSW,26.39,9.54,10.93%,0.0%,1.88%,1.45%,$-6.59,48
Davion Mitchell,PG/SG/G/UTIL,TOR,18.03,6.0,10.26%,0.0%,2.13%,1.96%,$-6.62,48
Zach LaVine,SF/SG/G/F/UTIL,CHI,40.4,11.8,10.03%,0.05%,5.19%,2.39%,$-6.63,48
Mike Conley,PG/G/UTIL,MIN,21.48,8.96,9.66%,0.0%,2.79%,4.91%,$-6.72,48
Guerschon Yabusele,C/PF/F/UTIL,PHI,28.05,8.01,8.9%,0.05%,2.79%,1.0%,$-6.73,48
Miles Bridges,PF/F/UTIL,CHA,35.56,11.21,8.1%,0.15%,2.61%,1.73%,$-6.74,48
Naz Reid,C/PF/F/UTIL,MIN,24.93,11.09,7.93%,0.18%,3.42%,2.51%,$-6.78,48
Jordan Hawkins,SG/G/UTIL,NOP,16.6,7.54,8.37%,0.0%,1.41%,1.71%,$-6.92,48
Jamal Murray,PG/SG/G/UTIL,DEN,34.56,10.02,8.3%,0.0%,4.28%,2.62%,$-6.93,48
Jose Alvarado,PG/G/UTIL,NOP,18.89,8.68,7.5%,0.03%,4.1%,6.27%,$-6.99,48
Jaden Hardy,PG/SG/G/UTIL,DAL,22.57,10.04,7.52%,0.0%,2.09%,1.88%,$-7.02,48
Gary Payton II,SF/F/UTIL,GSW,9.43,5.5,6.22%,0.0%,0.07%,0.1%,$-7.02,48
Jalen Smith,C/UTIL,CHI,18.26,10.51,7.01%,0.0%,1.59%,4.36%,$-7.07,48
Al Horford,C/PF/F/UTIL,BOS,20.86,8.06,6.62%,0.0%,0.36%,0.3%,$-7.07,48
Payton Pritchard,PG/SG/G/UTIL,BOS,22.9,9.25,7.29%,0.0%,1.02%,0.95%,$-7.09,48
Donte DiVincenzo,PG/SG/G/UTIL,MIN,26.86,9.28,5.82%,0.06%,2.0%,1.55%,$-7.09,48
Eric Gordon,SG/G/UTIL,PHI,17.73,5.48,7.41%,0.0%,0.52%,3.76%,$-7.12,48
Fred VanVleet,PG/G/UTIL,HOU,35.51,8.06,6.17%,0.0%,0.66%,0.79%,$-7.13,48
Keion Brooks Jr.,PF/SF/F/UTIL,NOP,0,0.0,0.65%,0.0%,0.05%,0.03%,$-7.18,48
LaMelo Ball,PG/G/UTIL,CHA,46.38,13.74,6.24%,0.0%,10.34%,6.68%,$-7.20,48
Damian Lillard,PG/G/UTIL,MIL,38.67,11.59,5.89%,0.0%,1.52%,1.59%,$-7.21,48
Micah Potter,C/PF/F/UTIL,UTA,14.97,6.33,0.33%,0.0%,0.05%,0.1%,$-7.22,48
Jay Huff,C/UTIL,MEM,8.76,5.44,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Svi Mykhailiuk,SF/SG/G/F/UTIL,UTA,18.53,9.54,5.87%,0.0%,0.75%,0.4%,$-7.25,48
Malaki Branham,PG/SG/G/UTIL,SAS,3.34,2.28,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Emanuel Miller,PF/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Collin Sexton,PG/SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.05%,0.07%,$-7.25,48
Brandin Podziemski,PG/SG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
Isaiah Wong,PG/SG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Drew Eubanks,C/UTIL,UTA,18.32,9.24,0.0%,0.0%,0.05%,0.12%,$-7.25,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Harrison Ingram,PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Jevon Carter,PG/G/UTIL,CHI,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Dante Exum,SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Adama Sanogo,C/UTIL,CHI,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Hunter Tyson,PF/SF/F/UTIL,DEN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
DeAndre Jordan,C/UTIL,DEN,7.74,5.02,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Landry Shamet,SF/SG/G/F/UTIL,NYK,8.35,4.53,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Jordan Walsh,SF/SG/G/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Charles Bassey,C/UTIL,SAS,14.4,8.96,0.02%,0.0%,0.05%,0.1%,$-7.25,48
Xavier Tillman,C/PF/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Clint Capela,C/UTIL,ATL,27.87,13.31,5.42%,0.0%,1.61%,3.83%,$-7.27,48
Anthony Black,PG/G/UTIL,ORL,22.85,9.25,5.5%,0.0%,0.61%,0.78%,$-7.36,48
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,13.5,6.69,4.35%,0.0%,0.23%,0.1%,$-7.36,48
Bobby Portis,C/PF/F/UTIL,MIL,24.95,11.99,4.83%,0.0%,4.72%,3.38%,$-7.38,48
Julian Phillips,PF/F/UTIL,CHI,8.79,4.64,7.05%,0.0%,0.11%,0.1%,$-7.39,48
Maxi Kleber,C/PF/F/UTIL,DAL,14.11,5.18,5.34%,0.0%,0.18%,0.1%,$-7.42,48
Lindy Waters III,SF/SG/G/F/UTIL,GSW,14.98,6.76,3.78%,0.0%,0.23%,0.1%,$-7.43,48
Cody Martin,SF/SG/G/F/UTIL,CHA,18.71,6.97,4.36%,0.0%,2.45%,1.53%,$-7.46,48
Michael Porter Jr.,PF/SF/F/UTIL,DEN,29.52,9.5,4.01%,0.0%,2.65%,1.8%,$-7.51,48
Ochai Agbaji,PF/SF/F/UTIL,TOR,11.55,5.48,2.18%,0.0%,0.07%,0.1%,$-7.51,48
Kelly Oubre Jr.,SG/G/UTIL,PHI,33.44,7.51,3.51%,0.0%,0.34%,1.55%,$-7.58,48
Brook Lopez,C/UTIL,MIL,26.13,7.43,2.77%,0.0%,0.48%,1.28%,$-7.60,48
Yves Missi,C/UTIL,NOP,24.06,8.83,3.19%,0.0%,1.61%,3.66%,$-7.61,48
Jake LaRavia,PF/SF/F/UTIL,MEM,14.95,7.48,2.86%,0.0%,0.34%,0.25%,$-7.66,48
Jericho Sims,C/UTIL,NYK,19.28,7.41,2.62%,0.0%,0.43%,0.1%,$-7.70,48
Cody Williams,SF/F/UTIL,UTA,21.07,5.35,0.18%,0.0%,0.14%,0.1%,$-7.75,48
Christian Braun,SF/SG/G/F/UTIL,DEN,18.36,7.0,1.43%,0.0%,0.48%,0.33%,$-7.76,48
Javonte Green,PF/SF/F/UTIL,NOP,12.73,6.12,0.1%,0.0%,0.07%,0.1%,$-7.76,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,6.85,4.37,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Jaden Springer,PG/SF/G/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Talen Horton-Tucker,SF/SG/G/F/UTIL,CHI,7.77,5.02,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Franz Wagner,PF/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.07%,0.08%,$-7.77,48
Scotty Pippen Jr.,PG/G/UTIL,MEM,11.49,7.02,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Cameron Payne,PG/SG/G/UTIL,NYK,9.77,5.94,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Pat Spencer,PG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
John Konchar,PF/SF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Marjon Beauchamp,PG/SF/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Immanuel Quickley,PG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.07%,0.06%,$-7.77,48
Chris Duarte,SF/SG/G/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Lonzo Ball,PG/G/UTIL,CHI,0,0.0,0.0%,0.0%,0.07%,0.04%,$-7.77,48
Jalen Johnson,PF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.07%,0.08%,$-7.77,48
Moses Moody,SF/SG/G/F/UTIL,GSW,10.18,5.82,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Julian Strawther,SF/SG/G/F/UTIL,DEN,16.28,6.52,3.95%,0.0%,0.11%,0.06%,$-7.77,48
Dalen Terry,SF/F/UTIL,CHI,4.98,3.06,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Pat Connaughton,PF/SF/F/UTIL,MIL,7.14,4.13,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Blake Wesley,PG/SG/G/UTIL,SAS,3.47,2.39,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Jonathan Mogbo,C/PF/F/UTIL,TOR,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
AJ Lawson,PG/G/UTIL,TOR,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Zyon Pullin,PG/SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Tre Jones,PG/G/UTIL,SAS,13.94,7.14,2.32%,0.0%,0.54%,1.17%,$-7.78,48
Luke Kennard,PG/SG/G/UTIL,MEM,17.77,7.72,1.43%,0.0%,0.68%,0.52%,$-7.83,48
Jaylen Wells,SF/SG/G/F/UTIL,MEM,20.34,7.03,1.27%,0.0%,0.25%,0.14%,$-7.83,48
Gui Santos,PF/F/UTIL,GSW,9.31,5.13,0.88%,0.0%,0.16%,0.1%,$-7.83,48
Julian Champagnie,SF/SG/G/F/UTIL,SAS,16.33,7.53,1.2%,0.0%,0.77%,0.73%,$-7.86,48
Justin Edwards,SF/F/UTIL,PHI,11.39,5.54,1.07%,0.0%,1.2%,0.1%,$-7.88,48
Buddy Hield,SF/SG/G/F/UTIL,GSW,22.22,8.94,0.02%,0.0%,0.23%,0.16%,$-7.88,48
Zion Williamson,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.23%,0.08%,$-7.89,48
Jeff Dowtin,PG/G/UTIL,PHI,9.01,5.07,0.0%,0.0%,0.39%,0.1%,$-7.91,48
Brandon Miller,SF/SG/G/F/UTIL,CHA,33.49,9.45,0.65%,0.0%,1.02%,0.43%,$-7.92,48
Luka Doncic,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.32%,0.1%,$-7.93,48
Trae Young,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.16%,0.09%,$-7.93,48
Zach Edey,C/UTIL,MEM,20.15,9.6,0.01%,0.0%,0.32%,0.78%,$-7.93,48
Ayo Dosunmu,PG/SG/G/UTIL,CHI,23.37,8.77,0.0%,0.0%,0.57%,0.59%,$-7.95,48
Tidjane Salaun,PF/F/UTIL,CHA,12.69,6.15,0.93%,0.0%,0.09%,0.1%,$-7.95,48
Ricky Council IV,PF/SF/F/UTIL,PHI,12.36,6.93,0.04%,0.0%,0.75%,0.38%,$-7.98,48
Taurean Prince,PF/SF/F/UTIL,MIL,14.78,5.42,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,10.45,5.07,0.04%,0.0%,0.63%,0.43%,$-8.06,48
John Collins,C/PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.18%,0.06%,$-8.06,48
Vasilije Micic,PG/G/UTIL,CHA,7.38,4.53,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Caleb Houstan,PF/SF/F/UTIL,ORL,11.62,4.77,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Jeremy Sochan,C/PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.09%,0.05%,$-8.06,48
Brandon Clarke,C/UTIL,MEM,17.4,8.86,0.01%,0.0%,0.27%,0.66%,$-8.06,48
Josh Minott,SF/F/UTIL,MIN,5.5,3.66,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Riley Minix,PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.09%,0.03%,$-8.06,48
Patrick Williams,PF/F/UTIL,CHI,19.24,7.43,0.03%,0.0%,0.18%,0.2%,$-8.06,48
Matas Buzelis,PF/SF/F/UTIL,CHI,10.94,5.97,0.03%,0.0%,0.18%,0.1%,$-8.06,48
Sam Hauser,PF/SF/F/UTIL,BOS,9.68,5.27,0.02%,0.0%,0.09%,0.1%,$-8.06,48
Jabari Smith Jr.,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.09%,0.05%,$-8.06,48
Sandro Mamukelashvili,C/PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.09%,0.03%,$-8.06,48
Bruce Brown,SF/SG/G/F/UTIL,TOR,15.62,7.14,0.96%,0.0%,0.11%,0.04%,$-8.13,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,8.96,4.99,0.07%,0.0%,0.2%,0.1%,$-8.15,48
Aaron Gordon,PF/F/UTIL,DEN,18.15,8.7,0.0%,0.0%,0.2%,0.37%,$-8.16,48
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.2%,0.07%,$-8.16,48
Kyrie Irving,PG/SG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.2%,0.08%,$-8.16,48
De'Andre Hunter,PF/SF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.11%,0.06%,$-8.24,48
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.11%,0.07%,$-8.24,48
Brandon Ingram,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.11%,0.08%,$-8.24,48
Jett Howard,PF/SF/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.11%,0.1%,$-8.24,48
Jonathan Kuminga,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.11%,0.06%,$-8.24,48
Daeqwon Plowden,SF/SG/G/F/UTIL,ATL,7.13,4.45,0.0%,0.0%,0.11%,0.1%,$-8.24,48
Jaylen Clark,SG/G/UTIL,MIN,0,0.0,0.09%,0.0%,0.02%,0.03%,$-9.06,48
JD Davison,PG/G/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Anton Watson,SF/F/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Kyle Anderson,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Sidy Cissoko,SF/SG/G/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jeff Green,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Tyler Smith,PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Baylor Scheierman,SG/G/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Miles McBride,PG/SG/G/UTIL,NYK,18.03,7.85,0.0%,0.0%,0.02%,1.01%,$-9.07,48
Larry Nance Jr.,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
DaQuan Jeffries,PF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Cody Zeller,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Kobe Bufkin,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Yuki Kawamura,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Tre Mann,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Gary Harris,SF/SG/G/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Dwight Powell,C/UTIL,DAL,4.62,3.08,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Torrey Craig,PF/F/UTIL,CHI,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Tari Eason,PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Jazian Gortman,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Olivier-Maxence Prosper,PF/SF/F/UTIL,DAL,14.83,8.04,0.0%,0.0%,0.02%,0.01%,$-9.07,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Vince Williams Jr.,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Spencer Jones,SF/SG/G/F/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Neemias Queta,C/UTIL,BOS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Goga Bitadze,C/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.05%,$-9.07,48
