Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Dejounte Murray,PG/G/UTIL,NOP,44.67,13.27,19.62%,1.3%,4.74%,3.96%,$-3.91,48
Guerschon Yabusele,C/PF/F/UTIL,PHI,28.903125,6.735060199177877,17.01%,0.76%,2.79%,1.0%,$-4.08,36
Micah Potter,C/PF/F/UTIL,UTA,14.97,6.33,29.32%,0.0%,0.07%,0.1%,$-4.13,48
Cam Whitmore,PF/SF/F/UTIL,HOU,20.62,10.07,18.01%,0.45%,8.16%,6.92%,$-4.23,48
Jeremiah Robinson-Earl,C/PF/F/UTIL,NOP,17.26,7.86,19.8%,0.45%,18.43%,18.26%,$-4.27,48
Jaden McDaniels,SF/F/UTIL,MIN,24.45,7.12,13.75%,0.82%,2.63%,3.5%,$-4.36,48
CJ McCollum,PG/SG/G/UTIL,NOP,38.1,10.65,20.08%,0.57%,4.74%,2.73%,$-4.44,48
Walker Kessler,C/UTIL,UTA,35.94,12.4,19.03%,0.45%,4.76%,8.51%,$-4.46,48
Rudy Gobert,C/UTIL,MIN,33.37,9.29,22.34%,0.44%,3.7%,7.83%,$-4.54,48
Jose Alvarado,PG/G/UTIL,NOP,19.0,8.74,10.14%,0.66%,3.22%,6.27%,$-4.71,48
Russell Westbrook,PG/G/UTIL,DEN,37.99,11.98,21.64%,0.17%,5.37%,5.41%,$-4.83,48
Keldon Johnson,PF/SF/F/UTIL,SAS,24.11,10.32,19.17%,0.45%,10.36%,8.19%,$-4.86,48
Vit Krejci,PG/SG/G/UTIL,ATL,23.51,7.53,17.73%,0.43%,31.19%,34.6%,$-4.87,48
Anthony Edwards,SG/G/UTIL,MIN,47.77,13.07,20.38%,0.27%,6.94%,3.81%,$-4.88,48
Nikola Vucevic,C/UTIL,CHI,40.95,13.08,16.62%,0.72%,2.7%,3.36%,$-4.94,48
Peyton Watson,PF/F/UTIL,DEN,21.89,7.03,19.19%,0.09%,0.48%,0.58%,$-5.00,48
Zach LaVine,SF/SG/G/F/UTIL,CHI,40.4,11.8,16.61%,0.45%,6.26%,2.39%,$-5.01,48
Brandon Clarke,C/UTIL,MEM,17.4,8.86,22.86%,0.0%,0.18%,0.66%,$-5.05,48
Dillon Brooks,PF/F/UTIL,HOU,27.5,6.09,21.77%,0.01%,2.65%,2.88%,$-5.08,48
Nickeil Alexander-Walker,SF/SG/G/F/UTIL,MIN,19.45,7.54,17.68%,0.35%,8.57%,5.85%,$-5.17,48
Stephen Curry,PG/G/UTIL,GSW,44.81,14.0,19.51%,0.06%,5.49%,3.65%,$-5.17,48
Josh Giddey,PG/G/UTIL,CHI,38.16,12.25,17.32%,0.42%,4.74%,4.2%,$-5.20,48
Paolo Banchero,PF/F/UTIL,ORL,41.88,16.96,13.27%,0.48%,8.39%,5.0%,$-5.21,48
Jayson Tatum,PF/SF/F/UTIL,BOS,50.555802951388884,15.168710041104612,19.3%,0.11%,4.87%,8.43%,$-5.24,47
Aaron Gordon,PF/F/UTIL,DEN,18.15,8.7,16.54%,0.09%,0.27%,0.37%,$-5.25,48
Santi Aldama,PF/F/UTIL,MEM,20.76,9.87,18.93%,0.09%,3.76%,4.11%,$-5.37,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,29.33,10.29,18.97%,0.1%,2.43%,1.43%,$-5.37,48
Cole Anthony,PG/SG/G/UTIL,ORL,33.53,12.53,16.61%,0.3%,8.05%,5.69%,$-5.48,48
Kyle Filipowski,C/PF/F/UTIL,UTA,23.22,9.38,17.7%,0.03%,7.93%,7.0%,$-5.53,48
Dominick Barlow,C/UTIL,ATL,17.82,8.9,16.0%,0.19%,2.18%,6.88%,$-5.59,48
Jaren Jackson Jr.,C/PF/F/UTIL,MEM,42.94,14.78,14.25%,0.35%,8.03%,3.61%,$-5.64,48
Clint Capela,C/UTIL,ATL,27.87,13.31,17.01%,0.09%,1.56%,3.83%,$-5.65,48
Scottie Barnes,PG/SF/G/F/UTIL,TOR,41.246171875,13.550187954740817,13.93%,0.25%,3.4%,4.53%,$-5.78,47
Coby White,PG/SG/G/UTIL,CHI,33.77,9.32,15.35%,0.14%,7.87%,5.22%,$-5.79,48
Jamal Murray,PG/SG/G/UTIL,DEN,34.56,10.02,15.4%,0.02%,4.31%,2.62%,$-5.86,48
Al Horford,C/PF/F/UTIL,BOS,19.999887152777777,7.954443912251347,16.43%,0.0%,0.18%,0.3%,$-5.88,47
Ja Morant,PG/G/UTIL,MEM,42.56,15.47,13.43%,0.36%,5.49%,4.97%,$-5.90,48
Brook Lopez,C/UTIL,MIL,26.13,7.43,12.42%,0.09%,0.59%,1.28%,$-5.90,48
Ryan Rollins,PG/G/UTIL,MIL,13.91,7.28,15.58%,0.0%,0.07%,0.09%,$-5.90,48
Isaiah Collier,PG/SG/G/UTIL,UTA,26.22,8.43,14.49%,0.06%,4.01%,3.27%,$-5.99,48
Dyson Daniels,PG/SG/G/UTIL,ATL,36.18,9.01,13.01%,0.29%,4.58%,3.02%,$-6.02,48
Damian Lillard,PG/G/UTIL,MIL,38.67,11.59,13.49%,0.02%,2.18%,1.59%,$-6.02,48
Khris Middleton,SF/SG/G/F/UTIL,MIL,25.37,11.31,12.63%,0.13%,5.46%,3.07%,$-6.09,48
Jordan Hawkins,SG/G/UTIL,NOP,16.69,7.59,13.1%,0.0%,1.07%,1.71%,$-6.16,48
Desmond Bane,SG/G/UTIL,MEM,36.17,11.67,12.89%,0.07%,3.26%,2.14%,$-6.17,48
Naz Reid,C/PF/F/UTIL,MIN,24.93,11.09,13.94%,0.0%,3.31%,2.51%,$-6.20,48
Miles Bridges,PF/F/UTIL,CHA,35.56,11.21,12.88%,0.0%,2.29%,1.73%,$-6.31,48
Jakob Poeltl,C/UTIL,TOR,35.01418402777778,11.19148808497894,12.26%,0.01%,1.56%,8.98%,$-6.38,47
Precious Achiuwa,C/PF/F/UTIL,NYK,17.39125,7.94585753835592,11.48%,0.03%,8.25%,14.51%,$-6.42,36
Bobby Portis,C/PF/F/UTIL,MIL,24.95,11.99,11.71%,0.0%,4.4%,3.38%,$-6.47,48
Jaylen Brown,SF/SG/G/F/UTIL,BOS,42.05153645833333,11.665201866353712,11.57%,0.0%,0.79%,2.8%,$-6.48,47
Jalen Smith,C/UTIL,CHI,18.26,10.51,7.14%,0.75%,1.25%,4.36%,$-6.52,48
Dennis Schroder,PG/SG/G/UTIL,GSW,27.19,9.83,11.16%,0.0%,2.0%,1.45%,$-6.52,48
Jericho Sims,C/UTIL,NYK,16.97,6.230561307853692,8.77%,0.02%,0.43%,0.1%,$-6.54,36
Luke Kennard,PG/SG/G/UTIL,MEM,17.77,7.72,10.83%,0.0%,1.0%,0.52%,$-6.57,48
Tre Jones,PG/G/UTIL,SAS,13.94,7.14,10.76%,0.0%,0.79%,1.17%,$-6.60,48
Michael Porter Jr.,PF/SF/F/UTIL,DEN,29.52,9.5,10.79%,0.0%,2.52%,1.8%,$-6.61,48
Fred VanVleet,PG/G/UTIL,HOU,35.51,8.06,10.13%,0.0%,0.82%,0.79%,$-6.61,48
Cody Martin,SF/SG/G/F/UTIL,CHA,18.71,6.97,9.96%,0.01%,2.52%,1.53%,$-6.68,48
Nick Smith Jr.,SF/SG/G/F/UTIL,CHA,13.5,6.69,9.46%,0.0%,0.23%,0.1%,$-6.71,48
LaMelo Ball,PG/G/UTIL,CHA,46.38,13.74,9.27%,0.03%,16.71%,6.68%,$-6.74,48
Jaylen Wells,SF/SG/G/F/UTIL,MEM,20.34,7.03,10.51%,0.0%,0.52%,0.14%,$-6.74,48
Donte DiVincenzo,PG/SG/G/UTIL,MIN,26.86,9.28,7.37%,0.15%,2.11%,1.55%,$-6.82,48
Maxi Kleber,C/PF/F/UTIL,DAL,14.11,5.18,10.09%,0.0%,0.09%,0.1%,$-6.84,48
Yves Missi,C/UTIL,NOP,24.25,8.9,7.9%,0.0%,1.27%,3.66%,$-6.92,48
Jake LaRavia,PF/SF/F/UTIL,MEM,14.95,7.48,8.5%,0.0%,0.43%,0.25%,$-6.99,48
Spencer Dinwiddie,PG/G/UTIL,DAL,32.4,9.69,1.6%,0.0%,0.05%,0.08%,$-7.06,48
Chris Boucher,C/PF/F/UTIL,TOR,20.191640624999998,10.619083932484427,6.68%,0.0%,1.95%,6.03%,$-7.10,47
Christian Braun,SF/SG/G/F/UTIL,DEN,18.36,7.0,6.71%,0.0%,0.43%,0.33%,$-7.11,48
Andre Jackson Jr.,SF/SG/G/F/UTIL,MIL,10.45,5.07,6.83%,0.0%,0.5%,0.43%,$-7.15,48
Taurean Prince,PF/SF/F/UTIL,MIL,14.78,5.42,0.39%,0.0%,0.05%,0.1%,$-7.21,48
Tyrese Maxey,PG/G/UTIL,PHI,35.725624999999994,10.510393569253864,5.45%,0.0%,2.43%,3.35%,$-7.24,36
Harrison Ingram,PF/F/UTIL,SAS,0,0.0,0.01%,0.0%,0.05%,0.03%,$-7.25,48
David Duke Jr.,SG/G/UTIL,SAS,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Spencer Jones,SF/SG/G/F/UTIL,DEN,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Sidy Cissoko,SF/SG/G/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Chris Livingston,SF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Landry Shamet,SF/SG/G/F/UTIL,NYK,4.6968749999999995,3.8089666294976006,0.0%,0.0%,0.05%,0.1%,$-7.25,36
Vince Williams Jr.,PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Steven Adams,C/UTIL,HOU,12.27,6.99,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Dereck Lively II,C/UTIL,DAL,0,0.0,0.0%,0.0%,0.05%,0.05%,$-7.25,48
Scotty Pippen Jr.,PG/G/UTIL,MEM,11.49,7.02,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Kessler Edwards,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
DeAndre Jordan,C/UTIL,DEN,7.74,5.02,0.0%,0.0%,0.05%,0.1%,$-7.25,48
Yuki Kawamura,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Gary Harris,SF/SG/G/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.05%,0.03%,$-7.25,48
Brandon Ingram,PG/G/UTIL,NOP,0,0.0,0.0%,0.0%,0.05%,0.08%,$-7.25,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
Tari Eason,PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.05%,0.04%,$-7.25,48
Julian Champagnie,SF/SG/G/F/UTIL,SAS,16.33,7.53,5.82%,0.0%,1.29%,0.73%,$-7.27,48
Ayo Dosunmu,PG/SG/G/UTIL,CHI,23.37,8.77,5.29%,0.0%,0.73%,0.59%,$-7.30,48
Anthony Black,PG/G/UTIL,ORL,22.85,9.25,5.21%,0.0%,0.66%,0.78%,$-7.32,48
Gui Santos,PF/F/UTIL,GSW,16.7,7.1,5.05%,0.0%,0.16%,0.1%,$-7.33,48
Ochai Agbaji,PF/SF/F/UTIL,TOR,11.073763020833333,5.408232337361958,5.92%,0.0%,0.09%,0.1%,$-7.35,47
RJ Barrett,SF/F/UTIL,TOR,38.168528645833334,12.40537964975179,4.01%,0.0%,0.48%,3.46%,$-7.44,47
Brandon Miller,SF/SG/G/F/UTIL,CHA,33.49,9.45,3.52%,0.0%,1.04%,0.43%,$-7.60,48
Davion Mitchell,PG/SG/G/UTIL,TOR,17.286575520833335,5.921422267184625,3.06%,0.0%,0.18%,1.96%,$-7.69,47
Caleb Houstan,PF/SF/F/UTIL,ORL,11.62,4.77,0.57%,0.0%,0.07%,0.1%,$-7.70,48
Julian Strawther,SF/SG/G/F/UTIL,DEN,16.28,6.52,0.19%,0.0%,0.07%,0.06%,$-7.75,48
Justin Edwards,SF/F/UTIL,PHI,9.031875,4.658206429893313,2.1%,0.0%,1.2%,0.1%,$-7.76,36
Marcus Smart,SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Gary Trent Jr.,SF/SG/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
De'Andre Hunter,PF/SF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.14%,0.06%,$-7.77,48
Charles Bassey,C/UTIL,SAS,14.4,8.96,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Patrick Williams,PF/F/UTIL,CHI,19.24,7.43,0.0%,0.0%,0.14%,0.2%,$-7.77,48
Jay Huff,C/UTIL,MEM,8.76,5.44,0.06%,0.0%,0.07%,0.1%,$-7.77,48
Talen Horton-Tucker,SF/SG/G/F/UTIL,CHI,7.77,5.02,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Jeremy Sochan,C/PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.14%,0.05%,$-7.77,48
Cameron Payne,PG/SG/G/UTIL,NYK,5.4956249999999995,4.994539024109437,0.0%,0.0%,0.14%,0.1%,$-7.77,36
Jeff Green,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Taj Gibson,C/UTIL,CHA,7.99,4.55,0.0%,0.0%,0.07%,0.1%,$-7.77,48
Markieff Morris,C/PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Daniel Theis,C/UTIL,NOP,13.09,6.9,0.02%,0.0%,0.07%,0.1%,$-7.77,48
Jamal Shead,PG/G/UTIL,TOR,13.489856770833335,6.868849829934165,0.0%,0.0%,0.07%,0.1%,$-7.77,47
Dalen Terry,SF/F/UTIL,CHI,4.98,3.06,0.0%,0.0%,0.14%,0.1%,$-7.77,48
Karlo Matkovic,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Tyler Smith,PF/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Antonio Reeves,SF/SG/G/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.07%,0.03%,$-7.77,48
Bruce Brown,SF/SG/G/F/UTIL,TOR,14.975946180555553,7.0464924979497034,0.0%,0.0%,0.07%,0.04%,$-7.77,47
Derrick White,PG/SG/G/UTIL,BOS,33.317165798611114,8.05313428337109,1.33%,0.0%,0.41%,2.72%,$-7.80,47
Pat Connaughton,PF/SF/F/UTIL,MIL,7.14,4.13,0.51%,0.0%,0.16%,0.1%,$-7.87,48
Jrue Holiday,PG/SG/G/UTIL,BOS,26.193524305555556,8.023527172035168,1.21%,0.0%,1.04%,3.83%,$-7.88,47
Gradey Dick,SG/G/UTIL,TOR,23.269283854166666,8.01365813492319,0.0%,0.0%,0.23%,5.91%,$-7.88,47
Payton Pritchard,PG/SG/G/UTIL,BOS,21.95577256944444,9.128859328576295,1.13%,0.0%,0.43%,0.95%,$-7.88,47
Daeqwon Plowden,SF/SG/G/F/UTIL,ATL,7.13,4.45,0.28%,0.0%,0.16%,0.1%,$-7.90,48
Jeff Dowtin,PG/G/UTIL,PHI,10.755625,4.263015631689368,0.0%,0.0%,0.39%,0.1%,$-7.91,36
Zach Edey,C/UTIL,MEM,20.15,9.6,0.84%,0.0%,0.43%,0.78%,$-7.91,48
Moses Moody,SF/SG/G/F/UTIL,GSW,10.27,5.87,0.01%,0.0%,0.16%,0.1%,$-7.93,48
Jalen Suggs,PG/SG/G/UTIL,ORL,0,0.0,0.0%,0.0%,0.16%,0.07%,$-7.93,48
Jalen Johnson,PF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.16%,0.08%,$-7.93,48
Zion Williamson,C/PF/F/UTIL,NOP,0,0.0,0.0%,0.0%,0.16%,0.08%,$-7.93,48
Lauri Markkanen,PF/SF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.16%,0.07%,$-7.93,48
Trae Young,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.66%,0.09%,$-7.97,48
Ricky Council IV,PF/SF/F/UTIL,PHI,12.639999999999999,5.826962194794342,0.0%,0.0%,0.75%,0.38%,$-7.98,36
Draymond Green,C/PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,1.5%,1.12%,$-7.98,48
Luka Doncic,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,1.25%,0.1%,$-7.98,48
Jae'Sean Tate,PF/SF/F/UTIL,HOU,8.96,4.99,0.69%,0.0%,0.09%,0.1%,$-7.98,48
Kyrie Irving,PG/SG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.25%,0.08%,$-7.98,48
Kelly Oubre Jr.,SG/G/UTIL,PHI,25.3725,6.314644456407721,0.02%,0.0%,0.34%,1.55%,$-8.00,36
Eric Gordon,SG/G/UTIL,PHI,12.160625000000001,4.607756540760895,0.02%,0.0%,0.52%,3.76%,$-8.02,36
Julian Phillips,PF/F/UTIL,CHI,8.79,4.64,0.05%,0.0%,0.09%,0.1%,$-8.05,48
Malaki Branham,PG/SG/G/UTIL,SAS,3.34,2.28,0.01%,0.0%,0.09%,0.1%,$-8.06,48
Collin Sexton,PG/SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.09%,0.07%,$-8.06,48
Keion Brooks Jr.,PF/SF/F/UTIL,NOP,0,0.0,0.01%,0.0%,0.09%,0.03%,$-8.06,48
Marjon Beauchamp,PG/SF/G/F/UTIL,MIL,0,0.0,0.0%,0.0%,0.09%,0.03%,$-8.06,48
Jett Howard,PF/SF/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.18%,0.1%,$-8.06,48
Matas Buzelis,PF/SF/F/UTIL,CHI,10.94,5.97,0.0%,0.0%,0.09%,0.1%,$-8.06,48
Sam Hauser,PF/SF/F/UTIL,BOS,9.280868055555555,5.200982558010495,0.0%,0.0%,0.09%,0.1%,$-8.06,47
Jonathan Kuminga,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.09%,0.06%,$-8.06,48
Gary Payton II,SF/F/UTIL,GSW,9.56,5.58,0.0%,0.0%,0.18%,0.1%,$-8.06,48
Brandon Boston Jr.,SF/SG/G/F/UTIL,NOP,6.89,4.4,0.0%,0.0%,0.18%,0.1%,$-8.06,48
Josh Minott,SF/F/UTIL,MIN,5.5,3.66,0.0%,0.0%,0.09%,0.1%,$-8.06,48
AJ Green,PG/SG/G/UTIL,MIL,16.39,5.56,0.13%,0.0%,0.11%,0.1%,$-8.23,48
Franz Wagner,PF/F/UTIL,ORL,0,0.0,0.0%,0.0%,0.11%,0.08%,$-8.24,48
Jabari Smith Jr.,C/PF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.11%,0.05%,$-8.24,48
Leonard Miller,C/PF/F/UTIL,MIN,0,0.0,1.62%,0.0%,0.02%,0.03%,$-8.87,48
Emanuel Miller,PF/F/UTIL,CHI,0,0.0,0.14%,0.0%,0.02%,0.03%,$-9.05,48
Nate Williams,PG/SF/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
KJ Simpson,PG/G/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Miles McBride,PG/SG/G/UTIL,NYK,21.954375,6.600527161491427,0.0%,0.0%,0.02%,1.01%,$-9.07,36
Jazian Gortman,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Patty Mills,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jalen Pickett,PG/SG/G/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Nick Richards,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Goga Bitadze,C/UTIL,ORL,0,0.0,0.0%,0.0%,0.02%,0.05%,$-9.07,48
Jack McVeigh,SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Hunter Tyson,PF/SF/F/UTIL,DEN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Trevelin Queen,PG/SG/G/UTIL,ORL,13.37,6.19,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Moussa Diabate,C/UTIL,CHA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Riley Minix,PF/F/UTIL,SAS,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.05%,$-9.07,48
John Konchar,PF/SF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Kevon Looney,C/UTIL,GSW,20.38,10.7,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Luke Kornet,C/UTIL,BOS,7.449622395833332,4.944387593099161,0.0%,0.0%,0.02%,0.1%,$-9.07,47
Terrence Shannon Jr.,SF/SG/G/F/UTIL,MIN,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Brandin Podziemski,PG/SG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Kyle Anderson,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
Aaron Holiday,PG/G/UTIL,HOU,8.01,4.54,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Liam Robbins,C/UTIL,MIL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,48
Vasilije Micic,PG/G/UTIL,CHA,7.38,4.53,0.0%,0.0%,0.02%,0.1%,$-9.07,48
Reggie Jackson,PG/G/UTIL,PHI,6.22125,4.927272505266211,0.0%,0.0%,0.02%,0.1%,$-9.07,36
Jonathan Mogbo,C/PF/F/UTIL,TOR,0,0.0,0.0%,0.0%,0.02%,0.03%,$-9.07,47
Lonzo Ball,PG/G/UTIL,CHI,0,0.0,0.0%,0.0%,0.02%,0.04%,$-9.07,48
