Player,Position,Team,UpdatedProjection,UpdatedStdDev,Cash%,Top1%,Sim. Own%,Proj. Own%,Avg. Return,Game Minutes Remaining
Taran Armstrong,PG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
Keaton Wallace,PG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
N'Faly Dante,C/UTIL,HOU,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
Caleb Martin,PF/F/UTIL,DAL,0,0.0,0.01%,0.0%,0.01%,0.04%,$-2.24,48
Kyle Anderson,PF/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
Marvin Bagley III,C/UTIL,MEM,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
Jalen Johnson,C/UTIL,ATL,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
Braxton Key,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.01%,0.03%,$-2.24,48
Ty Jerome,PG/G/UTIL,CLE,25.78,11.88,22.71%,0.42%,19.62%,40.26%,$-2.25,48
Svi Mykhailiuk,SF/F/UTIL,UTA,18.88,8.33,24.53%,0.22%,10.37%,13.93%,$-2.25,48
Dillon Brooks,PF/F/UTIL,HOU,26.87,7.26,22.33%,0.48%,3.44%,4.02%,$-2.26,48
Max Strus,SF/SG/G/F/UTIL,CLE,24.5,8.11,21.08%,0.4%,6.75%,5.08%,$-2.29,48
Kyle Filipowski,C/PF/F/UTIL,UTA,31.78,11.7,22.7%,0.31%,16.6%,12.72%,$-2.30,48
Kessler Edwards,C/PF/F/UTIL,DAL,22.42,7.0,23.08%,0.24%,10.34%,12.13%,$-2.35,48
Anfernee Simons,PG/SG/G/UTIL,POR,33.81,10.45,20.17%,0.41%,12.76%,11.38%,$-2.35,48
Darius Garland,PG/G/UTIL,CLE,38.91,13.5,21.47%,0.25%,3.11%,3.38%,$-2.42,48
Tyler Herro,PG/G/UTIL,MIA,41.46,10.7,19.95%,0.36%,4.7%,4.78%,$-2.45,48
Donovan Clingan,C/UTIL,POR,27.28,11.18,15.37%,0.69%,1.5%,3.41%,$-2.49,48
Jarrett Allen,C/UTIL,CLE,34.39,12.93,21.26%,0.15%,1.98%,3.28%,$-2.54,48
Franz Wagner,SF/SG/G/F/UTIL,ORL,43.75,12.78,19.49%,0.22%,8.38%,7.09%,$-2.56,48
Toumani Camara,SF/SG/G/F/UTIL,POR,28.38,6.61,19.1%,0.15%,4.13%,2.63%,$-2.60,48
Davion Mitchell,PG/G/UTIL,MIA,22.68,5.28,20.15%,0.2%,0.74%,1.6%,$-2.61,48
Malik Beasley,SF/SG/G/F/UTIL,DET,28.02,9.36,19.86%,0.16%,7.41%,6.84%,$-2.62,48
Onyeka Okongwu,C/UTIL,ATL,37.13,11.7,19.29%,0.1%,1.74%,2.78%,$-2.63,48
Mouhamed Gueye,C/PF/F/UTIL,ATL,13.07,7.01,23.55%,0.0%,0.06%,0.1%,$-2.65,48
Shaedon Sharpe,PG/SG/G/UTIL,POR,32.46,9.41,16.77%,0.55%,1.87%,1.49%,$-2.69,48
Zaccharie Risacher,PF/SF/F/UTIL,ATL,23.78,8.2,17.77%,0.1%,3.85%,3.23%,$-2.78,48
Shai Gilgeous-Alexander,PG/G/UTIL,OKC,52.47,18.89,17.65%,0.09%,22.34%,11.05%,$-2.81,48
Jimmy Butler,PF/SF/F/UTIL,GSW,40.5,11.18,17.86%,0.05%,4.19%,1.82%,$-2.81,48
Stephon Castle,PG/SG/G/UTIL,SAS,34.7,11.66,17.93%,0.0%,4.32%,5.2%,$-2.83,48
Luke Kennard,PG/SG/G/UTIL,MEM,26.06,8.57,17.23%,0.08%,6.94%,7.72%,$-2.84,48
Naji Marshall,PF/SF/F/UTIL,DAL,36.56,9.65,17.16%,0.15%,3.6%,1.94%,$-2.85,48
Terance Mann,PG/SF/G/F/UTIL,ATL,13.62,6.56,16.46%,0.0%,0.07%,0.14%,$-2.86,48
Moses Moody,SF/SG/G/F/UTIL,GSW,25.3,7.06,17.38%,0.02%,0.78%,0.39%,$-2.90,48
Johnny Juzang,SF/SG/G/F/UTIL,UTA,17.83,8.02,16.48%,0.03%,9.44%,7.91%,$-2.94,48
Chris Paul,PG/G/UTIL,SAS,24.49,9.67,16.43%,0.0%,4.44%,5.71%,$-2.95,48
Isaac Okoro,SF/SG/G/F/UTIL,CLE,17.72,6.43,15.81%,0.09%,4.68%,4.05%,$-2.96,48
Jalen Williams,PF/SF/F/UTIL,OKC,37.81,13.23,15.41%,0.04%,3.72%,1.82%,$-2.98,48
Isaiah Stewart,C/UTIL,DET,18.7,9.24,15.36%,0.14%,2.48%,3.1%,$-2.99,48
Chet Holmgren,C/PF/F/UTIL,OKC,34.22,12.9,15.23%,0.08%,7.4%,4.37%,$-2.99,48
Tari Eason,PF/SF/F/UTIL,HOU,25.61,11.7,15.9%,0.0%,5.02%,3.67%,$-2.99,48
Amen Thompson,PG/SF/G/F/UTIL,HOU,37.72,11.84,15.46%,0.02%,6.76%,3.42%,$-3.02,48
Dominick Barlow,C/PF/F/UTIL,ATL,15.71,8.33,12.05%,0.18%,0.53%,0.61%,$-3.02,48
Brice Sensabaugh,SF/F/UTIL,UTA,18.34,8.75,14.94%,0.01%,11.31%,16.63%,$-3.04,48
Jalen Green,PG/SG/G/UTIL,HOU,37.65,11.63,14.25%,0.06%,5.02%,3.57%,$-3.07,48
Tyler Kolek,PG/G/UTIL,NYK,16.49,8.0,14.43%,0.06%,2.78%,4.82%,$-3.07,48
De'Andre Hunter,PF/SF/F/UTIL,CLE,23.3,9.27,13.79%,0.08%,6.96%,5.54%,$-3.08,48
Caris LeVert,SF/SG/G/F/UTIL,ATL,24.28,9.37,14.16%,0.01%,3.7%,2.43%,$-3.08,48
Vince Williams Jr.,SF/SG/G/F/UTIL,MEM,17.86,8.39,13.57%,0.03%,2.57%,2.15%,$-3.11,48
Jay Huff,C/UTIL,MEM,15.52,8.55,15.8%,0.0%,0.26%,0.67%,$-3.11,48
Anthony Black,PG/G/UTIL,ORL,21.52,8.69,13.72%,0.03%,10.55%,3.43%,$-3.12,48
Jeremy Sochan,C/PF/F/UTIL,SAS,27.32,9.89,13.0%,0.03%,4.51%,7.83%,$-3.16,48
Scoot Henderson,PG/G/UTIL,POR,23.83,10.34,13.45%,0.0%,1.15%,1.84%,$-3.17,48
Dean Wade,C/PF/F/UTIL,CLE,13.33,6.12,12.63%,0.0%,0.12%,0.1%,$-3.17,48
Haywood Highsmith,PF/F/UTIL,MIA,17.36,5.52,14.19%,0.0%,0.08%,0.1%,$-3.17,48
Jaylen Wells,SF/F/UTIL,MEM,17.65,6.81,12.79%,0.0%,2.25%,3.62%,$-3.20,48
Steven Adams,C/UTIL,HOU,19.43,9.27,12.06%,0.0%,0.57%,2.06%,$-3.23,48
Spencer Dinwiddie,PG/SG/G/UTIL,DAL,31.27,7.54,11.51%,0.0%,4.54%,3.82%,$-3.27,48
Isaiah Hartenstein,C/UTIL,OKC,30.71,12.99,11.92%,0.0%,0.6%,0.98%,$-3.29,48
Keegan Murray,PF/F/UTIL,SAC,26.75,6.1,11.69%,0.0%,0.57%,0.51%,$-3.30,48
Max Christie,SF/SG/G/F/UTIL,DAL,21.62,6.98,10.96%,0.0%,0.73%,0.57%,$-3.30,48
Landry Shamet,SF/SG/G/F/UTIL,NYK,13.33,5.58,12.75%,0.0%,0.31%,0.29%,$-3.30,48
DeMar DeRozan,SF/F/UTIL,SAC,35.75,9.62,11.09%,0.0%,1.81%,1.29%,$-3.32,48
Klay Thompson,SF/SG/G/F/UTIL,DAL,28.38,9.28,10.11%,0.03%,2.93%,1.64%,$-3.33,48
Keon Ellis,PG/SG/G/UTIL,SAC,16.89,6.72,18.56%,0.0%,0.03%,0.04%,$-3.33,48
Dru Smith,PG/G/UTIL,MIA,0,0.0,0.58%,0.0%,0.02%,0.03%,$-3.33,48
Sam Merrill,SG/G/UTIL,CLE,14.55,6.23,10.51%,0.0%,0.13%,0.26%,$-3.34,48
Quinten Post,C/UTIL,GSW,17.89,8.77,10.52%,0.0%,2.28%,7.87%,$-3.35,48
Dyson Daniels,PG/SG/G/UTIL,ATL,32.84,9.49,10.51%,0.0%,1.92%,1.28%,$-3.36,48
Taylor Hendricks,C/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Dwight Powell,C/UTIL,DAL,14.23,6.87,0.0%,0.0%,0.02%,0.1%,$-3.36,48
Mason Jones,SG/G/UTIL,SAC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Tristan Thompson,C/UTIL,CLE,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Nikola Topic,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Jae Crowder,C/UTIL,SAC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Marjon Beauchamp,PF/SF/F/UTIL,NYK,0,0.0,0.02%,0.0%,0.02%,0.03%,$-3.36,48
Kevon Looney,C/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.1%,$-3.36,48
Gregory Jackson,PF/SF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Adam Flagler,PG/G/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Isaiah Stevens,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Nikola Jovic,C/UTIL,MIA,0,0.0,0.0%,0.0%,0.02%,0.04%,$-3.36,48
Branden Carlson,C/UTIL,OKC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-3.36,48
Zach Edey,C/UTIL,MEM,21.6,10.93,9.46%,0.07%,1.01%,2.64%,$-3.40,48
Alec Burks,PG/SG/G/UTIL,MIA,17.78,6.99,9.33%,0.0%,1.45%,1.81%,$-3.41,48
Jabari Smith Jr.,C/PF/F/UTIL,HOU,19.6,8.7,9.8%,0.0%,1.33%,1.28%,$-3.43,48
Blake Wesley,PG/G/UTIL,SAS,17.52,8.2,8.92%,0.0%,0.21%,1.71%,$-3.43,48
Harrison Barnes,PF/SF/F/UTIL,SAS,18.71,7.46,8.3%,0.0%,2.19%,3.34%,$-3.46,48
Gui Santos,PF/SF/F/UTIL,GSW,5.78,3.66,5.64%,0.0%,0.11%,0.1%,$-3.46,48
Precious Achiuwa,C/PF/F/UTIL,NYK,15.92,8.06,8.41%,0.0%,1.71%,2.17%,$-3.49,48
Brandon Williams,PG/G/UTIL,DAL,18.97,8.99,7.36%,0.0%,0.4%,0.76%,$-3.58,48
Devin Vassell,SF/SG/G/F/UTIL,SAS,30.89,9.3,6.51%,0.0%,6.11%,1.37%,$-3.59,48
Luguentz Dort,SF/SG/G/F/UTIL,OKC,19.49,6.04,6.87%,0.0%,0.99%,0.7%,$-3.59,48
Julian Champagnie,SF/SG/G/F/UTIL,SAS,18.1,7.69,6.45%,0.0%,1.37%,1.11%,$-3.60,48
Marcus Sasser,PG/SG/G/UTIL,DET,17.39,9.18,6.62%,0.0%,1.6%,4.64%,$-3.61,48
Jaime Jaquez Jr.,SF/SG/G/F/UTIL,MIA,12.6,7.01,6.55%,0.0%,11.03%,10.04%,$-3.61,48
Aaron Wiggins,PF/SF/F/UTIL,OKC,20.93,9.34,5.41%,0.0%,0.25%,0.16%,$-3.64,48
Jaylon Tyson,SF/SG/G/F/UTIL,CLE,0,0.0,7.51%,0.0%,0.06%,0.03%,$-3.67,48
Malik Monk,PG/SG/G/UTIL,SAC,33.17,10.38,5.33%,0.0%,0.9%,0.57%,$-3.68,48
Georges Niang,PF/F/UTIL,ATL,19.22,7.55,5.24%,0.0%,0.09%,0.16%,$-3.69,48
Buddy Hield,SG/G/UTIL,GSW,17.01,7.69,4.92%,0.0%,0.81%,1.24%,$-3.72,48
Alex Caruso,PG/SF/G/F/UTIL,OKC,15.12,7.5,3.83%,0.0%,0.21%,0.16%,$-3.73,48
LaMelo Ball,PG/G/UTIL,CHA,40.48,13.32,4.34%,0.0%,2.53%,4.85%,$-3.74,48
Mark Williams,C/UTIL,CHA,34.93,14.22,3.4%,0.0%,0.57%,1.76%,$-3.74,48
Caleb Houstan,PF/SF/F/UTIL,ORL,9.83,4.59,0.0%,0.0%,0.06%,0.1%,$-3.74,48
EJ Harkless,PG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Markelle Fultz,PG/G/UTIL,SAC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Delon Wright,PG/SG/G/UTIL,NYK,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Cason Wallace,PG/SG/G/UTIL,OKC,18.38,6.74,4.57%,0.0%,0.49%,0.61%,$-3.74,48
Marcus Garrett,SF/F/UTIL,CHA,0,0.0,0.0%,0.0%,0.03%,0.1%,$-3.74,48
Kevin Knox II,PF/SF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Sidy Cissoko,SG/G/UTIL,POR,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Dillon Jones,PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Jacob Toppin,PF/F/UTIL,ATL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Doug McDermott,SF/F/UTIL,SAC,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Rayan Rupert,PG/SG/G/UTIL,POR,0,0.0,0.05%,0.0%,0.03%,0.03%,$-3.74,48
David Roddy,SF/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.03%,0.03%,$-3.74,48
Kentavious Caldwell-Pope,SG/G/UTIL,ORL,20.53,5.34,4.02%,0.0%,1.18%,1.3%,$-3.75,48
Zach LaVine,SF/SG/G/F/UTIL,SAC,32.57,7.95,3.77%,0.0%,1.3%,0.53%,$-3.76,48
Jaden Hardy,PG/SG/G/UTIL,DAL,14.65,7.87,3.86%,0.0%,6.17%,7.6%,$-3.77,48
Bismack Biyombo,C/UTIL,SAS,13.69,6.89,3.19%,0.0%,1.99%,0.08%,$-3.80,48
Miles Bridges,PF/F/UTIL,CHA,39.45,12.19,2.74%,0.0%,0.82%,3.27%,$-3.80,48
Simone Fontecchio,PF/F/UTIL,DET,12.5,6.6,0.8%,0.0%,0.07%,0.1%,$-3.80,48
Craig Porter Jr.,PG/G/UTIL,CLE,10.16,5.97,0.0%,0.0%,0.1%,0.1%,$-3.81,48
Ja Morant,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.1%,0.09%,$-3.81,48
Cory Joseph,PG/G/UTIL,ORL,16.28,6.1,2.15%,0.0%,0.67%,0.32%,$-3.83,48
Skal Labissiere,PF/F/UTIL,SAC,0,0.0,0.0%,0.0%,0.07%,0.1%,$-3.84,48
Stephen Curry,PG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.07%,0.09%,$-3.84,48
Lamar Stevens,C/PF/F/UTIL,MEM,0,0.0,0.0%,0.0%,0.07%,0.1%,$-3.84,48
Donovan Mitchell,PG/SG/G/UTIL,CLE,0,0.0,0.0%,0.0%,0.07%,0.08%,$-3.84,48
Ronald Holland II,SF/F/UTIL,DET,13.44,7.36,2.12%,0.0%,2.28%,0.1%,$-3.87,48
Trey Lyles,C/PF/F/UTIL,SAC,8.98,5.3,0.84%,0.0%,0.12%,0.1%,$-3.88,48
Aaron Holiday,PG/SG/G/UTIL,HOU,4.63,3.03,0.19%,0.0%,0.08%,0.1%,$-3.91,48
DaQuan Jeffries,PF/SF/F/UTIL,CHA,15.92,5.52,1.15%,0.0%,0.82%,0.35%,$-3.92,48
Cam Spencer,SG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.08%,0.1%,$-3.92,48
Josh Okogie,SG/G/UTIL,CHA,17.39,8.42,0.0%,0.0%,0.04%,0.58%,$-3.92,48
Jaylin Williams,C/UTIL,OKC,12.2,7.17,0.0%,0.0%,0.04%,0.1%,$-3.92,48
Lauri Markkanen,PF/F/UTIL,UTA,0,0.0,0.0%,0.0%,0.12%,0.07%,$-3.92,48
Jerami Grant,C/PF/F/UTIL,POR,0,0.0,0.0%,0.0%,0.04%,0.05%,$-3.92,48
Duncan Robinson,SF/SG/G/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.04%,0.04%,$-3.92,48
Terry Rozier,PG/G/UTIL,MIA,0,0.0,0.0%,0.0%,0.04%,0.1%,$-3.92,48
Kyrie Irving,PG/G/UTIL,DAL,0,0.0,0.0%,0.0%,0.04%,0.03%,$-3.92,48
John Konchar,SF/F/UTIL,MEM,8.61,4.7,9.63%,0.0%,0.04%,0.1%,$-3.94,48
Vit Krejci,SF/SG/G/F/UTIL,ATL,11.66,5.71,0.13%,0.0%,0.13%,0.1%,$-3.96,48
Javonte Green,PF/SF/F/UTIL,CLE,0,0.0,0.0%,0.0%,0.13%,0.1%,$-3.97,48
Devin Carter,PG/SG/G/UTIL,SAC,4.78,3.24,0.06%,0.0%,0.09%,0.1%,$-3.98,48
Josh Green,SF/SG/G/F/UTIL,CHA,13.73,4.76,0.71%,0.0%,0.44%,0.1%,$-3.99,48
Damion Baugh,PG/SG/G/UTIL,CHA,4.49,2.96,0.0%,0.0%,0.18%,0.04%,$-3.99,48
Tidjane Salaun,PF/F/UTIL,CHA,15.45,7.14,0.0%,0.0%,0.09%,1.19%,$-3.99,48
Anton Watson,PF/F/UTIL,NYK,0,0.0,0.01%,0.0%,0.09%,0.1%,$-3.99,48
Jake LaRavia,PF/SF/F/UTIL,SAC,10.71,5.59,0.91%,0.0%,0.1%,0.08%,$-3.99,48
Garrison Mathews,SG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.09%,0.1%,$-3.99,48
Jusuf Nurkic,C/UTIL,CHA,12.84,8.28,0.04%,0.0%,0.19%,0.1%,$-4.01,48
Anthony Davis,C/PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,2.67%,0.1%,$-4.01,48
Jonathan Isaac,C/PF/F/UTIL,ORL,10.18,6.41,0.85%,0.0%,0.11%,0.1%,$-4.03,48
Nick Smith Jr.,PG/SG/G/UTIL,CHA,14.3,6.44,0.02%,0.0%,0.3%,0.36%,$-4.04,48
KJ Simpson,PG/G/UTIL,CHA,4.97,3.4,0.0%,0.0%,0.05%,0.1%,$-4.04,48
Jonas Valanciunas,C/UTIL,SAC,14.65,9.83,0.0%,0.0%,0.05%,0.1%,$-4.04,48
Kenrich Williams,C/PF/F/UTIL,OKC,0,0.0,0.0%,0.0%,0.1%,0.1%,$-4.04,48
Tristan da Silva,PF/SF/F/UTIL,ORL,7.93,4.43,0.0%,0.0%,0.05%,0.1%,$-4.04,48
Kris Murray,PF/SF/F/UTIL,POR,4.19,2.63,0.0%,0.0%,0.05%,0.1%,$-4.04,48
Isaiah Joe,SG/G/UTIL,OKC,11.31,6.05,0.0%,0.0%,0.05%,0.1%,$-4.04,48
Miles McBride,PG/SG/G/UTIL,NYK,0,0.0,0.0%,0.0%,0.05%,0.05%,$-4.04,48
Goga Bitadze,C/UTIL,ORL,6.86,4.74,0.02%,0.0%,0.16%,0.1%,$-4.06,48
Matt Ryan,SF/F/UTIL,NYK,0,0.0,0.0%,0.0%,0.11%,0.1%,$-4.08,48
Pelle Larsson,SF/SG/G/F/UTIL,MIA,0,0.0,0.0%,0.0%,0.17%,0.1%,$-4.09,48
Jordan Clarkson,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.06%,0.1%,$-4.11,48
PJ Washington,PF/SF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.12%,0.08%,$-4.11,48
Pacome Dadiet,SF/SG/G/F/UTIL,NYK,0,0.0,0.49%,0.0%,0.07%,0.1%,$-4.14,48
Cade Cunningham,PG/G/UTIL,DET,0,0.0,0.0%,0.0%,0.13%,0.1%,$-4.14,48
Jabari Walker,C/PF/F/UTIL,POR,10.83,6.4,0.31%,0.0%,0.07%,0.1%,$-4.15,48
Micah Potter,C/PF/F/UTIL,UTA,0,0.0,0.01%,0.0%,0.08%,0.1%,$-4.20,48
Nate Williams,PG/SG/G/UTIL,HOU,0,0.0,0.0%,0.0%,0.08%,0.1%,$-4.21,48
Dalano Banton,PG/SG/G/UTIL,POR,0,0.0,0.0%,0.0%,0.08%,0.1%,$-4.21,48
Justin Minaya,PF/F/UTIL,POR,0,0.0,2.49%,0.0%,0.02%,0.03%,$-4.35,48
KJ Martin,PF/F/UTIL,UTA,14.2,5.68,2.02%,0.0%,0.03%,0.02%,$-4.38,48
Duop Reath,C/UTIL,POR,15.68,7.93,1.04%,0.0%,0.04%,0.1%,$-4.43,48
Moussa Diabate,C/UTIL,CHA,10.32,6.37,0.28%,0.0%,0.04%,0.1%,$-4.47,48
Cody Williams,SF/F/UTIL,UTA,12.07,4.92,0.18%,0.0%,0.01%,0.02%,$-4.48,48
P.J. Tucker,C/PF/F/UTIL,NYK,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Isaiah Crawford,PF/F/UTIL,SAC,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Emoni Bates,PG/G/UTIL,CLE,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Zyon Pullin,PG/G/UTIL,MEM,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Olivier-Maxence Prosper,PF/F/UTIL,DAL,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Bryce McGowens,SG/G/UTIL,POR,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Robert Williams,C/UTIL,POR,0,0.0,0.0%,0.0%,0.01%,0.03%,$-4.49,48
Gary Harris,SG/G/UTIL,ORL,6.78,3.28,0.0%,0.0%,0.02%,0.1%,$-4.49,48
Jackson Rowe,PF/F/UTIL,GSW,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Daeqwon Plowden,SG/G/UTIL,ATL,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Jaden Springer,SG/G/UTIL,UTA,0,0.0,0.0%,0.0%,0.02%,0.03%,$-4.49,48
Cam Whitmore,SF/SG/G/F/UTIL,HOU,0,0.0,0.0%,0.0%,0.03%,0.03%,$-4.49,48
Pat Spencer,PG/G/UTIL,GSW,0,0.0,0.0%,0.0%,0.03%,0.1%,$-4.49,48
