Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Aaron Nesmith,SG/SF,IND,23.0,3600,20.6,16.5,0.078,18.3
Cam Reddish,SG/SF,LAL,0.0,3600,0.0,0.0,0.0,0.0
Kevon Looney,C,GSW,17.0,3600,19.6,0.0,0.115,14.98
Kessler Edwards,SF/PF,DAL,26.0,3600,18.3,0.0,0.062,8.82
Jabari Walker,PF/C,POR,0.0,3600,0.0,0.0,0.096,18.56
Reed Sheppard,PG/SG,HOU,23.0,3600,16.7,0.0,0.078,7.91
Tidjane Salaun,SF/PF,CHA,16.0,3600,11.2,6.6,0.087,22.14
Brandon Boston,SG/SF,NOP,0.0,3600,0.0,0.0,0.0,0.0
Davion Mitchell,PG,MIA,28.0,3600,19.7,0.0,0.071,14.79
Tyrese Martin,SG,BKN,18.0,3500,15.0,0.0,0.08,16.01
Kevin Huerter,SG,CHI,17.0,3500,13.5,0.2,0.081,19.05
Ben Sheppard,SG,IND,13.0,3500,8.3,0.0,0.064,13.34
Jaden Hardy,PG/SG,DAL,7.0,3500,6.0,0.0,0.0,0.0
Trayce Jackson-davis,C,GSW,6.0,3500,6.6,0.0,0.0,0.0
Sam Merrill,SG,CLE,22.0,3500,15.9,0.0,0.069,18.39
Jaesean Tate,SF/PF,HOU,12.0,3500,10.0,0.0,0.084,10.34
Ryan Dunn,SG/SF,PHX,31.0,3500,24.0,0.0,0.082,14.46
Jeremiah Robinson-earl,PF/C,NOP,12.0,3500,10.4,0.0,0.0,0.0
Keaton Wallace,PG,ATL,22.0,3500,17.6,0.0,0.0,0.0
Alec Burks,PG/SG,MIA,27.0,3500,20.5,0.0,0.077,10.06
Ousmane Dieng,PF/C,OKC,0.0,3500,0.0,0.0,0.0,0.0
Kevin Porter,PG/SG,MIL,13.0,3500,13.2,0.0,0.115,21.04
Jaylen Clark,SG/SF,MIN,25.0,3500,13.9,0.0,0.072,12.84
Talen Horton-tucker,SG/SF,CHI,0.0,3400,0.0,0.0,0.0,0.0
Isaiah Stewart,C,DET,19.0,3400,18.4,0.6,0.094,17.85
Sidy Cissoko,SG,POR,0.0,3400,0.0,0.0,0.0,0.0
Jonathan Isaac,PF/C,ORL,0.0,3400,0.0,0.0,0.0,0.0
Seth Curry,SG,CHA,22.0,3400,15.0,0.0,0.077,9.44
Antonio Reeves,PG/SG,NOP,15.0,3400,13.3,0.0,0.0,0.0
Jake Laravia,SF/PF,SAC,12.0,3400,11.4,0.0,0.084,9.68
Kyle Anderson,SF/PF,MIA,17.0,3400,17.7,0.0,0.096,9.77
Pat Connaughton,SF/PF,MIL,0.0,3400,0.0,0.0,0.0,0.0
Marcus Sasser,PG/SG,DET,14.0,3300,13.0,0.0,0.0,0.0
Julian Phillips,PF,CHI,8.0,3300,5.3,0.0,0.0,0.0
Jarace Walker,SF/PF,IND,0.0,3300,0.0,0.0,0.0,0.0
Micah Potter,PF,UTA,9.0,3300,5.6,0.0,0.0,0.0
Kris Murray,SF/PF,POR,2.0,3300,1.3,0.0,0.076,18.59
Jaylon Tyson,SG/SF,CLE,0.0,3300,0.0,0.0,0.085,14.0
Jamison Battle,SF,TOR,0.0,3300,0.0,0.0,0.073,8.04
Nfaly Dante,C,HOU,,3300,,,0.0,0.0
Aaron Holiday,PG,HOU,20.0,3300,14.9,0.0,0.074,5.48
Tyty Washington,PG,PHX,0.0,3300,0.0,0.0,0.087,7.65
Tristan Da Silva,SF/PF,ORL,21.0,3300,14.6,0.0,0.075,10.91
Javonte Green,SF/PF,NOP,23.0,3300,16.3,0.0,0.065,9.92
Trey Lyles,PF/C,SAC,14.0,3300,11.5,0.0,0.081,8.46
Terance Mann,PG/SG,ATL,22.0,3300,15.9,0.0,0.074,14.45
Cam Payne,PG/SG,NYK,14.0,3300,15.0,0.2,0.099,19.02
Aj Green,PG/SG,MIL,28.0,3300,18.4,0.0,0.062,16.82
Neemias Queta,C,BOS,4.0,3200,3.4,0.0,0.11,8.26
Eric Gordon,SG,PHI,0.0,3200,0.0,0.0,0.0,0.0
Jevon Carter,PG/SG,CHI,0.0,3200,0.0,0.0,0.082,12.16
Simone Fontecchio,PF,DET,17.0,3200,12.7,0.0,0.079,9.07
Cody Williams,SF,UTA,0.0,3200,0.0,0.0,0.057,8.44
Gary Payton,SG/SF,GSW,11.0,3200,9.9,0.0,0.097,13.34
Peyton Watson,SF,DEN,0.0,3200,0.0,0.0,0.0,0.0
Craig Porter,PG,CLE,10.0,3200,7.7,0.0,0.082,15.48
Damion Lee,SG/SF,PHX,20.0,3200,15.6,0.0,0.094,7.19
Gary Harris,SG/SF,ORL,9.0,3200,4.8,0.0,0.046,8.14
Taj Gibson,C,CHA,11.0,3200,8.0,0.0,0.082,10.1
Dillon Jones,PF,OKC,9.0,3200,6.4,0.0,0.079,6.16
Joe Ingles,PF,MIN,5.0,3200,2.8,0.0,0.063,8.85
Andre Jackson,SG/SF,MIL,26.0,3200,16.2,0.0,0.065,11.81
Jared Butler,PG,PHI,26.0,3100,28.0,0.0,0.128,26.13
Ronald Holland,SF,DET,15.0,3100,12.4,0.0,0.091,12.09
Shake Milton,PG/SG,LAL,0.0,3100,0.0,0.0,0.085,11.92
Gui Santos,SF/PF,GSW,10.0,3100,8.3,0.0,0.076,11.95
DeAndre Jordan,C,DEN,12.0,3100,11.6,0.0,0.104,11.63
Monte Morris,PG,PHX,18.0,3100,14.0,0.0,0.087,12.03
Pelle Larsson,SG/SF,MIA,20.0,3100,14.1,0.0,0.067,7.89
Luka Garza,C,MIN,6.0,3100,6.7,0.0,0.124,4.91
Terrence Shannon,SG/SF,MIN,8.0,3100,5.4,0.0,0.0,0.0
Baylor Scheierman,SG/SF,BOS,0.0,3000,0.0,0.0,0.074,7.12
Jd Davison,PG,BOS,3.0,3000,1.2,0.0,0.0,0.0
Jordan Walsh,SG/SF,BOS,0.0,3000,0.0,0.0,0.067,4.9
Drew Peterson,SF/PF,BOS,0.0,3000,0.0,0.0,0.0,0.0
Xavier Tillman,PF/C,BOS,0.0,3000,0.0,0.0,0.0,0.0
Anton Watson,SF,BOS,,3000,,,0.0,0.0
Torrey Craig,SF/PF,BOS,0.0,3000,0.0,0.0,0.0,0.0
Bismack Biyombo,C,SAS,0.0,3000,0.0,0.0,0.0,0.0
Blake Wesley,PG,SAS,0.0,3000,0.0,0.0,0.0,0.0
Harrison Ingram,SF/PF,SAS,0.0,3000,0.0,0.0,0.0,0.0
Sandro Mamukelashvili,PF/C,SAS,5.0,3000,5.2,0.0,0.116,6.58
Malaki Branham,SG/SF,SAS,3.0,3000,2.4,0.0,0.0,0.0
David Duke,SG,SAS,0.0,3000,0.0,0.0,0.0,0.0
Jordan Mclaughlin,PG,SAS,0.0,3000,0.0,0.0,0.0,0.0
Riley Minix,PF,SAS,0.0,3000,0.0,0.0,0.0,0.0
Ricky Council Iv,SF/PF,PHI,24.0,3000,19.7,0.0,0.104,12.82
Adem Bona,C,PHI,8.0,3000,6.1,0.0,0.0,0.0
Kyle Lowry,PG/SG,PHI,0.0,3000,0.0,0.0,0.0,0.0
Reece Beekman,PG,BKN,0.0,3000,0.0,0.0,0.073,2.13
Dariq Whitehead,SF/PF,BKN,0.0,3000,0.0,0.0,0.0,0.0
Maxwell Lewis,SF,BKN,0.0,3000,0.0,0.0,0.0,0.0
Bojan Bogdanovic,PF,BKN,0.0,3000,0.0,0.0,0.0,0.0
DeAnthony Melton,PG,BKN,0.0,3000,0.0,0.0,0.0,0.0
Chuma Okeke,SF/PF,PHI,0.0,3000,0.0,0.0,0.0,0.0
Jeff Dowtin,PG,PHI,29.0,3000,22.8,0.0,0.09,10.5
Jared Mccain,PG,PHI,0.0,3000,0.0,0.0,0.0,0.0
Paul Reed,C,DET,0.0,3000,0.0,0.0,0.0,0.0
Tolu Smith,C,DET,,3000,,,0.0,0.0
Zach Collins,C,CHI,6.0,3000,5.8,0.0,0.0,0.0
Ej Liddell,C,CHI,0.0,3000,0.0,0.0,0.0,0.0
Emanuel Miller,PF,CHI,,3000,,,0.0,0.0
Dalen Terry,SF,CHI,0.0,3000,0.0,0.0,0.0,0.0
Adama Sanogo,C,CHI,0.0,3000,0.0,0.0,0.0,0.0
Daniss Jenkins,PG,DET,0.0,3000,0.0,0.0,0.0,0.0
Ron Harper,SF,DET,0.0,3000,0.0,0.0,0.0,0.0
Bobi Klintman,PF,DET,0.0,3000,0.0,0.0,0.0,0.0
Lindy Waters,PF,DET,0.0,3000,0.0,0.0,0.0,0.0
Jaden Ivey,PG,DET,0.0,3000,0.0,0.0,0.0,0.0
Aj Johnson,PG/SG,WAS,0.0,3000,0.0,0.0,0.0,0.0
Jaylen Martin,SF,WAS,0.0,3000,0.0,0.0,0.0,0.0
Jaylen Nowell,PG,WAS,0.0,3000,0.0,0.0,0.0,0.0
Colby Jones,SF,WAS,0.0,3000,0.0,0.0,0.0,0.0
Anthony Gill,PF/C,WAS,0.0,3000,0.0,0.0,0.0,0.0
Rayj Dennis,PG,IND,0.0,3000,0.0,0.0,0.0,0.0
James Johnson,PF/C,IND,0.0,3000,0.0,0.0,0.0,0.0
Quenton Jackson,PG/SG,IND,0.0,3000,0.0,0.0,0.0,0.0
Johnny Furphy,SG/SF,IND,0.0,3000,0.0,0.0,0.0,0.0
Enrique Freeman,PF/C,IND,0.0,3000,0.0,0.0,0.0,0.0
Isaiah Jackson,C,IND,0.0,3000,0.0,0.0,0.0,0.0
Christian Koloko,C,LAL,13.0,3000,9.7,0.0,0.0,0.0
Trey Jemison,C,LAL,12.0,3000,9.2,0.0,0.0,0.0
Oscar Tshiebwe,C,UTA,0.0,3000,0.0,0.0,0.0,0.0
Ej Harkless,PG,UTA,,3000,,,0.0,0.0
Taylor Hendricks,C,UTA,0.0,3000,0.0,0.0,0.0,0.0
Markieff Morris,PF/C,LAL,1.0,3000,1.0,0.0,0.0,0.0
Bronny James,PG/SG,LAL,12.0,3000,7.2,0.0,0.0,0.0
Maxi Kleber,PF,LAL,0.0,3000,0.0,0.0,0.0,0.0
Brandon Williams,PG,DAL,0.0,3000,0.0,0.0,0.0,0.0
Dwight Powell,C,DAL,0.0,3000,0.0,0.0,0.0,0.0
Jackson Rowe,SF/PF,GSW,,3000,,,0.0,0.0
Pat Spencer,PG,GSW,0.0,3000,0.0,0.0,0.0,0.0
Trey Alexander,PG/SG,DEN,0.0,3000,0.0,0.0,0.082,3.24
Hunter Tyson,SF/PF,DEN,5.0,3000,3.2,0.0,0.071,5.76
Pj Hall,PF/C,DEN,0.0,3000,0.0,0.0,0.0,0.0
Dario Saric,PF/C,DEN,0.0,3000,0.0,0.0,0.0,0.0
Spencer Jones,SG/SF,DEN,0.0,3000,0.0,0.0,0.0,0.0
Vlatko Cancar,C,DEN,0.0,3000,0.0,0.0,0.0,0.0
Daron Holmes,C,DEN,,3000,,,0.0,0.0
Duop Reath,C,POR,13.0,3000,9.5,0.0,0.097,9.48
Rayan Rupert,PG/SF,POR,11.0,3000,7.2,0.0,0.069,6.46
Bryce Mcgowens,SG,POR,2.0,3000,1.6,0.0,0.0,0.0
Justin Minaya,PF,POR,0.0,3000,0.0,0.0,0.0,0.0
Matisse Thybulle,PF,POR,0.0,3000,0.0,0.0,0.0,0.0
Garrett Temple,SG,TOR,0.0,3000,0.0,0.0,0.0,0.0
Ulrich Chomche,C,TOR,0.0,3000,0.0,0.0,0.0,0.0
Aj Lawson,PG/SG,TOR,0.0,3000,0.0,0.0,0.0,0.0
Pj Tucker,C,TOR,0.0,3000,0.0,0.0,0.0,0.0
Tristan Thompson,C,CLE,0.0,3000,0.0,0.0,0.0,0.0
Emoni Bates,PG/SF,CLE,0.0,3000,0.0,0.0,0.0,0.0
Jt Thor,SF/PF,CLE,0.0,3000,0.0,0.0,0.0,0.0
Isaac Okoro,SF/PF,CLE,0.0,3000,0.0,0.0,0.0,0.0
Luke Travers,SF,CLE,0.0,3000,0.0,0.0,0.0,0.0
Nate Williams,PG/SF,HOU,0.0,3000,0.0,0.0,,
Jack Mcveigh,SG,HOU,0.0,3000,0.0,0.0,0.0,0.0
Cody Zeller,C,HOU,0.0,3000,0.0,0.0,0.0,0.0
Collin Gillespie,PG,PHX,0.0,3000,0.0,0.0,0.0,0.0
Oso Ighodaro,C,PHX,0.0,3000,0.0,0.0,0.0,0.0
Jalen Bridges,PF,PHX,0.0,3000,0.0,0.0,0.0,0.0
Ethan Thompson,PG,ORL,0.0,3000,0.0,0.0,0.0,0.0
Trevelin Queen,PG/SG,ORL,0.0,3000,0.0,0.0,0.0,0.0
Jett Howard,SF/PF,ORL,0.0,3000,0.0,0.0,0.078,8.24
Caleb Houstan,SF/PF,ORL,0.0,3000,0.0,0.0,0.0,0.0
Cory Joseph,PG,ORL,0.0,3000,0.0,0.0,0.0,0.0
Mac Mcclung,PG,ORL,0.0,3000,0.0,0.0,0.0,0.0
Moritz Wagner,C,ORL,0.0,3000,0.0,0.0,0.0,0.0
Elfrid Payton,PG,CHA,28.0,3000,31.6,0.0,0.092,23.1
Isaiah Wong,PG/SG,CHA,0.0,3000,0.0,0.0,0.094,10.46
Brandon Miller,SG,CHA,0.0,3000,0.0,0.0,0.0,0.0
Grant Williams,C,CHA,0.0,3000,0.0,0.0,0.0,0.0
Tre Mann,PG,CHA,0.0,3000,0.0,0.0,0.0,0.0
Jamal Cain,SG/SF,NOP,0.0,3000,0.0,0.0,0.0,0.0
Keion Brooks,PF,NOP,,3000,,,0.0,0.0
DeJounte Murray,PG,NOP,0.0,3000,0.0,0.0,0.0,0.0
Herbert Jones,C,NOP,0.0,3000,0.0,0.0,0.0,0.0
Daishen Nix,PG,SAC,0.0,3000,0.0,0.0,0.0,0.0
Isaiah Crawford,PF,SAC,0.0,3000,0.0,0.0,0.0,0.0
Jae Crowder,C,SAC,0.0,3000,0.0,0.0,0.0,0.0
Mason Jones,SG,SAC,0.0,3000,0.0,0.0,0.0,0.0
Isaac Jones,PF/C,SAC,0.0,3000,0.0,0.0,0.0,0.0
Devin Carter,PG/SG,SAC,0.0,3000,0.0,0.0,0.0,0.0
Doug McDermott,SF,SAC,0.0,3000,0.0,0.0,0.0,0.0
Tyler Kolek,PG,NYK,0.0,3000,0.0,0.0,0.0,0.0
Delon Wright,PG,NYK,2.0,3000,1.3,0.0,0.0,0.0
Matt Ryan,SG/SF,NYK,0.0,3000,0.0,0.0,0.0,0.0
Landry Shamet,SG/SF,NYK,1.0,3000,0.5,0.0,0.068,7.34
Jacob Toppin,PF,NYK,0.0,3000,0.0,0.0,0.0,0.0
Ariel Hukporti,C,NYK,0.0,3000,0.0,0.0,0.084,7.01
Kevin Mccullar,SF,NYK,,3000,,,0.0,0.0
Pacome Dadiet,SG/SF,NYK,0.0,3000,0.0,0.0,0.0,0.0
Garrison Mathews,SG/SF,ATL,0.0,3000,0.0,0.0,0.074,5.32
Dominick Barlow,PF/C,ATL,7.0,3000,3.2,0.0,0.096,11.33
Daeqwon Plowden,SG,ATL,0.0,3000,0.0,0.0,0.0,0.0
Jalen Johnson,PF/C,ATL,0.0,3000,0.0,0.0,0.0,0.0
Kobe Bufkin,PG,ATL,0.0,3000,0.0,0.0,0.0,0.0
Branden Carlson,C,OKC,0.0,3000,0.0,0.0,0.0,0.0
Alex Ducas,SG,OKC,0.0,3000,0.0,0.0,0.0,0.0
Adam Flagler,PG,OKC,0.0,3000,0.0,0.0,0.0,0.0
Ajay Mitchell,PG,OKC,0.0,3000,0.0,0.0,0.0,0.0
Nikola Topic,PG,OKC,,3000,,,0.0,0.0
Haywood Highsmith,SF/PF,MIA,24.0,3000,16.2,0.0,0.0,0.0
Josh Christopher,PG,MIA,0.0,3000,0.0,0.0,0.0,0.0
Keshad Johnson,SF,MIA,0.0,3000,0.0,0.0,0.0,0.0
Kevin Love,C,MIA,0.0,3000,0.0,0.0,0.0,0.0
Isaiah Stevens,PG,MIA,,3000,,,0.0,0.0
Dru Smith,PG,MIA,0.0,3000,0.0,0.0,0.0,0.0
Ryan Rollins,PG,MIL,7.0,3000,6.3,0.0,0.09,21.34
Tyler Smith,SF/PF,MIL,0.0,3000,0.0,0.0,0.0,0.0
Tristen Newton,PG,MIN,0.0,3000,0.0,0.0,0.0,0.0
Josh Minott,SG/SF,MIN,2.0,3000,1.8,0.0,0.0,0.0
Leonard Miller,PF/C,MIN,2.0,3000,2.4,0.0,0.0,0.0
Jesse Edwards,C,MIN,,3000,,,0.0,0.0
Stanley Umude,SG,MIL,12.0,3000,7.6,0.0,0.0,0.0
Chris Livingston,SF,MIL,0.0,3000,0.0,0.0,0.0,0.0
Jericho Sims,C,MIL,3.0,3000,1.9,0.0,0.0,0.0
Liam Robbins,C,MIL,0.0,3000,0.0,0.0,0.0,0.0
