Name,Position,Team,Minutes,Salary,Fpts,Own%,StdDev,FieldFpts
Jeff Green,PF/C,HOU,17.70,3900,12.12,0.00,5.78,11.07
Kenrich Williams,PF,OKC,15.30,3900,13.06,0.00,6.83,12.77
Kessler Edwards,SF/PF,DAL,33.20,3800,24.53,39.83,5.98,23.60
Amir Coffey,SF/PF,LAC,21.40,3800,15.67,0.79,6.57,17.00
Micah Potter,PF,UTA,18.80,3800,12.95,0.00,5.83,11.51
Kevon Looney,C,GSW,16.00,3800,17.25,14.56,9.53,16.81
Javonte Green,SF/PF,NOP,23.60,3800,17.18,0.00,6.50,14.62
Davion Mitchell,PG,MIA,28.70,3700,22.40,12.69,7.03,20.98
Kris Dunn,PG/SG,LAC,19.80,3700,17.22,1.45,7.56,17.60
KJ Martin,PF,UTA,0.00,3700,0.00,0.03,0.00,0.00
Cody Williams,SF,UTA,14.40,3700,8.68,0.00,4.39,8.22
Reed Sheppard,PG/SG,HOU,18.30,3700,14.70,0.03,6.93,13.27
Alec Burks,PG/SG,MIA,20.80,3600,18.40,3.18,8.10,17.52
Aaron Holiday,PG,HOU,18.60,3600,13.84,0.00,6.43,12.16
Brandon Boston Jr.,SG/SF,NOP,0.00,3600,0.00,0.03,0.00,0.00
Kyle Anderson,PF,MIA,20.80,3500,21.29,0.79,9.75,15.51
Jaden Hardy,PG/SG,DAL,23.70,3500,23.81,20.68,10.06,20.76
Jae'Sean Tate,SF/PF,HOU,14.10,3500,10.68,0.00,5.74,10.90
Trayce Jackson-Davis,C,GSW,0.00,3500,0.00,0.03,0.00,0.00
Jaylen Clark,SG/SF,MIN,29.40,3500,19.21,1.17,5.90,18.55
Ousmane Dieng,PF/C,OKC,0.00,3500,0.00,0.03,0.00,0.00
Nicolas Batum,PF/C,LAC,15.40,3400,10.77,0.00,5.13,11.76
Gary Payton II,SG/SF,GSW,0.00,3400,0.00,0.03,0.00,0.00
Antonio Reeves,PG/SG,NOP,10.70,3400,8.39,0.00,4.78,10.39
Jake LaRavia,SF/PF,SAC,11.30,3400,9.66,0.00,5.57,9.68
Gui Santos,PF,GSW,15.80,3300,12.21,0.00,6.13,10.42
Trey Lyles,PF/C,SAC,0.00,3300,0.00,0.03,0.00,0.00
Dillon Jones,PF,OKC,0.00,3300,0.00,0.03,0.00,0.00
Terrence Shannon Jr.,SG/SF,MIN,14.00,3300,10.63,0.00,5.70,11.42
Pelle Larsson,SG/SF,MIA,11.90,3200,8.46,0.00,4.59,8.36
Oscar Tshiebwe,C,UTA,0.00,3200,0.00,0.03,0.00,0.00
Joe Ingles,PF,MIN,16.10,3200,11.09,0.00,5.35,8.55
Haywood Highsmith,SF/PF,MIA,17.20,3100,12.21,9.07,5.63,13.78
Luka Garza,C,MIN,15.70,3100,16.70,5.43,9.64,16.24
Brandon Williams,PG,DAL,13.40,3000,12.70,0.64,7.14,13.43
Dwight Powell,C,DAL,0.00,3000,0.00,0.03,0.00,0.00
Josh Christopher,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Keshad Johnson,SF,MIA,0.00,3000,0.00,0.03,0.00,0.00
Kevin Love,C,MIA,0.00,3000,0.00,0.03,0.00,0.00
Isaiah Stevens,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
Dru Smith,PG,MIA,0.00,3000,0.00,0.03,0.00,0.00
EJ Harkless,PG,UTA,0.00,3000,0.00,0.03,0.00,0.00
Taylor Hendricks,C,UTA,0.00,3000,0.00,0.03,0.00,0.00
Kai Jones,PF/C,LAC,0.00,3000,0.00,0.03,0.00,0.00
Kobe Brown,PF/C,LAC,16.80,3000,15.32,0.00,7.68,10.74
Trentyn Flowers,SG,LAC,0.00,3000,0.00,0.03,0.00,0.00
Jordan Miller,SG,LAC,0.00,3000,0.00,0.03,0.00,0.00
Patty Mills,PG,LAC,0.00,3000,0.00,0.03,0.00,0.00
Cam Christie,SG,LAC,0.00,3000,0.00,0.03,0.00,0.00
Marjon Beauchamp,SG,LAC,0.00,3000,0.00,0.03,0.00,0.00
Nate Williams,PG/SF,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jack McVeigh,SG,HOU,0.00,3000,0.00,0.03,0.00,0.00
N'Faly Dante,C,HOU,0.00,3000,0.00,0.03,0.00,0.00
Cody Zeller,C,HOU,0.00,3000,0.00,0.03,0.00,0.00
Jackson Rowe,SF/PF,GSW,0.00,3000,0.00,0.03,0.00,0.00
Pat Spencer,PG,GSW,10.40,3000,10.19,0.00,6.35,10.19
Jamal Cain,SG/SF,NOP,0.00,3000,0.00,0.03,0.00,0.00
Keion Brooks Jr.,PF,NOP,0.00,3000,0.00,0.03,0.00,0.00
Dejounte Murray,PG,NOP,0.00,3000,0.00,0.03,0.00,0.00
Herbert Jones,C,NOP,0.00,3000,0.00,0.03,0.00,0.00
Daishen Nix,PG,SAC,0.00,3000,0.00,0.03,0.00,0.00
Isaiah Crawford,PF,SAC,0.00,3000,0.00,0.03,0.00,0.00
Jae Crowder,C,SAC,0.00,3000,0.00,0.03,0.00,0.00
Mason Jones,SG,SAC,0.00,3000,0.00,0.03,0.00,0.00
Isaac Jones,PF/C,SAC,0.00,3000,0.00,0.03,0.00,0.00
Devin Carter,PG/SG,SAC,0.00,3000,0.00,0.03,0.00,0.00
Doug McDermott,SF,SAC,0.00,3000,0.00,0.03,0.00,0.00
Tristen Newton,PG,MIN,0.00,3000,0.00,0.03,0.00,0.00
Josh Minott,SG/SF,MIN,0.00,3000,0.00,0.03,0.00,0.00
Leonard Miller,PF/C,MIN,0.00,3000,0.00,0.03,0.00,0.00
Jesse Edwards,C,MIN,0.00,3000,0.00,0.03,0.00,0.00
Branden Carlson,C,OKC,0.00,3000,0.00,0.03,0.00,0.00
Alex Ducas,SG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Adam Flagler,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Ajay Mitchell,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
Nikola Topic,PG,OKC,0.00,3000,0.00,0.03,0.00,0.00
